dataset,model,method,schedule,reference,query_id,n_highest,membership_cutoff,gained_count,lost_count,gained_ids,lost_ids,membership_changed,integer_recall_cancellation,delta_Recall20,delta_nDCG20,abs_delta_nDCG20,delta_nDCG10,abs_delta_nDCG10,numerical_zero_nDCG20,numerical_zero_nDCG10
wands,minilm,raw_hybrid,C2s3,C0,420,766,20,5,5,"[""33740"",""33742"",""33744"",""33746"",""33796""]","[""13802"",""19995"",""33791"",""33838"",""34860""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s3,C0,423,285,20,5,5,"[""12101"",""12757"",""16014"",""22508"",""5249""]","[""14200"",""22497"",""26273"",""32733"",""41064""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,426,223,20,2,2,"[""27920"",""40885""]","[""27981"",""33666""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,433,113,20,4,4,"[""16283"",""17711"",""25514"",""25989""]","[""13828"",""17401"",""25004"",""30781""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s3,C0,464,85,20,2,2,"[""10987"",""2427""]","[""13194"",""17789""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,2,151,20,1,1,"[""24094""]","[""29146""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,9,74,20,5,5,"[""24420"",""24422"",""39718"",""39719"",""7507""]","[""15058"",""20647"",""30093"",""30837"",""5873""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,59,43,20,3,3,"[""41607"",""41608"",""41613""]","[""41636"",""41639"",""41642""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,109,39,20,2,2,"[""26128"",""26926""]","[""26124"",""26919""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,111,69,20,1,1,"[""10176""]","[""10157""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,112,266,20,5,5,"[""18424"",""31926"",""33155"",""33169"",""6302""]","[""10493"",""11313"",""34748"",""40867"",""40870""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,115,202,20,3,3,"[""14016"",""36657"",""9609""]","[""13867"",""40173"",""4686""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,144,116,20,6,6,"[""22659"",""29822"",""31029"",""38265"",""40121"",""575""]","[""18447"",""274"",""28168"",""36799"",""36801"",""36804""]",True,True,0.0,3.3306690738754696e-16,3.3306690738754696e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,147,12,20,1,1,"[""12159""]","[""29890""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,167,87,20,1,1,"[""10026""]","[""32859""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,172,42,20,4,4,"[""12149"",""19489"",""37418"",""39145""]","[""12246"",""19476"",""19478"",""19487""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,175,70,20,2,2,"[""25896"",""838""]","[""29854"",""4733""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,185,34,20,1,1,"[""30021""]","[""21729""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,227,176,20,2,2,"[""17682"",""32544""]","[""11174"",""32546""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,231,307,20,7,7,"[""20146"",""20173"",""20176"",""3211"",""5544"",""7808"",""7812""]","[""20148"",""20165"",""20175"",""20185"",""40204"",""5540"",""7798""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,234,107,20,4,4,"[""29468"",""32286"",""38956"",""7731""]","[""11548"",""25540"",""28399"",""38240""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,235,133,20,3,3,"[""11364"",""18104"",""41985""]","[""24728"",""4646"",""9776""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,335,42,20,7,7,"[""14774"",""20641"",""20642"",""20643"",""33342"",""39144"",""8140""]","[""19354"",""19541"",""19544"",""20644"",""20645"",""39148"",""42862""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,352,29,20,2,2,"[""17656"",""30349""]","[""22353"",""30347""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,355,30,20,2,2,"[""26207"",""35706""]","[""13859"",""24352""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,368,81,20,1,1,"[""30200""]","[""35822""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,415,75,20,3,3,"[""21654"",""37612"",""37625""]","[""15955"",""37217"",""37619""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s4,C0,418,608,20,3,3,"[""11650"",""5326"",""7744""]","[""17083"",""39774"",""5293""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,420,766,20,4,4,"[""33743"",""33772"",""33773"",""33796""]","[""13802"",""19995"",""33834"",""33838""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,422,428,20,4,4,"[""12659"",""26359"",""3164"",""42354""]","[""12265"",""13221"",""34378"",""38392""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,423,285,20,7,7,"[""12101"",""21374"",""3432"",""36138"",""40249"",""5249"",""7575""]","[""14200"",""15774"",""22497"",""26273"",""32733"",""36903"",""40259""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,426,223,20,3,3,"[""34592"",""40885"",""5845""]","[""27981"",""33666"",""40904""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,433,113,20,4,4,"[""17711"",""25514"",""25989"",""5454""]","[""13828"",""24902"",""25004"",""9326""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s4,C0,464,85,20,2,2,"[""10987"",""2427""]","[""17789"",""21113""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,2,151,20,1,1,"[""36534""]","[""29146""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,9,74,20,6,6,"[""20909"",""24420"",""24422"",""28838"",""39718"",""7507""]","[""15058"",""20647"",""30093"",""30837"",""38098"",""5873""]",True,True,0.0,0.0,0.0,-3.3306690738754696e-16,3.3306690738754696e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,59,43,20,1,1,"[""41618""]","[""41636""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,109,39,20,4,4,"[""26122"",""26128"",""26916"",""26929""]","[""26124"",""26923"",""26930"",""26934""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,111,69,20,3,3,"[""10156"",""10176"",""10193""]","[""10097"",""10157"",""10185""]",True,True,0.0,0.0,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,112,266,20,5,5,"[""25786"",""31926"",""33169"",""5360"",""6302""]","[""11313"",""34748"",""39509"",""40870"",""5349""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,115,202,20,4,4,"[""22529"",""35239"",""36541"",""36601""]","[""13867"",""37455"",""40173"",""5231""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,167,87,20,2,2,"[""11491"",""8035""]","[""32859"",""39492""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-3.3306690738754696e-16,3.3306690738754696e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,172,42,20,3,3,"[""19489"",""37418"",""39146""]","[""12246"",""19476"",""19478""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,175,70,20,3,3,"[""17812"",""25896"",""838""]","[""17073"",""36670"",""4733""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,185,34,20,1,1,"[""30021""]","[""26266""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,227,176,20,2,2,"[""21845"",""32627""]","[""11174"",""41078""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,231,307,20,4,4,"[""20173"",""20176"",""20209"",""5544""]","[""20172"",""20184"",""20185"",""5540""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,234,107,20,3,3,"[""25378"",""4684"",""7731""]","[""11548"",""28399"",""38240""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,235,133,20,2,2,"[""11364"",""41985""]","[""24728"",""9776""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,247,40,20,2,2,"[""25946"",""25955""]","[""25949"",""39616""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,248,39,20,1,1,"[""406""]","[""6734""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,335,42,20,7,7,"[""14774"",""19540"",""20641"",""20643"",""32046"",""39144"",""8140""]","[""13875"",""19539"",""19542"",""19544"",""20645"",""39148"",""42862""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,352,29,20,1,1,"[""17656""]","[""30347""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,355,30,20,2,2,"[""24355"",""35706""]","[""13859"",""24352""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,368,81,20,1,1,"[""31314""]","[""35821""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,415,75,20,1,1,"[""32673""]","[""37217""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,420,766,20,6,6,"[""11132"",""27472"",""33743"",""33746"",""36090"",""40303""]","[""13802"",""19995"",""27090"",""33834"",""33838"",""34860""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,423,285,20,4,4,"[""12101"",""40249"",""5249"",""7540""]","[""10419"",""15774"",""22497"",""36903""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,426,223,20,3,3,"[""31089"",""40885"",""40906""]","[""27981"",""33666"",""40904""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,433,113,20,6,6,"[""15885"",""16283"",""17711"",""25514"",""25989"",""41202""]","[""10841"",""13828"",""17401"",""22070"",""23668"",""7904""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,minilm,raw_hybrid,C2s5,C0,446,57,20,2,2,"[""19697"",""31534""]","[""23063"",""23066""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-1.1102230246251565e-16,1.1102230246251565e-16,True,True
wands,minilm,raw_hybrid,C2s5,C0,464,85,20,2,2,"[""17047"",""2427""]","[""13194"",""17789""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,0,39,20,1,1,"[""42931""]","[""1197""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,9,74,20,5,5,"[""21801"",""24416"",""24420"",""39718"",""39719""]","[""20647"",""29691"",""3288"",""5873"",""7997""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,28,175,20,3,3,"[""12961"",""40846"",""917""]","[""12403"",""767"",""921""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,59,43,20,2,2,"[""41637"",""41646""]","[""41619"",""41643""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,108,81,20,2,2,"[""3043"",""3916""]","[""3036"",""3039""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,109,39,20,5,5,"[""26121"",""26122"",""26125"",""26919"",""26934""]","[""26124"",""26126"",""26129"",""26132"",""26137""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,112,266,20,4,4,"[""34747"",""37666"",""39122"",""7636""]","[""11828"",""32534"",""39509"",""8026""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,115,202,20,3,3,"[""11908"",""21318"",""4850""]","[""14197"",""29145"",""36657""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,138,142,20,3,3,"[""15734"",""15739"",""37537""]","[""13918"",""15729"",""35938""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,172,42,20,1,1,"[""19483""]","[""12149""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C1,C0,185,34,20,1,1,"[""30020""]","[""15053""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,227,176,20,2,2,"[""31875"",""32545""]","[""13954"",""40933""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,229,133,20,4,4,"[""12714"",""26426"",""37676"",""37677""]","[""30293"",""35916"",""37682"",""3951""]",True,True,0.0,0.0,0.0,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C1,C0,231,307,20,5,5,"[""37018"",""5540"",""5543"",""7799"",""7808""]","[""19170"",""20175"",""20185"",""7813"",""7818""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,234,107,20,3,3,"[""19626"",""25384"",""4680""]","[""24546"",""25385"",""37796""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,245,57,20,2,2,"[""20266"",""41068""]","[""17814"",""37520""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,247,40,20,1,1,"[""3165""]","[""3179""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,248,39,20,2,2,"[""16396"",""40275""]","[""29117"",""6734""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C1,C0,355,30,20,1,1,"[""41684""]","[""35470""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,368,81,20,4,4,"[""16453"",""22326"",""38214"",""4071""]","[""15583"",""185"",""19927"",""8611""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C1,C0,438,101,20,3,3,"[""13434"",""13442"",""27914""]","[""27923"",""27944"",""36473""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,442,70,20,6,6,"[""16065"",""17612"",""24723"",""31781"",""31808"",""40963""]","[""15592"",""33244"",""39156"",""42680"",""7402"",""7449""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,464,85,20,2,2,"[""24107"",""2423""]","[""11152"",""38710""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,470,45,20,4,4,"[""31082"",""32858"",""37492"",""8072""]","[""11032"",""12966"",""27514"",""28113""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C1,C0,472,47,20,4,4,"[""17467"",""32440"",""32441"",""5134""]","[""27720"",""34478"",""5135"",""6259""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,9,74,20,4,4,"[""21802"",""24420"",""39719"",""7507""]","[""20647"",""24422"",""29691"",""3288""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,59,43,20,2,2,"[""41637"",""41646""]","[""41619"",""41642""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,108,81,20,1,1,"[""3916""]","[""3039""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,109,39,20,2,2,"[""26122"",""26934""]","[""26132"",""26137""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,112,266,20,3,3,"[""34754"",""37666"",""7636""]","[""11828"",""32534"",""8026""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,115,202,20,4,4,"[""11908"",""12180"",""13014"",""4850""]","[""13483"",""29145"",""36657"",""42607""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,138,142,20,4,4,"[""15728"",""15738"",""15739"",""37543""]","[""13918"",""15729"",""15737"",""35938""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,172,42,20,2,2,"[""19477"",""19483""]","[""12149"",""12246""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,185,34,20,1,1,"[""30020""]","[""15053""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,227,176,20,6,6,"[""12368"",""31875"",""32545"",""35908"",""8054"",""8304""]","[""13954"",""14018"",""33157"",""36643"",""40933"",""920""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,229,133,20,4,4,"[""12714"",""15351"",""18953"",""8925""]","[""30293"",""35916"",""37682"",""38211""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s1,C0,231,307,20,6,6,"[""20169"",""37018"",""5543"",""7799"",""7808"",""7814""]","[""19170"",""20185"",""25796"",""7801"",""7802"",""7803""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,234,107,20,4,4,"[""19626"",""25384"",""27591"",""4680""]","[""24546"",""25378"",""25385"",""37796""]",True,True,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s1,C0,248,39,20,1,1,"[""406""]","[""6734""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,368,81,20,1,1,"[""22326""]","[""15583""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,438,101,20,2,2,"[""13434"",""27914""]","[""26370"",""27944""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,439,216,20,3,3,"[""25747"",""29094"",""35331""]","[""16811"",""16812"",""23631""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,442,70,20,6,6,"[""16065"",""24723"",""31716"",""31781"",""31808"",""38379""]","[""16856"",""33244"",""33245"",""42680"",""7402"",""7449""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,446,57,20,4,4,"[""13214"",""19042"",""19740"",""23058""]","[""14222"",""19697"",""23059"",""31178""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s1,C0,464,85,20,3,3,"[""2423"",""32549"",""42143""]","[""11152"",""17045"",""38710""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s1,C0,470,45,20,3,3,"[""14384"",""37492"",""8072""]","[""12966"",""13858"",""28113""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,2,151,20,2,2,"[""36631"",""4205""]","[""16226"",""27515""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,9,74,20,2,2,"[""21802"",""7507""]","[""24422"",""3288""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,13,46,20,1,1,"[""42814""]","[""22853""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,28,175,20,3,3,"[""2212"",""7942"",""919""]","[""12403"",""33455"",""921""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,59,43,20,1,1,"[""41646""]","[""41652""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,109,39,20,2,2,"[""26121"",""26938""]","[""26137"",""26923""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,112,266,20,4,4,"[""34754"",""37666"",""6388"",""7636""]","[""11828"",""25786"",""32534"",""8026""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,115,202,20,5,5,"[""11908"",""21318"",""37455"",""40037"",""41075""]","[""13483"",""14197"",""29016"",""36657"",""5231""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,138,142,20,3,3,"[""10057"",""15734"",""15739""]","[""15729"",""15737"",""35938""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,158,44,20,1,1,"[""20034""]","[""342""]",True,True,0.0,-4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,172,42,20,2,2,"[""19483"",""19487""]","[""12149"",""12246""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s2,C0,185,34,20,1,1,"[""30020""]","[""15053""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,227,176,20,3,3,"[""12368"",""8304"",""9580""]","[""17388"",""33157"",""40933""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,229,133,20,2,2,"[""11459"",""37679""]","[""37682"",""38211""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,-3.3306690738754696e-16,3.3306690738754696e-16,True,True
wands,bge_base,raw,C2s2,C0,231,307,20,7,7,"[""20169"",""37018"",""5540"",""5543"",""7799"",""7808"",""7812""]","[""19170"",""20175"",""20185"",""25796"",""7801"",""7813"",""7815""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,234,107,20,2,2,"[""19626"",""4680""]","[""25385"",""37796""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,235,133,20,4,4,"[""19229"",""23707"",""41983"",""9774""]","[""14926"",""34442"",""7253"",""981""]",True,True,0.0,1.1102230246251565e-16,1.1102230246251565e-16,-2.220446049250313e-16,2.220446049250313e-16,True,True
wands,bge_base,raw,C2s2,C0,245,57,20,1,1,"[""41068""]","[""17814""]",True,True,0.0,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,247,40,20,1,1,"[""3165""]","[""3179""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,248,39,20,1,1,"[""27045""]","[""405""]",True,True,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,368,81,20,2,2,"[""22326"",""38214""]","[""15583"",""8611""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,431,75,20,3,3,"[""20390"",""39832"",""7028""]","[""34855"",""38331"",""815""]",True,True,0.0,-2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,438,101,20,2,2,"[""13434"",""27914""]","[""27910"",""27944""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
wands,bge_base,raw,C2s2,C0,439,216,20,5,5,"[""14842"",""18328"",""24347"",""29094"",""35331""]","[""16796"",""16811"",""1795"",""23631"",""33120""]",True,True,0.0,0.0,0.0,0.0,0.0,True,True
