dataset,model,method,schedule,reference,K,queries,pairs,changed_queries,equal_positive_queries,equal_positive_share_all,equal_positive_share_changed,bootstrap_seed,bootstrap_resamples,interval,gain_share,gain_share_ci_low,gain_share_ci_high,loss_share,loss_share_ci_low,loss_share_ci_high,turnover,turnover_ci_low,turnover_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high,delta_ndcg,delta_ndcg_ci_low,delta_ndcg_ci_high,changed_abs_ndcg_q0.0,changed_abs_ndcg_q0.25,changed_abs_ndcg_q0.5,changed_abs_ndcg_q0.75,changed_abs_ndcg_q0.9,changed_abs_ndcg_q0.95,changed_abs_ndcg_q1.0,changed_abs_ndcg_mean
esci,gte_modernbert,raw,C2s4,source C0,20,499,4434,104,19,0.038076152304609222,0.18269230769230768,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01051172093491559,0.0076017597971651963,0.013784613069994322,0.019593107561386509,0.013019294281645088,0.027406705128407271,0.030104828496302104,0.022673630667091962,0.038527598189197855,-0.0090813866264709223,-0.017403345569971033,-0.0018460291394657472,-0.0039274766545997894,-0.0076323333188307004,-0.0002693045990204913,0.00049430560279217772,0.028461363602766271,0.041019795126949088,0.066756356473947565,0.10809649481213893,0.12348054039178059,0.24720429309725714,0.053060312474536062
esci,gte_modernbert,raw,C2s4,source C0,100,499,4434,44,3,0.0060120240480961923,0.068181818181818177,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0049905068316032112,0.0018608304490079482,0.0099430935171437897,0.0099131055221945447,0.0046293681430475157,0.017146606564739503,0.014903612353797757,0.0084040176991579014,0.023293436354533983,-0.0049225986905913335,-0.012965481093643379,0.0023374121327516453,-0.0029290024471019106,-0.0058314621290788656,-2.6971537813964431e-05,0.00018958148964898225,0.019422944799977193,0.031740956883264448,0.048499338248870233,0.094876296542413932,0.11645655026801163,0.14011068934883331,0.040802682236892991
esci,gte_modernbert,raw,C2s5,source C0,20,499,4434,104,15,0.030060120240480961,0.14423076923076922,2026091701,10000,95% unadjusted paired query-cluster percentile,0.01000586139206633,0.0071370119905639073,0.013344229815607133,0.019815474681519757,0.013860312734148087,0.026467585019273564,0.029821336073586086,0.022906798942219961,0.037275334066702207,-0.0098096132894534213,-0.017052518600648728,-0.0031330078186845457,-0.0029734340649227109,-0.0065331013017635702,0.00057206119793305364,0.00014521458522487318,0.030191133916866536,0.046311154475205896,0.06733354575986944,0.091173606593295389,0.11029714437654228,0.18026293150159947,0.051193180997353968
esci,gte_modernbert,raw,C2s5,source C0,100,499,4434,39,1,0.002004008016032064,0.02564102564102564,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0051788667670889773,0.0019485550308021911,0.01022763977093402,0.005150586635753766,0.0027514758012165872,0.0081358360395331654,0.010329453402842744,0.0060258696327988798,0.015953494985255584,2.8280131335211566e-05,-0.0045441983414302471,0.0057137412164041477,-0.00069068104723460594,-0.003627591010163707,0.002283287288354933,2.6864136187687571e-05,0.027061241087158683,0.035747168985299727,0.053793045243453297,0.094892958063690871,0.11808638054090548,0.13247584122667294,0.043558250294485498
esci,minilm,raw_hybrid,C1,source C0,20,499,4434,77,9,0.018036072144288578,0.11688311688311688,2026091701,10000,95% unadjusted paired query-cluster percentile,0.011012475464655688,0.0061528649447806722,0.016964890637548451,0.010391426300140011,0.0065421755427240453,0.015088269974184412,0.021403901764795698,0.015007585442121711,0.02887853952380735,0.00062104916451567423,-0.0061594873130682961,0.0077260568503071331,-0.00036734890639410596,-0.004038201904731949,0.0037603828991584179,0.0015333121357632429,0.032781365993887701,0.046883614225045944,0.063149499595109182,0.092384278294735805,0.11822844235199273,0.19562642764217539,0.051577051551668973
esci,minilm,raw_hybrid,C1,source C0,100,499,4434,18,1,0.002004008016032064,0.055555555555555552,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0026035657172931723,0.00057185077225157383,0.0053466655533288762,0.0018293663584244746,0.00078728886344116799,0.0030785421992836817,0.0044329320757176471,0.0020272498460123713,0.0075047052354792849,0.0007741993588686975,-0.0015634959284758884,0.0036351250341731304,-0.00028307995559979693,-0.0033618336775500016,0.0033863011791899155,0.01038141661264752,0.023937638280488366,0.030616558808563676,0.039689265977842052,0.058407355095101463,0.067162570642954403,0.092379265727239313,0.035463508918315706
esci,minilm,raw_hybrid,C2s1,source C0,20,499,4434,53,11,0.022044088176352707,0.20754716981132076,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0069517586632699205,0.0030262717769348668,0.012391120160298219,0.0069845663301537891,0.004324555817731798,0.010304809846495771,0.013936324993423711,0.0088332080108647938,0.020183563033401634,-3.2807666883868643e-05,-0.0051553035387674482,0.0059211366881118136,-0.0018846849884656086,-0.0047605435985869568,0.001011805577438191,5.728062469795292e-05,0.026348064638780921,0.036724410641621574,0.05401740660333583,0.071317658735660955,0.10439697933202974,0.1433187595694505,0.04209856828069785
esci,minilm,raw_hybrid,C2s1,source C0,100,499,4434,8,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.00114812959251837,0,0.003256513026052104,0.00094951808378662087,0.00020040080160320641,0.0019228934058593378,0.002097647676304991,0.00047475904189331043,0.004558029749976141,0.00019861150873174918,-0.0015310531777841397,0.0026559070521996373,-0.0012647112623829667,-0.0037711493278463622,0.0012523194299182091,0.018712026824566186,0.024266616375569428,0.036339281304754389,0.039651123676317901,0.055545224534781529,0.072505556376172314,0.089465888217563128,0.038433914736184786
esci,minilm,raw_hybrid,C2s2,source C0,20,499,4434,52,11,0.022044088176352707,0.21153846153846154,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0079320392760914779,0.0036979890854100987,0.013433788712220823,0.0051404327296067547,0.0032481020923099046,0.0074133213280052753,0.013072472005698232,0.0082552798970559633,0.01912456074001374,0.0027916065464847237,-0.0019744486680332053,0.0086526861025858944,6.7477205204007477e-05,-0.0032301709385339503,0.0037985204086486142,0,0.02394543358248763,0.038854873470564807,0.053585499250737925,0.069469893474611397,0.11826126478145355,0.28494577679058231,0.045640517961449106
esci,minilm,raw_hybrid,C2s2,source C0,100,499,4434,9,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0010855043420173679,0,0.003173012692050768,0.0012653011651007644,0.0003960301555491936,0.0023042513598625814,0.0023508055071181327,0.00065368832903903032,0.0048472974086701511,-0.0001797968230833963,-0.0019819075380197622,0.0023156919900406874,-0.00043707122418468316,-0.0033602222759567682,0.0030256834800503232,0.024471413798708541,0.025456666895558269,0.035559860081453287,0.038036868518781075,0.049842147265123447,0.068913128253098158,0.087984109241072916,0.038193958925262568
esci,minilm,raw_hybrid,C2s3,source C0,20,499,4434,50,8,0.016032064128256512,0.16,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0065439632932377039,0.0028392188244651794,0.01168973571935746,0.0069234571741306683,0.0038788320668269715,0.010877640396039116,0.01346742046736837,0.008383659277608287,0.01988172956491947,-0.00037949388089296383,-0.0059273687502048259,0.005538448051349237,-0.0012665747237572656,-0.0048054199186772064,0.0027077627160693746,1.1102230246251565e-16,0.022643174199736049,0.037374703950281307,0.061150359179242567,0.09157241737854542,0.17807198039169345,0.28369084374848608,0.053302829092821781
esci,minilm,raw_hybrid,C2s3,source C0,100,499,4434,8,1,0.002004008016032064,0.125,2026091701,10000,95% unadjusted paired query-cluster percentile,0.00043268354891601383,0,0.0010171858869253659,0.0013225585369873948,0.00036740146960587844,0.0025276201754157661,0.0017552420859034087,0.00064826622942855405,0.0031747640302249524,-0.00088987498807138082,-0.0020924966816750381,8.3500334001335998e-05,-0.0007784682249457307,-0.0037089044836694294,0.0028220373854006857,0.0051837341701665984,0.028450275937676794,0.030317577261415402,0.036763464787740757,0.041115138905451154,0.041289943321099198,0.041464747736747243,0.030035964851595272
esci,minilm,raw_hybrid,C2s4,source C0,20,499,4434,57,10,0.02004008016032064,0.17543859649122806,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0073278329496350245,0.0033208114521692772,0.012760467366726829,0.0077419232078957201,0.0047447711073365026,0.011372108791340001,0.015069756157530746,0.0097177427538941829,0.021436222950807639,-0.00041409025826069607,-0.0058814270311753764,0.0057867440585241889,-0.00048698912914324765,-0.0038139584421760186,0.0033011990154889056,3.4519878582273122e-06,0.029609992235510862,0.040375695294138203,0.061708198695667238,0.092203946965085951,0.1150410254697268,0.27615118729908256,0.049476152325466718
esci,minilm,raw_hybrid,C2s4,source C0,100,499,4434,8,1,0.002004008016032064,0.125,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0010323677658346997,0,0.0026720106880427519,0.001060562683809177,0.00028628685943315199,0.0020400107574456271,0.0020929304496438766,0.00063156616262828689,0.0039997744406562044,-2.8194917974477084e-05,-0.0013985763735262732,0.0017278496386712798,-7.3504141230508821e-05,-0.0028220574172961393,0.0033707401067159058,0.010389786272431756,0.024079813057954307,0.030360800150721429,0.038107577184811427,0.0467687683509957,0.054797310189095387,0.062825852027195095,0.032064174461388956
esci,minilm,raw_hybrid,C2s5,source C0,20,499,4434,56,9,0.018036072144288578,0.16071428571428573,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0073777848935923712,0.0033842848321374332,0.012791963027077649,0.0063875476165011994,0.0039366755377845701,0.0092749931288579109,0.013765332510093571,0.0088634132243330735,0.019776582215347029,0.00099023727709117047,-0.0040233186148866187,0.0069636190998080749,0.00064101255699309829,-0.0025189032323037785,0.004330206364017008,0.00093023502528033486,0.027828694723978545,0.03816662698374973,0.053735357629089632,0.076486637707108451,0.10738768165495471,0.29439737737026561,0.047198477340375189
esci,minilm,raw_hybrid,C2s5,source C0,100,499,4434,13,1,0.002004008016032064,0.076923076923076927,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0014051913350510545,0.00020040080160320641,0.0031136081687183855,0.0013247857686735443,0.00048712142900519652,0.0023473464161089413,0.0027299771037245985,0.0011213552646418378,0.0047094555411188671,8.0405566377510294e-05,-0.0014739056034146216,0.0019706917164331989,0.00040886062985746424,-0.0023212016424049146,0.0037824602468080584,0.012945202338142447,0.021859824385548232,0.025338109156476052,0.037268991374941829,0.048096565412904024,0.055672250224999616,0.063006957455228829,0.03090784626844734
esci,bge_base,raw_hybrid,C1,source C0,20,499,4434,52,12,0.024048096192384769,0.23076923076923078,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0080147278258159132,0.004751233319871844,0.011905016149829334,0.0052279205040311966,0.0031099923536426978,0.0078024736311146066,0.013242648329847109,0.0090759657830305155,0.017973889890292701,0.002786807321784717,-0.0013139621596502456,0.0071179167609454448,0.0012016417602253007,-0.0012168755382747146,0.0036310491187651508,0,0.029717121108192246,0.042817149208455363,0.069570723986070171,0.10166965445734111,0.11561197530392361,0.13239430275995134,0.049742267807367929
esci,bge_base,raw_hybrid,C1,source C0,100,499,4434,15,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0020746639582136664,0.00065282260651259509,0.0039309917522865152,0.0014075770588796641,0.00033400133600534399,0.0027292680599293826,0.0034822410170933307,0.0016505511439128674,0.0057195240700021995,0.00066708689933400224,-0.0012946346333228794,0.0028274046627329275,0.00022196869327833569,-0.0016078137848615618,0.0021917964794239478,0.018200905116417698,0.033194615347775194,0.038552897152887788,0.041834499904288003,0.056028122096449043,0.064999884664311905,0.067220342063732785,0.039461880611110424
esci,bge_base,raw_hybrid,C2s1,source C0,20,499,4434,44,8,0.016032064128256512,0.18181818181818182,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0057336966386966875,0.0033093259295642607,0.0086446921407262907,0.0037768607631158821,0.0018974633718251384,0.0061353589763126206,0.0095105574018125704,0.0061386598216601179,0.013446316665336544,0.0019568358755808063,-0.0011418927822594957,0.0051898183430821076,0.00079870797246337681,-0.001462353511876755,0.0030652858274507061,0.00062699287525613823,0.024567988070853058,0.037621965045570194,0.051720141614066198,0.068853050820602488,0.07946700976289614,0.11563363998636231,0.040325337865861545
esci,bge_base,raw_hybrid,C2s1,source C0,100,499,4434,8,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.00094867279236016708,0.00018218254691200583,0.001897598616035489,0.00045805897509304321,0,0.001145147437732608,0.0014067317674532102,0.00046918929433959497,0.0025520382534410585,0.00049061381726712386,-0.00052971021407895137,0.0015712292328023793,-7.7823868085438229e-06,-0.0019556000423189704,0.0020382029338056728,0.019079870970551083,0.024041966561689054,0.031662421822364145,0.037919783828976567,0.047979113445193282,0.056666095272744035,0.06535307710029481,0.033872630348582587
esci,bge_base,raw_hybrid,C2s2,source C0,20,499,4434,44,7,0.014028056112224449,0.15909090909090909,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0057977638353048288,0.0033365091544744611,0.0088583293339593895,0.0039948252203347101,0.0020885672844927748,0.0064653329759211484,0.009792589055639539,0.0063526758330942215,0.013846295218235124,0.0018029386149701189,-0.0013599391676666918,0.0051817567249974718,0.0011602850018707783,-0.0012947223450133572,0.0036218226788189384,0.0013147996038982424,0.030900433457348053,0.041535165671766058,0.048373461899248238,0.073100186446155305,0.10247608401010203,0.12796052191088514,0.044097419490306447
esci,bge_base,raw_hybrid,C2s2,source C0,100,499,4434,12,1,0.002004008016032064,0.083333333333333329,2026091701,10000,95% unadjusted paired query-cluster percentile,0.003410669302235042,0.00065282260651259509,0.0081999226177528386,0.00058495182220894514,8.7130783305741912e-05,0.0013566816172026592,0.0039956211244439876,0.0011064797071593275,0.0089227414323258172,0.0028257174800260972,-9.0242506324670648e-05,0.0077006696126185109,0.00065023844391896726,-0.0014694893283554423,0.0028440088540072207,0.024491116852996542,0.029627730257947432,0.037374245796697014,0.039706678106247312,0.063254384644541362,0.084272707276020389,0.1068026842593974,0.04237899966398747
esci,bge_base,raw_hybrid,C2s3,source C0,20,499,4434,41,6,0.012024048096192385,0.14634146341463414,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0056801241063132403,0.0031262995951586128,0.0088408135384838975,0.0033156472222948498,0.0016632143442149323,0.0054235928248805932,0.0089957713286080918,0.0057696446008772993,0.012806997260403675,0.0023644768840183901,-0.00085236187769929187,0.0058300973303786075,0.00068534906122251656,-0.0012083006939180559,0.0025050742402184974,0.0046767613744572722,0.033476906904741255,0.042820374485063928,0.05396328343484541,0.072251483703562602,0.10895492959894593,0.13254949642823149,0.047010599293594107
esci,bge_base,raw_hybrid,C2s3,source C0,100,499,4434,13,1,0.002004008016032064,0.076923076923076927,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0017370321729039166,0.00066800267201068799,0.002997308511461818,0.0009511085663390272,0.000167000668002672,0.0019659159589019296,0.0026881407392429441,0.0012783846914608437,0.0043342211534846808,0.00078592360656488903,-0.00062770833875543282,0.0022175545591126737,-0.00017058477713334134,-0.0014717027871467422,0.0010912863543793784,0.00093360829435418236,0.024830628321090509,0.029052624677045173,0.036588398277627499,0.038727053130254076,0.039039509139060666,0.039414188102449565,0.027474907824217572
esci,bge_base,raw_hybrid,C2s4,source C0,20,499,4434,46,11,0.022044088176352707,0.2391304347826087,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0078643190421880064,0.0046576746691515975,0.011618353695806301,0.0046210389121319022,0.0025784692144177417,0.0071431444848223382,0.012485357954319909,0.0081969764231711924,0.017365297741033146,0.0032432801300561042,-0.00039990217293007341,0.0071929854757367432,0.0017158343333848036,-0.00057371193228643563,0.0039277044841474198,0.00062998339055364561,0.028258005487383747,0.036522785534124219,0.062540608567529299,0.07787048346635167,0.10154857014790207,0.13141432841938064,0.042147072442744966
esci,bge_base,raw_hybrid,C2s4,source C0,100,499,4434,12,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0017254186843365198,0.00041153736043515602,0.0035471839079053505,0.0010624423450074751,0.000222667557336896,0.0021551038585106721,0.0027878610293439951,0.0011366291802163545,0.0048345235444433822,0.00066297633932904481,-0.0010693841386476654,0.0026940521254148505,0.00050884333744717885,-0.0013080117710161509,0.0023334155604269424,0.012664039410765049,0.027162296365642269,0.036660285443440091,0.03930736028039486,0.060351183094014521,0.064599811174577304,0.067448776528559129,0.036374632501092984
esci,bge_base,raw_hybrid,C2s5,source C0,20,499,4434,40,8,0.016032064128256512,0.20000000000000001,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0052639759268191628,0.0028888536111329821,0.0082193105356360135,0.0044917839516627877,0.0023831037133777524,0.0070765243272053529,0.0097557598784819531,0.0060934754883351875,0.013893660452526563,0.00077219197515637457,-0.0023004604084994815,0.0039736455018278948,-0.0013401466886983026,-0.003412666826992759,0.00053097802820049878,0.00056293278414210057,0.02453472097822354,0.033109428689300613,0.047793569961836105,0.082416495505367587,0.10721163680726686,0.18928959290823755,0.04198733953722926
esci,bge_base,raw_hybrid,C2s5,source C0,100,499,4434,14,0,0,0,2026091701,10000,95% unadjusted paired query-cluster percentile,0.0022913816125238969,0.00084656979070806731,0.0041650593848740133,0.00045805897509304321,0,0.0011737761236759233,0.0027494405876169405,0.0011859128911984624,0.0046982983315022389,0.0018333226374308541,0.00020448892568131051,0.0038114962604566807,-0.0011426694943996315,-0.0027638604960251818,0.00032440691853909912,0.019625007055989685,0.026703152357507587,0.036400358353190498,0.042099802926535111,0.057842944750042015,0.063547545454654464,0.066996657423151695,0.037674853257900411
