dataset,model,intervention,target_support,catalog_size,K,variable,rank,query_balanced_ecdf,pair_micro_ecdf,crossing_pairs,crossing_queries,weighting
wands,bge_base,target_only,full,42994,20,worst_rank,326,0.995732665446113,0.9950413223140496,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,347,0.995865573473758,0.9955922865013774,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,357,0.9960649355152252,0.9961432506887052,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,358,0.9962099260908378,0.996694214876033,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,361,0.9964179560471516,0.9972451790633609,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,371,0.9968529277739892,0.9977961432506888,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,548,0.9992452722715968,0.9983471074380166,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,563,0.9994731146047025,0.9988980716253444,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,639,0.9997009569378078,0.9994490358126722,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,20,worst_rank,815,1.0000000000000089,1.0,1815,209,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,101,0.0139357441725546,0.0125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,102,0.0367273097448907,0.0286184210526315,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,103,0.065956359119823,0.0450657894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,104,0.0818921085371632,0.0588815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,105,0.1000120282605084,0.0740131578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,106,0.1180323045162383,0.0894736842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,107,0.1387887584242635,0.1055921052631578,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,108,0.1527637643650711,0.1203947368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,109,0.1770083199934594,0.13125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,110,0.1879939539776745,0.1444078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,111,0.2009289861495228,0.1582236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,112,0.218925274768881,0.1700657894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,113,0.2394173565523802,0.1822368421052631,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,114,0.2484209834991406,0.1944078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,115,0.2610842779609756,0.2098684210526315,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,116,0.2724960976715745,0.2233552631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,117,0.2772552086293942,0.2319078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,118,0.2900003093939644,0.2427631578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,119,0.3002104421978654,0.2529605263157894,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,120,0.312517012484065,0.2641447368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,121,0.3271619009548204,0.2736842105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,122,0.3416179417826321,0.2848684210526316,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,123,0.3534515186060227,0.2976973684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,124,0.3615138882729692,0.30625,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,125,0.3711113413543075,0.3171052631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,126,0.3766566739854962,0.3259868421052631,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,127,0.3834430846751598,0.3384868421052631,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,128,0.3906187246967501,0.3493421052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,129,0.4004132912215796,0.3582236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,130,0.4167816219994059,0.3703947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,131,0.4253067815983501,0.38125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,132,0.4307734123567363,0.3898026315789473,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,133,0.433705351305533,0.3963815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,134,0.4374173150468025,0.4026315789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,135,0.4445260042152613,0.4131578947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,136,0.4490028469712028,0.4220394736842105,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,137,0.4559782529545073,0.4289473684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,138,0.4624713825480595,0.4365131578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,139,0.4660954447477805,0.4450657894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,140,0.473411974166827,0.4529605263157895,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,141,0.4785621491694973,0.4605263157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,142,0.483828934546811,0.469078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,143,0.4951132607130871,0.4802631578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,144,0.4987341069704567,0.4851973684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,145,0.5140564635745459,0.4930921052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,146,0.5162577240463909,0.4970394736842105,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,147,0.5219605117795422,0.5082236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,148,0.5236593680424739,0.5115131578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,149,0.5269391509113841,0.5167763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,150,0.5333701844755542,0.5253289473684211,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,151,0.5363582997094531,0.5289473684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,152,0.5420511136808056,0.5368421052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,153,0.5490967134212654,0.5424342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,154,0.5581361844115935,0.5473684210526316,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,155,0.5730023674705277,0.5542763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,156,0.5775457060362071,0.5592105263157895,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,157,0.5801888090011607,0.562828947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,158,0.5839292314997898,0.56875,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,159,0.594210366747285,0.575,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,160,0.5971426754519412,0.58125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,161,0.6001514350523114,0.587171052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,162,0.6034735327385078,0.5921052631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,163,0.6067792577207994,0.5963815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,164,0.6144792951890877,0.6016447368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,165,0.62197889655845,0.6055921052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,166,0.6256190915463624,0.6105263157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,167,0.6282119817121959,0.6134868421052632,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,168,0.6372815839822754,0.6207236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,169,0.6396918098544427,0.6269736842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,170,0.6420108864606736,0.6302631578947369,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,171,0.651784435459613,0.6361842105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,172,0.6549985188450547,0.6398026315789473,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,173,0.66492870561113,0.6450657894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,174,0.6702635388873903,0.6503289473684211,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,175,0.6722484585353163,0.6552631578947369,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,176,0.6750881054275608,0.6585526315789474,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,177,0.6764203758520461,0.6615131578947369,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,178,0.6812112647085583,0.6667763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,179,0.6830560562401707,0.6703947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,180,0.6870958725236688,0.6756578947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,181,0.6903306681006215,0.6799342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,182,0.6950455190599499,0.6832236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,183,0.6978624646580653,0.6888157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,184,0.7037933131613405,0.69375,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,185,0.7054761585526542,0.6976973684210527,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,186,0.7125475793821021,0.7013157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,187,0.7168996001571944,0.7046052631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,188,0.7204045980242952,0.7088815789473685,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,189,0.7298136813050713,0.7144736842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,190,0.7326453881044407,0.7180921052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,191,0.7360002549138184,0.7203947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,192,0.7388164268706152,0.7240131578947369,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,193,0.7410812038269223,0.7259868421052632,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,194,0.7435445618327294,0.7289473684210527,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,195,0.746654882149712,0.7338815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,196,0.7532397263308535,0.7375,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,197,0.7538432733753727,0.7388157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,198,0.7609907549837646,0.7424342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,199,0.7634538413078708,0.7453947368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,200,0.765251850119905,0.7486842105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,201,0.7679187922714277,0.7513157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,202,0.7695463106327041,0.7542763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,203,0.7716869026448377,0.7578947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,204,0.7730167827671725,0.7605263157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,205,0.7766361801543656,0.7641447368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,206,0.7797477624181917,0.7674342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,207,0.7807711504275994,0.7703947368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,208,0.7819794960978282,0.7733552631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,209,0.7841218334698824,0.7766447368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,210,0.784875167129246,0.7779605263157895,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,211,0.7893248316837983,0.78125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,212,0.7916724384904879,0.7828947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,213,0.791961753449333,0.7838815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,214,0.7978248352083046,0.7858552631578948,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,215,0.7992459401450345,0.7884868421052632,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,216,0.8005293130751858,0.7901315789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,217,0.8032514743114507,0.7911184210526315,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,218,0.8039182988064001,0.7921052631578948,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,219,0.805791376487065,0.7953947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,220,0.8067133223610791,0.7976973684210527,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,221,0.8078239846324557,0.7996710526315789,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,222,0.8083545825268196,0.8009868421052632,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,223,0.8109522435028942,0.8049342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,224,0.8126181918705272,0.8082236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,225,0.8160415006752092,0.8101973684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,226,0.8171024225522903,0.8125,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,227,0.8184212363079871,0.8144736842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,228,0.8254260710278456,0.8177631578947369,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,229,0.8313847310220311,0.8207236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,230,0.8319502529297189,0.8223684210526315,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,231,0.8329490183149586,0.8246710526315789,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,232,0.8330895180285898,0.8253289473684211,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,233,0.8333946320958293,0.8263157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,234,0.8341301819450488,0.8276315789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,235,0.837809850442048,0.8305921052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,236,0.8379309744730558,0.8309210526315789,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,237,0.8400955990679876,0.8338815789473685,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,238,0.8410883715088915,0.8351973684210526,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,239,0.8424095388442445,0.8375,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,240,0.8432954050380017,0.8394736842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,241,0.8436857367759896,0.8404605263157895,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,242,0.845521054236307,0.8417763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,243,0.8458558756648784,0.8424342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,244,0.8462462074028663,0.843421052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,245,0.8471428322695947,0.8444078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,246,0.8484588117105744,0.8463815789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,247,0.8555202094333657,0.8483552631578948,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,249,0.8563701713883883,0.85,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,250,0.857272545419396,0.8513157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,251,0.8576290098383604,0.8523026315789474,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,252,0.8591786343731823,0.8539473684210527,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,253,0.8598629744672447,0.8549342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,254,0.8614095075202381,0.85625,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,255,0.861718284038692,0.8569078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,256,0.8637439704393785,0.8578947368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,257,0.8642507926685843,0.8592105263157894,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,258,0.8654487418771649,0.8608552631578947,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,259,0.8664075889576638,0.8618421052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,260,0.8668495672442741,0.8631578947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,261,0.8671967894664963,0.8638157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,262,0.8684942276864889,0.8654605263157895,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,263,0.8695771877175804,0.8667763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,264,0.8699717584246511,0.8674342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,265,0.8700791467408024,0.8680921052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,266,0.8721027237281359,0.8694078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,267,0.8730120726481163,0.8707236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,268,0.8735170172284467,0.8720394736842105,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,269,0.8746643299547069,0.8736842105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,270,0.8770810642362394,0.875328947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,271,0.8779103709249212,0.8766447368421053,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,272,0.8794069141820959,0.8776315789473684,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,273,0.8810310841222382,0.8799342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,274,0.8867997078596119,0.8809210526315789,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,275,0.8872957396056437,0.8819078947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,276,0.8877825944064573,0.8832236842105263,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,277,0.8881081152397907,0.8835526315789474,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,278,0.8899037175492758,0.8858552631578948,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,279,0.8902646459118488,0.8865131578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,280,0.8906040478137507,0.8875,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,281,0.892276317801993,0.8888157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,282,0.8926781002728278,0.8898026315789473,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,283,0.8929914032588281,0.8911184210526316,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,285,0.8952803404724594,0.8927631578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,286,0.8963754259425449,0.89375,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,287,0.8974957672899998,0.8953947368421052,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,288,0.8979065435796824,0.8960526315789473,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,289,0.9035578245599108,0.8973684210526316,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,290,0.9094235428332328,0.8990131578947368,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,292,0.9094772369913084,0.8993421052631579,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,293,0.9107105992598268,0.9006578947368421,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,294,0.9109033318744344,0.9013157894736842,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,295,0.9114331501499386,0.9023026315789474,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,296,0.9135902125609072,0.9036184210526316,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,298,0.915401806763806,0.9042763157894737,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,299,0.9157448527737334,0.9049342105263158,3040,192,"equal weight per crossing query, equal products within query"
wands,bge_base,target_only,full,42994,100,worst_rank,300,0.9162367509218816,0.905592105263158,3040,192,"equal weight per crossing query, equal products within query"
