claim_id,manuscript_location,claim,dataset,encoder,intervention,cutoff,schedule_family,queries,pairs,query_support,relevance_definition,weighting,comparator,source_file,source_columns,source_selector,run_id,model_revision,serializer_revision,repository_revision,full_precision_recomputation,manuscript_value,formatted_recomputation,display_scale,display_decimals,status,discrepancy,bootstrap_population,bootstrap_pairing,bootstrap_resamples,bootstrap_seed,ci_low,ci_high,interval,notes,ci_units,resolution
S6-0217,p8 Table 1,max_2 Recall,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/minilm/max_2/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.57039017250651913,57.04,57.04,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.53158262341590468,0.6094692356506286,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0218,p8 Table 1,max_2 VI,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/minilm/max_2/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0219,p8 Table 1,max_2 nDCG,wands,minilm,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/minilm/max_2/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.64012356294773143,0.6401,0.6401,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.60857221648837145,0.67182475306653555,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0220,p8 Table 1,max_2 Recall,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/bge_base/max_2/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.64000233858062061,64.00,64.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.60237045540725787,0.67790513900229821,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0221,p8 Table 1,max_2 VI,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/bge_base/max_2/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0222,p8 Table 1,max_2 nDCG,wands,bge_base,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/bge_base/max_2/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.70383120351024797,0.7038,0.7038,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.67433703439965342,0.73341288734348908,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0223,p8 Table 1,BM25 Recall,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/minilm/BM25/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.6323252253791084,63.23,63.23,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.59232344317102892,0.67096027386546242,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0224,p8 Table 1,BM25 VI,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/minilm/BM25/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0225,p8 Table 1,BM25 nDCG,wands,minilm,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/minilm/BM25/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.65478806681744361,0.6548,0.6548,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.62096615908735198,0.68880409072461757,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0226,p8 Table 1,BM25 Recall,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/bge_base/BM25/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.6323252253791084,63.23,63.23,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.59232344317102892,0.67096027386546242,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0227,p8 Table 1,BM25 VI,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/bge_base/BM25/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0228,p8 Table 1,BM25 nDCG,wands,bge_base,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/bge_base/BM25/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),not applicable to BM25; lexical reference repeated under each encoder comparison,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.65478806681744361,0.6548,0.6548,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.62096615908735198,0.68880409072461757,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0229,p8 Table 1,raw_hybrid Recall,wands,minilm,catalog_wide,100,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/minilm/raw_hybrid/seven_mean/100/Recall,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.65547617362704702,65.55,65.55,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.61779113938813546,0.69254525060833427,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0230,p8 Table 1,raw_hybrid VI,wands,minilm,catalog_wide,100,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/minilm/raw_hybrid/seven_mean/100/VI,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.11079606182509499,11.08,11.08,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.095586646129403402,0.1270400607319162,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0231,p8 Table 1,raw_hybrid nDCG,wands,minilm,catalog_wide,20,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/minilm/raw_hybrid/seven_mean/20/nDCG,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.69832815300592455,0.6983,0.6983,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.66762405715712858,0.72806720569034766,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0232,p8 Table 1,raw_hybrid Recall,wands,bge_base,catalog_wide,100,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/bge_base/raw_hybrid/seven_mean/100/Recall,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.6777267663292682,67.77,67.77,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.64034080744901056,0.71394130552641943,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0233,p8 Table 1,raw_hybrid VI,wands,bge_base,catalog_wide,100,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/bge_base/raw_hybrid/seven_mean/100/VI,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.070466067747674901,7.05,7.05,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.057977554667866298,0.084599258432860105,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0234,p8 Table 1,raw_hybrid nDCG,wands,bge_base,catalog_wide,20,seven_mean,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/bge_base/raw_hybrid/seven_mean/20/nDCG,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.72537766043359597,0.7254,0.7254,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.69577707179442838,0.75447711152594776,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0235,p8 Table 1,canonical_hybrid_lexical_ascending Recall,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/minilm/canonical_hybrid_lexical_ascending/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.65610066145600465,65.61,65.61,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.61843101630419217,0.69355553946137483,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0236,p8 Table 1,canonical_hybrid_lexical_ascending VI,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/minilm/canonical_hybrid_lexical_ascending/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0237,p8 Table 1,canonical_hybrid_lexical_ascending nDCG,wands,minilm,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/minilm/canonical_hybrid_lexical_ascending/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.69598311023475445,0.6960,0.6960,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.66494911803169932,0.72600731024710674,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0238,p8 Table 1,canonical_hybrid_lexical_ascending Recall,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/bge_base/canonical_hybrid_lexical_ascending/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.68152186815497895,68.15,68.15,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.64448956304312,0.71734544524412291,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0239,p8 Table 1,canonical_hybrid_lexical_ascending VI,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/bge_base/canonical_hybrid_lexical_ascending/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0240,p8 Table 1,canonical_hybrid_lexical_ascending nDCG,wands,bge_base,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/bge_base/canonical_hybrid_lexical_ascending/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.72393252630820015,0.7239,0.7239,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.69410805364329375,0.75316418182245848,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0241,p8 Table 1,canonical_hybrid_lexical_descending Recall,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/minilm/canonical_hybrid_lexical_descending/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.65287094831803005,65.29,65.29,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.61470371080487274,0.69069257145385277,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0242,p8 Table 1,canonical_hybrid_lexical_descending VI,wands,minilm,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/minilm/canonical_hybrid_lexical_descending/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0243,p8 Table 1,canonical_hybrid_lexical_descending nDCG,wands,minilm,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/minilm/canonical_hybrid_lexical_descending/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),1110a243fdf4706b3f48f1d95db1a4f5529b4d41,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.69791661854911868,0.6979,0.6979,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.6675028754000345,0.72811335132699895,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0244,p8 Table 1,canonical_hybrid_lexical_descending Recall,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,Recall,wands/bge_base/canonical_hybrid_lexical_descending/fixed/100/Recall,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.67927943113548672,67.93,67.93,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.64130178533032955,0.71566536588094165,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0245,p8 Table 1,canonical_hybrid_lexical_descending VI,wands,bge_base,catalog_wide,100,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,VI,wands/bge_base/canonical_hybrid_lexical_descending/fixed/100/VI,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0,0.00,0.00,100,2,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0,0,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
S6-0246,p8 Table 1,canonical_hybrid_lexical_descending nDCG,wands,bge_base,catalog_wide,20,fixed,308,21299,308 WANDS eligible heldout / 499 ESCI eligible sampled; fitting queries restricted to nonempty target support,WANDS Exact / ESCI E for inclusion; nDCG direct gains WANDS 3/1/0 and ESCI 1/.1/.01/0,query_macro,,tables/controls_complete.csv,nDCG,wands/bge_base/canonical_hybrid_lexical_descending/fixed/20/nDCG,revision_section6_20260924 (executed 2026-09-25),a5beb1e3e68b9ab74eb54cfd186867f64f240e1a,0751cdb3cabd54e3d7256b5dd0d6a3ebebaa2d826fda080b24ee31ed0a34e027,13531f653db51234d70c51ae4b107e73f92a912d,0.72719847748934896,0.7272,0.7272,1,4,PASS,,eligible queries within the named support,same query sampled jointly across compared conditions; all its products retained,10000,2026091701,0.69748190743045546,0.75641280439332814,95% unadjusted paired query-cluster percentile,,"raw metric units, before display_scale; a direction predicate retains its underlying delta interval",verified against saved evidence
