dataset,model,method,reference,K,aggregation,metric,delta,ci_low,ci_high,eligible_queries,highest_pairs,interval,bootstrap_seed,bootstrap_draws
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,query_macro,persistent_omission,-0.04318788023385331,-0.05959377848059796,-0.027747853146394292,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,query_macro,mean_recall,0.04318788023385331,0.027747853146394278,0.05959377848059795,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,query_macro,source_recall,0.04318788023385331,0.027747853146394278,0.05959377848059795,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,pair_micro,persistent_inclusion,0.020517395182872437,0.011030936380445838,0.03116630738294368,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,pair_micro,persistent_omission,-0.020517395182872437,-0.031166307382943684,-0.011030936380445841,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,pair_micro,mean_recall,0.020517395182872437,0.011030936380445838,0.03116630738294368,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,pair_micro,source_recall,0.020517395182872437,0.011030936380445838,0.03116630738294368,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,query_macro,persistent_inclusion,0.04695420575637834,0.02808487999692016,0.0663353170833088,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,query_macro,persistent_omission,-0.04695420575637835,-0.06633531708330881,-0.02808487999692017,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,query_macro,mean_recall,0.04695420575637834,0.02808487999692016,0.0663353170833088,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,query_macro,source_recall,0.04695420575637834,0.02808487999692016,0.0663353170833088,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,pair_micro,persistent_inclusion,0.036011080332409975,0.02619797403995734,0.04765362507267757,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,pair_micro,persistent_omission,-0.03601108033240998,-0.04765362507267757,-0.026197974039957356,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,pair_micro,mean_recall,0.036011080332409975,0.02619797403995734,0.04765362507267757,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,pair_micro,source_recall,0.036011080332409975,0.02619797403995734,0.04765362507267757,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,query_macro,persistent_inclusion,0.03666835408455509,0.02831282094419888,0.04697430715997293,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,query_macro,persistent_omission,0.03379771366311982,0.02189301855287913,0.04638598118377206,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,query_macro,VI,-0.07046606774767492,-0.08459925843286013,-0.05797755466786637,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,query_macro,mean_recall,0.0015526648062185403,-0.004846010830705503,0.010159347686931278,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,query_macro,source_recall,-0.001360157902757892,-0.011221179302986049,0.008949160877491608,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,pair_micro,persistent_inclusion,0.0413634442931593,0.03659008386008535,0.04673770251656566,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,pair_micro,persistent_omission,0.04817127564674398,0.04282838486467522,0.05393402626335315,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,pair_micro,VI,-0.08953471993990328,-0.10005762741412828,-0.08017198806470809,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,pair_micro,mean_recall,-0.00013414446016915817,-0.0013978161104346647,0.0010749212433540016,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid,100,pair_micro,source_recall,-0.000281703366355228,-0.0019081998669477922,0.001281086080622239,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,query_macro,persistent_inclusion,0.011367546255282808,-0.00011844357807908263,0.02335416060214841,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,query_macro,persistent_omission,-0.011367546255282806,-0.023354160602148424,0.00011844357807907921,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,query_macro,mean_recall,0.011367546255282808,-0.00011844357807908263,0.02335416060214841,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,query_macro,source_recall,0.011367546255282808,-0.00011844357807908263,0.02335416060214841,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,pair_micro,persistent_inclusion,0.004601154983802057,0.0012956350960723507,0.00841696793994947,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,pair_micro,persistent_omission,-0.0046011549838020525,-0.008416967939949465,-0.0012956350960723465,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,pair_micro,mean_recall,0.004601154983802057,0.0012956350960723507,0.00841696793994947,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,20,pair_micro,source_recall,0.004601154983802057,0.0012956350960723507,0.00841696793994947,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,query_macro,persistent_inclusion,0.02900094456018794,0.010251658606316457,0.0483563076962366,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,query_macro,persistent_omission,-0.029000944560187942,-0.0483563076962366,-0.010251658606316461,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,query_macro,mean_recall,0.02900094456018794,0.010251658606316457,0.0483563076962366,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,query_macro,source_recall,0.02900094456018794,0.010251658606316457,0.0483563076962366,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,pair_micro,persistent_inclusion,0.012676651485985258,0.008601576506445812,0.017527538608324948,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,pair_micro,persistent_omission,-0.012676651485985258,-0.017527538608324938,-0.008601576506445812,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,pair_micro,mean_recall,0.012676651485985258,0.008601576506445812,0.017527538608324948,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,20,pair_micro,source_recall,0.012676651485985258,0.008601576506445812,0.017527538608324948,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,persistent_inclusion,0.03323049566183792,0.026149725144402364,0.04161905669283215,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,persistent_omission,0.041994409263565693,0.033815394378158906,0.051861313688909706,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,VI,-0.07522490492540361,-0.0883462187559196,-0.0631422139517269,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,mean_recall,-0.004538325931809258,-0.011716806134902337,0.0003539097986395518,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,query_macro,source_recall,-0.004509199747304253,-0.013936178336450849,0.0028775467594883185,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,persistent_inclusion,0.027747781585989954,0.023503404679457912,0.03272434471691208,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,persistent_omission,0.03234893656979201,0.027495397791842006,0.037995493903949226,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,VI,-0.060096718155781964,-0.0702926185826123,-0.051349715938702266,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,mean_recall,-0.00023475280529602246,-0.0010709832641154684,0.0005858594030343992,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,20,pair_micro,source_recall,-0.0007042584158880696,-0.0019302353927617432,0.0004743174870154931,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,persistent_inclusion,0.04265160322741556,0.02580184160425949,0.06070859285212434,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,persistent_omission,-0.04265160322741556,-0.06070859285212434,-0.025801841604259492,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,mean_recall,0.04265160322741556,0.02580184160425949,0.06070859285212434,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,query_macro,source_recall,0.04265160322741556,0.02580184160425949,0.06070859285212434,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,persistent_inclusion,0.020658246866050053,0.011041644642190289,0.03155336161283488,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,persistent_omission,-0.02065824686605005,-0.03155336161283488,-0.011041644642190299,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,mean_recall,0.020658246866050053,0.011041644642190289,0.03155336161283488,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,field_priority_type,100,pair_micro,source_recall,0.02065824686605005,0.011041644642190289,0.03155336161283488,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,query_macro,persistent_inclusion,0.045974305539975266,0.027705429742657727,0.06423244715243938,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,query_macro,persistent_omission,-0.045974305539975266,-0.06423244715243938,-0.02770542974265773,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,query_macro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,query_macro,mean_recall,0.045974305539975266,0.027705429742657727,0.06423244715243938,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,query_macro,source_recall,0.045974305539975266,0.027705429742657727,0.06423244715243938,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,pair_micro,persistent_inclusion,0.03648058594300202,0.02673895466753595,0.0480357961402473,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,pair_micro,persistent_omission,-0.03648058594300203,-0.048035796140247305,-0.02673895466753597,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,pair_micro,VI,0.0,0.0,0.0,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,pair_micro,mean_recall,0.03648058594300202,0.02673895466753595,0.0480357961402473,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,BM25,100,pair_micro,source_recall,0.03648058594300202,0.02673895466753595,0.0480357961402473,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,persistent_inclusion,0.03568845386815201,0.028825177955646843,0.04356998628813127,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,persistent_omission,0.0347776138795229,0.02565553960535037,0.04606797377269341,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,VI,-0.07046606774767492,-0.08459925843286013,-0.05797755466786637,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,mean_recall,0.0005727645898154641,-0.003110445388267094,0.003959344429573343,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,query_macro,source_recall,-0.0023400581191609683,-0.010772446019395207,0.004187698907906275,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,persistent_inclusion,0.04183294990375135,0.03692825248022861,0.04743274582379971,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,persistent_omission,0.04770177003615192,0.0423916978121277,0.053520239668438295,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,VI,-0.08953471993990328,-0.10005762741412828,-0.08017198806470809,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,mean_recall,0.0003353611504228881,-0.0012579287437437462,0.001912733206649495,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
wands,bge_base,canonical_hybrid_field_priority_type,raw_hybrid,100,pair_micro,source_recall,0.0001878022442368189,-0.0016921885407611618,0.001994711705325423,308,21299,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,persistent_inclusion,0.03982186649185511,0.02061343950270119,0.05911134915874086,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,persistent_omission,-0.03982186649185511,-0.05911134915874087,-0.020613439502701194,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,mean_recall,0.03982186649185511,0.02061343950270119,0.05911134915874086,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,query_macro,source_recall,0.03982186649185511,0.02061343950270119,0.05911134915874086,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,persistent_inclusion,0.039016689219666216,0.02334788045617007,0.05509015247213162,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,persistent_omission,-0.039016689219666216,-0.05509015247213162,-0.023347880456170075,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,mean_recall,0.039016689219666216,0.02334788045617007,0.05509015247213162,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,pair_micro,source_recall,0.039016689219666216,0.02334788045617007,0.05509015247213162,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,query_macro,persistent_inclusion,0.037936755957594756,0.02086242680707216,0.054955252809578206,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,query_macro,persistent_omission,-0.037936755957594756,-0.05495525280957822,-0.02086242680707216,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,query_macro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,query_macro,mean_recall,0.037936755957594756,0.02086242680707216,0.054955252809578206,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,query_macro,source_recall,0.037936755957594756,0.02086242680707216,0.054955252809578206,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,persistent_inclusion,0.031574199368516014,0.019247975885288288,0.04451788509143486,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,persistent_omission,-0.031574199368516014,-0.04451788509143487,-0.019247975885288288,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,mean_recall,0.031574199368516014,0.019247975885288288,0.04451788509143486,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,20,pair_micro,source_recall,0.031574199368516014,0.019247975885288288,0.04451788509143486,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,persistent_inclusion,0.016323284892867742,0.010847869901158134,0.022768352653592033,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,persistent_omission,0.0163596441045565,0.01172303650460705,0.021659065013280444,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,VI,-0.03268292899742424,-0.04087773208718399,-0.02515729457234657,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,mean_recall,-0.00012371065517955332,-0.0026101142057897747,0.0022079957378417386,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,query_macro,source_recall,0.00038721808511387644,-0.005223429119032828,0.006605352104475346,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,persistent_inclusion,0.01849345963013081,0.014315388795949116,0.022472027031767004,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,persistent_omission,0.02029769959404601,0.01601826679754977,0.02472353199825549,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,VI,-0.038791159224176815,-0.04547532520201687,-0.03195719606445138,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,mean_recall,-0.00041884142019459736,-0.002646170735095459,0.0017117967090370723,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,raw_hybrid,20,pair_micro,source_recall,-0.0020297699594046016,-0.005038445624398293,0.0008962631439557849,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,persistent_inclusion,0.030950009756802236,0.018930576591587252,0.044047568934949155,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,persistent_omission,-0.030950009756802236,-0.044047568934949155,-0.018930576591587263,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,mean_recall,0.030950009756802236,0.018930576591587252,0.044047568934949155,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,query_macro,source_recall,0.030950009756802236,0.018930576591587252,0.044047568934949155,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,persistent_inclusion,0.02616147947677041,0.016556894031286223,0.03758327000810988,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,persistent_omission,-0.02616147947677041,-0.03758327000810988,-0.016556894031286223,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,mean_recall,0.02616147947677041,0.016556894031286223,0.03758327000810988,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,pair_micro,source_recall,0.02616147947677041,0.016556894031286223,0.03758327000810988,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,query_macro,persistent_inclusion,0.06674786686712027,0.051597866247872326,0.0827594697706389,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,query_macro,persistent_omission,-0.06674786686712027,-0.08275946977063892,-0.051597866247872326,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,query_macro,VI,0.0,0.0,0.0,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,query_macro,mean_recall,0.06674786686712027,0.051597866247872326,0.0827594697706389,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,query_macro,source_recall,0.06674786686712027,0.051597866247872326,0.0827594697706389,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,persistent_inclusion,0.061569688768606225,0.045354219812384286,0.07937782803131775,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
esci,minilm,canonical_hybrid_lexical_ascending,BM25,100,pair_micro,persistent_omission,-0.061569688768606225,-0.07937782803131777,-0.04535421981238429,499,4434,uncorrected 95% paired query-cluster percentile,2026091701,10000
