dataset,model,method,reference,K,eligible_queries,highest_pairs,retained,retained_ci_low,retained_ci_high,newly_included,newly_included_ci_low,newly_included_ci_high,newly_omitted,newly_omitted_ci_low,newly_omitted_ci_high,absent_in_both,absent_in_both_ci_low,absent_in_both_ci_high,delta_recall,delta_recall_ci_low,delta_recall_ci_high
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,100,308,21299,0.666539441978688,0.6280512176643512,0.7037555232234625,0.014982426176290831,0.009684790692066198,0.02337646314401581,0.012589994671078776,0.009498103813611894,0.01606086040822944,0.30588813717394236,0.27060124130357927,0.342505436279126,0.0023924315052120527,-0.003924205687106114,0.011217457405223103
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,20,308,21299,0.3614944336584714,0.32300001744462586,0.4016268734263458,0.013002271604498693,0.009657298937951265,0.017304133836630237,0.018399263364875885,0.0126300628847241,0.026903262036730415,0.607104031372154,0.5670997083857044,0.6459363951013041,-0.005396991760377191,-0.014111225863374814,0.0012832423542032052
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,100,308,21299,0.6630326643036221,0.6241128664098632,0.7003033151120169,0.01848920385135684,0.012045426179003001,0.02738550268835258,0.010965592644366706,0.00862184272430008,0.013692506193613257,0.3075125392006544,0.27211177057199637,0.34392428051514445,0.007523611206990132,0.0010666777968102942,0.016464621348027928
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,20,308,21299,0.36233583268666514,0.323843651666007,0.40241575525596235,0.012160872576304908,0.00979847813486102,0.014934780309574808,0.016803339810832117,0.011582178257259742,0.024894817450919867,0.6086999549261979,0.5684119621509198,0.6473952859740476,-0.004642467234527212,-0.012909937349001123,0.0010510820051020818
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,100,308,21299,0.6678943498532369,0.6297128744146283,0.7048937441604817,0.013627518301741996,0.009829991213144334,0.018354229609830675,0.01226527369610442,0.009175222451504894,0.016029584019952775,0.3062128581489167,0.27092252374825126,0.3425935324995681,0.0013622446056375768,-0.0036176560596703185,0.006712662094226513
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,20,308,21299,0.3631995822682372,0.3244743901818084,0.40355082059125097,0.011297122994732891,0.009274526880581278,0.01351283910325684,0.020082099606255132,0.012992801991314702,0.029577439180024652,0.6054211951307749,0.5650197494222916,0.6444465329866647,-0.008784976611522242,-0.018593793244985193,-0.0015931421571680968
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,100,308,21299,0.6636092416547171,0.6251173889551649,0.701056932111526,0.017912626500261753,0.011744680638038052,0.02671499960741108,0.012327516171037374,0.009507966369749887,0.015633994095535248,0.3061506156739838,0.27057186924110493,0.34243268714307806,0.005585110329224379,-0.00133523739065492,0.014740507281785624
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,20,308,21299,0.36238596439640736,0.32384767404792675,0.4025166368112839,0.012110740866562721,0.010185669778839931,0.014285156774492786,0.01835185492082553,0.013073751093531096,0.025817792897778396,0.6071514398162043,0.5669786513817254,0.6458782849759743,-0.006241114054262808,-0.013698461020639428,-0.0008446712560079261
wands,bge_base,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,100,308,21299,0.6654942778987119,0.6270830222632017,0.7026315601020956,0.016027590256266967,0.011561904828894496,0.022276942662531853,0.012232488430556304,0.00958999784553939,0.015307714572008161,0.3062456434144648,0.2709826683728582,0.3425718471410646,0.0037951018257106643,-0.0013143746884284177,0.010373509085783668
wands,bge_base,canonical_hybrid_lexical_descending,BM25,20,308,21299,0.30776717471762793,0.2685019858529022,0.34928559341767196,0.07596250641309026,0.06122857389754278,0.09234176157524698,0.039431374107607775,0.030484790265226536,0.04994118279167776,0.5768389447616741,0.5361929996310562,0.6158889390932848,0.03653113230548248,0.018800671602400974,0.05514904585562944
wands,bge_base,canonical_hybrid_lexical_descending,BM25,100,308,21299,0.5968149972084812,0.555168110011454,0.6374553127904025,0.08246443392700553,0.06771773111635722,0.09910613630900915,0.035510228170627184,0.026100724210639917,0.047070679140260585,0.28521034069388607,0.25022149553761497,0.3211430730724537,0.04695420575637835,0.02808487999692016,0.0663353170833088
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,20,308,21299,0.3216068521526233,0.28267796836896253,0.3620706057444975,0.06212282897809488,0.050983662323465434,0.0748231200084519,0.04114859783611551,0.033790526931763064,0.049157631237545706,0.5751217210331663,0.5347506592360554,0.6142066312122414,0.02097423114197936,0.007144892252348676,0.035851737765986436
wands,bge_base,canonical_hybrid_lexical_descending,lexical_descending,100,308,21299,0.6034415105356871,0.5630263139720884,0.6434016865044109,0.07583792059979971,0.061567219613921045,0.09114779940550415,0.03265004036594642,0.026326579047117785,0.039697429228969704,0.28807052849856685,0.2534174865314894,0.3235896336955942,0.0431878802338533,0.027747853146394285,0.05959377848059795
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C0,20,308,21299,0.36608600918203493,0.3273727959223421,0.4063635651502853,0.017643671948683222,0.01244045999358885,0.024042365685745783,0.014622683950692935,0.011013480637558594,0.01918822505495558,0.6016476349185889,0.5616025417366538,0.6407281666595132,0.0030209879979902873,-0.0034807101163167624,0.010250684508009315
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C0,100,308,21299,0.663983240949213,0.6250949292224794,0.7014859361660939,0.015296190186273644,0.00981796433873661,0.023910280586751955,0.016656348089031534,0.01101030845634988,0.024873590139400048,0.30406422077548173,0.2678433118383077,0.34100943570641773,-0.0013601579027578915,-0.011221179302986049,0.008949160877491608
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C1,20,308,21299,0.36384787107212063,0.32519354523026933,0.4041798756560808,0.019881810058597568,0.013459081862635293,0.028628014147377374,0.014500396398444476,0.011437098324147644,0.017959720355287007,0.6017699224708374,0.5612087860388986,0.6408031968907655,0.00538141366015309,-0.0017435521787870741,0.01453957962069061
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C1,100,308,21299,0.6611876689830345,0.6222949788170427,0.6988179168820841,0.01809176215245219,0.011869277365070745,0.0269604534953903,0.014074108498754363,0.010569782040383715,0.018169132005523073,0.30664646036575893,0.27109509303195706,0.343317951879762,0.004017653653697826,-0.003231996764721153,0.01346108357742303
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,20,308,21299,0.3669054866394394,0.3280957274876941,0.40769841642262017,0.016824194491278793,0.012359625641776801,0.022370157893075473,0.014329432415614287,0.010339546250116589,0.019281226640930942,0.6019408864536676,0.5615857463131722,0.6410885962973766,0.0024947620756645074,-0.0037959157721164302,0.009045304841732996
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s1,100,308,21299,0.6627585440902304,0.6238946136563934,0.7003004456987262,0.01652088704525635,0.011113615213387718,0.024922818621145638,0.01620337872176214,0.010440944994837826,0.02470148182085298,0.3045171901427511,0.2687046469626729,0.34108587178545974,0.0003175083234942063,-0.00980219744051244,0.010442261176947625
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,20,308,21299,0.3681362741268878,0.32920843709441083,0.40900270708371156,0.015593407003830332,0.011287870247731886,0.021064874695385375,0.014422030040058886,0.010911818120419354,0.01862665953661258,0.6018482888292229,0.5612776822676501,0.6411094662114083,0.0011713769637714457,-0.004506623376573092,0.007403047043857081
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s2,100,308,21299,0.6632429068096105,0.6242385223971489,0.7008447140951697,0.016036524325876204,0.010563987129109017,0.024488553516923667,0.015886529840156274,0.01185880853671125,0.020536316413025498,0.304834039024357,0.2691435027641594,0.34165929447238375,0.00014999448571993213,-0.006177466585336709,0.008693228959225311
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,20,308,21299,0.36550144699544174,0.3268925489386458,0.40579299245168693,0.018228234135276453,0.012590690507120384,0.02508510976195961,0.014392250027905559,0.011060155943876939,0.018474344030540643,0.6018780688413763,0.5614424859881423,0.6408200627930362,0.003835984107370895,-0.0017581709508969199,0.010447605243747616
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s3,100,308,21299,0.6621118541723157,0.6232993753206909,0.6997705802386424,0.017167576963171102,0.011186535586603666,0.02579512795753744,0.01188640277567309,0.00943635135592466,0.014603573901961103,0.3088341660888402,0.27308483095232294,0.34612592662720737,0.005281174187498012,-0.0005543108538099644,0.013812303644560354
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,20,308,21299,0.36662957346977976,0.32807392510513667,0.4071131269818833,0.017100107660938425,0.012366577136633673,0.022918185608431497,0.012509599027717548,0.009680401382040993,0.015730002669306135,0.6037607198415642,0.563430792610646,0.6426089072640501,0.004590508633220874,-0.0004757520266153703,0.010491672100055133
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s4,100,308,21299,0.6618799166032292,0.6228194830711263,0.6994216859368497,0.01739951453225742,0.011196005676210067,0.02621660083912899,0.018279706946111966,0.011893824756212817,0.027061677793493364,0.3024408619184013,0.2668345541949564,0.33878630708014673,-0.0008801924138545448,-0.011576225025119529,0.00999633418761441
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,20,308,21299,0.3693166536968871,0.3303352743121069,0.41037123397156416,0.01441302743383104,0.011004358588009805,0.01877687741706364,0.013965028177605195,0.010252491294653589,0.018687285523352415,0.6023052906916766,0.5623151249947073,0.641220670389093,0.00044799925622584374,-0.00508485240938268,0.005769351989849904
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_C2s5,100,308,21299,0.6620083397134219,0.623032933445116,0.6997474792029258,0.01727109142206493,0.011345451053143288,0.02586730630426316,0.013928418112332674,0.010781775746892082,0.017429612640034245,0.30679215075218064,0.2710186312587224,0.34378692474410955,0.003342673309732257,-0.0033811265737387795,0.012353612002525528
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,20,308,21299,0.3666319021689416,0.32800393426198204,0.407244037414102,0.01709777896177655,0.013082060985391383,0.022046361056614304,0.014105917148291269,0.011259437595076248,0.017415712496226005,0.6021644017209906,0.5617240845718894,0.6410397169786551,0.0029918618134852776,-0.0016081424968514577,0.00824707574188451
wands,bge_base,canonical_hybrid_lexical_descending,raw_hybrid_seven_mean,100,308,21299,0.6624532101887222,0.6235913868814283,0.7000214483032338,0.016826220946764548,0.011679238977480712,0.025121448471099483,0.015273556140546004,0.011818320385164827,0.019174253600441386,0.30544701272396724,0.27019716361444246,0.34208433496309276,0.0015526648062185418,-0.004846010830705495,0.010159347686931284
wands,minilm,canonical_hybrid_field_priority_type,BM25,20,308,21299,0.2983003602187527,0.25954136697179286,0.338791398692348,0.06765092507339551,0.05486504536410827,0.08319866511411139,0.04889818860648298,0.039118937037876174,0.06028825796001588,0.5851505261013688,0.5444705880377134,0.6238812938695038,0.01875273646691252,0.0018730013941966684,0.03689661671634205
wands,minilm,canonical_hybrid_field_priority_type,BM25,100,308,21299,0.5937424941909345,0.5524459169410845,0.6344822501321056,0.06335745098183213,0.05115351011344437,0.07752471405787804,0.038582731188173784,0.030257549469197703,0.04825839106281635,0.30431732363905944,0.26885166322608917,0.34066440761031264,0.024774719793658338,0.009739400244163345,0.04101926077102293
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,20,308,21299,0.26416466573214664,0.2286884946791033,0.3012796386970071,0.10178661956000154,0.08253203275228066,0.12344173957595092,0.028044794140090916,0.02262776944331109,0.034203062932445225,0.6060039205677608,0.5665658206748104,0.6443165004498342,0.07374182541991064,0.053223838219719974,0.09676886403033953
wands,minilm,canonical_hybrid_field_priority_type,field_priority_type,100,308,21299,0.5461573756237879,0.506655248650559,0.5864613700914213,0.11094256954897896,0.09314416829272607,0.13060370759434353,0.025710672463051976,0.020333054460114255,0.031905964377054015,0.3171893823641813,0.2808701349012343,0.3535124481634716,0.08523189708592697,0.06693271592485493,0.10540912157588905
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C0,20,308,21299,0.3329050549252694,0.2945366595643336,0.37313169643833993,0.033046230366878794,0.02511928291968722,0.04296602038201915,0.025682060091216284,0.0191581229096362,0.03426274811052686,0.6083666546166355,0.5690107053745838,0.6468845530118039,0.007364170275662518,-0.0043721944563545985,0.019158991824753942
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C0,100,308,21299,0.6309794322552154,0.5913283358431819,0.6701585534848215,0.026120512917551426,0.01886193923161498,0.03545649050536232,0.02224536412592634,0.017835944548124656,0.027068473128140313,0.3206546907013069,0.28432508518446936,0.35739004398377017,0.003875148791625084,-0.004627497873569207,0.014074279934605723
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C1,20,308,21299,0.3341677893167083,0.29607747653756245,0.37385109530025085,0.03178349597543995,0.023408242910592573,0.04191939639099717,0.01826881459076114,0.015115999972660443,0.021822900007722836,0.6157799001170907,0.5764943973949702,0.6537680206070121,0.013514681384678815,0.004784634849787722,0.02389542059455369
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C1,100,308,21299,0.6346637082904304,0.595672609904576,0.67314452245205,0.022436236882336296,0.01635043431041154,0.031067763366775625,0.019343741474552176,0.01554628796516386,0.023540209920600304,0.3235563133526811,0.2869000631171041,0.3603514292397007,0.003092495407784117,-0.004101634296345475,0.012210034735326487
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s1,20,308,21299,0.3360138262919585,0.29803569877466063,0.37590563783255027,0.02993745900018972,0.023323720595003313,0.0373852008504318,0.02376278374228248,0.018605187503179268,0.030133726592411474,0.6102859309655694,0.570736048522346,0.6489068460332368,0.006174675257907237,-0.0023156029499887786,0.014401127218182578
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s1,100,308,21299,0.6365633436357621,0.5976659406127417,0.6751027301561809,0.020536601537004765,0.016242437960904365,0.025347209404719902,0.023332217802837257,0.017926998175158682,0.029984811711287238,0.319567837024396,0.2831921792369068,0.3564016286133678,-0.002795616265832493,-0.010002638504180369,0.003715091604304492
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s2,20,308,21299,0.3381026958334598,0.2999195185819492,0.3779603532118971,0.02784858945868838,0.022278270047744044,0.0341369531750148,0.027051611191888977,0.019861067166069776,0.036432118129939954,0.6069971035159628,0.5671490857897071,0.6455716475928073,0.0007969782667994065,-0.00954601290866618,0.009795604623314693
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s2,100,308,21299,0.6377577973687214,0.599167297887447,0.6762260468522555,0.01934214780404529,0.015806751975926726,0.023244712299791217,0.020349111881620568,0.016474041219851975,0.024700036342842006,0.32255094294561265,0.28609463285350467,0.3591830421188104,-0.001006964077575279,-0.005423237798675746,0.0033739431245905275
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s3,20,308,21299,0.3374225766946224,0.2992186822434558,0.37752489215872026,0.0285287085975258,0.02297127717470982,0.03490432452699869,0.025893114389440215,0.0201547798291968,0.03292504291962972,0.6081556003184116,0.5686259238807465,0.6466998174101585,0.002635594208085585,-0.0058808076257054545,0.010473836227984553
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s3,100,308,21299,0.6342898643120113,0.5950141889998173,0.673039511476497,0.022810080860755408,0.017906412225815717,0.028679014173906763,0.02082249463754789,0.016613505934946288,0.025494911913816445,0.32207756018968536,0.28565051382986795,0.3589418924245748,0.0019875862232075175,-0.0038475301471864935,0.008371751705433386
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s4,20,308,21299,0.33463454366016393,0.2966615844453802,0.3746382647167265,0.03131674163198425,0.0232733982129377,0.041192405727937885,0.02456318768601027,0.018471991326103086,0.03283200780546816,0.6094855270218416,0.5695901921374867,0.6479800814885069,0.006753553945973992,-0.004612061268293817,0.01842119999519914
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s4,100,308,21299,0.6340139031151567,0.5944963913585664,0.6729657688891961,0.02308604205761003,0.01825748008621166,0.028775853209863898,0.019279616532535328,0.015597266154721142,0.023221673498802407,0.32362043829469794,0.2871985750553732,0.3601044091840911,0.003806425525074703,-0.0014018267746472874,0.009789916735664518
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,20,308,21299,0.3381141903370543,0.2998283304667482,0.3780839430858871,0.027837094955093847,0.021968879902299114,0.034590564710163314,0.024664906330498677,0.01947078517737842,0.031041498896000212,0.6093838083773532,0.5695015425036244,0.6481030087148436,0.003172188624595175,-0.004802940841864778,0.010615642972417108
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_C2s5,100,308,21299,0.6332683500830274,0.5939459317454646,0.6716625318425996,0.023831595089739317,0.018656892556705613,0.029815194749685435,0.021424269873984443,0.017248901712833328,0.025875423159431452,0.32147578495324886,0.28521508593203665,0.3580748742302089,0.002407325215754873,-0.003917102108930649,0.009240880699349042
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,20,308,21299,0.3359086681513195,0.29828370223909645,0.3754989681621318,0.03004261714082868,0.024729747583504668,0.03614278003203183,0.024269496860299722,0.020081914560774794,0.02922009352733975,0.6097792178475522,0.5704741751817775,0.6481789108031014,0.00577312028052896,-0.0010275882651722325,0.012720447232199106
wands,minilm,canonical_hybrid_field_priority_type,raw_hybrid_seven_mean,100,308,21299,0.6345051998657606,0.5956352567702639,0.672696670041163,0.022594745307006073,0.01855250248347707,0.027154070795700473,0.020970973761286288,0.017569776798148938,0.02457799701791936,0.321929081065947,0.28562006362820985,0.35852448188207553,0.0016237715457197894,-0.002973468490355582,0.006577525649279773
wands,minilm,canonical_hybrid_lexical_ascending,BM25,20,308,21299,0.2966622886704374,0.2582735890531558,0.3370400602005663,0.06797375213669832,0.05453685235501009,0.08353919394487293,0.05053626015479825,0.04106250046118157,0.061510464142642995,0.584827699038066,0.5444755923164891,0.6235211228778812,0.017437491981900064,-9.113204433885628e-05,0.035980061101497304
wands,minilm,canonical_hybrid_lexical_ascending,BM25,100,308,21299,0.5938414600350689,0.552335247936558,0.6342331756823543,0.062259201420935766,0.05033296094130382,0.07591416814518984,0.03848376534403955,0.030133213192493867,0.04807190935651099,0.3054155731999558,0.2697134563265844,0.3416760826606384,0.0237754360768962,0.008988765637109273,0.03941213045643515
wands,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,20,308,21299,0.25987928778705044,0.22496119144419643,0.2971319860098898,0.1047567530200853,0.08491485045065031,0.12647844104055717,0.02734759680665145,0.022109105894510567,0.03361196626483828,0.6080163623862127,0.5683771766961663,0.646316764346422,0.07740915621343385,0.0564385115078849,0.10039546453509124
wands,minilm,canonical_hybrid_lexical_ascending,lexical_ascending,100,308,21299,0.5351794140939163,0.4950573106726196,0.5754126005363404,0.12092124736208826,0.10193862401084103,0.14162012512501654,0.025311249524094123,0.020388611070167238,0.030681038831358202,0.31858808901990127,0.2824814061744559,0.3549206108225004,0.09560999783799415,0.07535927894899987,0.11753740145117082
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C0,20,308,21299,0.3305371994243163,0.2920291569145007,0.3704186925711571,0.03409884138281941,0.024465235743739638,0.0459412624060281,0.02804991559216936,0.021367768583493204,0.0369489552721131,0.607314043600695,0.5671400113243955,0.645961065250683,0.00604892579065006,-0.0068409112514235485,0.01976865838383143
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C0,100,308,21299,0.6310358105698207,0.5909031617466965,0.6704818839860267,0.02506485088618391,0.01796232327720368,0.034169973931397056,0.022188985811320963,0.018095679719061328,0.026750437461751146,0.32171035273267445,0.28534837543409736,0.3581949532464144,0.0028758650748629514,-0.005299676698489624,0.012761043213284674
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C1,20,308,21299,0.3309885885943694,0.29309819587444175,0.3706151074381169,0.033647452212766334,0.023928468221493197,0.04523542346454809,0.02144801531309998,0.017538850745815605,0.025862685808785344,0.6139159438797642,0.5742666218468981,0.6519219478941721,0.012199436899666358,0.0017268573580309164,0.024409754061064437
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C1,100,308,21299,0.6340703504574995,0.5948042922252329,0.6728072181937454,0.022030310998505123,0.016035750245645443,0.030462002415894043,0.019937099307483136,0.016039489826891268,0.02418701993030596,0.32396223923651224,0.28757733678543584,0.3607372102362412,0.0020932116910219846,-0.0050072812922531615,0.011020120306559448
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,20,308,21299,0.3364980741325573,0.2987474949172199,0.37645595608257393,0.028137966674578487,0.020511550142467472,0.03742036739429777,0.023278535901683706,0.01901570466172006,0.028098305918161395,0.6120854232911807,0.5723171207293863,0.6502195454145959,0.004859430772894778,-0.003840592865010186,0.014631956939197577
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s1,100,308,21299,0.6373825839735022,0.5988095529514693,0.6758191598254906,0.01871807748250235,0.01527871840284364,0.022389000965921082,0.022512977465096975,0.017381424337765065,0.02882614282921514,0.32138636107889845,0.2848905316517151,0.35809093312514506,-0.0037948999825946263,-0.01037794611402915,0.00192992794698471
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,20,308,21299,0.3361737132537294,0.298238041178155,0.37591330374893245,0.02846232755340635,0.021221621961953593,0.03754259364844792,0.028980593771619403,0.022226704830387294,0.037719808967629255,0.6063833654212447,0.5662405949622212,0.644881847368071,-0.0005182662182130511,-0.011641217832643522,0.010478244042585369
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s2,100,308,21299,0.6388769589706471,0.6002093274677801,0.6773017706151895,0.01722370248535764,0.014035246764790331,0.020690609804086466,0.019229950279695054,0.01562553188587498,0.023117659656696227,0.32466938826430036,0.2882113261289779,0.3614733732695861,-0.002006247794337412,-0.005820984921580203,0.0017695172125837277
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,20,308,21299,0.33490863864296166,0.2966087060033666,0.37480927790848484,0.029727402164174053,0.02205278177095016,0.039081110982670954,0.028407052441100925,0.02287012444585774,0.03477673132129121,0.6069569067517633,0.5669846524183355,0.6457655269183574,0.0013203497230731267,-0.008084700488137062,0.01182605088489626
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s3,100,308,21299,0.6331800636462124,0.5939412869892616,0.6721444604072738,0.022920597809792276,0.01805855328830316,0.028609510355888657,0.021932295303346894,0.017599948538013513,0.026749838206983085,0.3219670432406485,0.2854346938076097,0.35852188176657385,0.0009883025064453847,-0.005108703104640456,0.007428175387654532
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,20,308,21299,0.3354649399828715,0.29714250136061165,0.3753139187808237,0.029171100824264155,0.021626619565653354,0.03861144072921247,0.023732791363302627,0.019601530512394827,0.028245785116380942,0.6116311678295615,0.5720012612463857,0.6499879497423331,0.005438309460961533,-0.003119568179420692,0.015325047977127812
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s4,100,308,21299,0.6331936030294228,0.5935858270992802,0.6722590654694643,0.022907058426581813,0.017918183135616148,0.028622643372206925,0.020099916618269244,0.016307887100042592,0.024121528927102297,0.32379942192572614,0.28751519892980537,0.3601648154343264,0.0028071418083125705,-0.0023913590482325868,0.008683195099147133
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,20,308,21299,0.3364063058081221,0.2983233985924678,0.37617726736039286,0.02822973499901365,0.02087183468923802,0.03729199014550844,0.026372790859430926,0.021623732111988037,0.03185382978874495,0.6089911683334334,0.5693153385020497,0.6474952677794062,0.0018569441395827173,-0.007138597594800519,0.011789171175163694
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_C2s5,100,308,21299,0.6341593902506147,0.5946770828597896,0.6727106963392863,0.02194127120538988,0.016887860758518586,0.02787814691806783,0.020533229706397142,0.016599214460763304,0.024663617092957446,0.32336610883759825,0.2867468424371075,0.36010341726570416,0.0014080414989927396,-0.004526857496149011,0.007890926202975544
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,20,308,21299,0.3344253514055611,0.2969027942124458,0.3738108438935064,0.030210689401574637,0.02346176380563649,0.03846664755231897,0.025752813606058137,0.021893759367831094,0.029948927103217605,0.6096111455868061,0.5700576882992905,0.6479044802919276,0.0044578757955165025,-0.0031526682105649326,0.013279020057575742
wands,minilm,canonical_hybrid_lexical_ascending,raw_hybrid_seven_mean,100,308,21299,0.6345569658425312,0.5952868027158418,0.6730188403403364,0.02154369561347328,0.017807179494987953,0.025660841340576487,0.020919207784515628,0.017573902473373156,0.02444221617958952,0.32298013075947973,0.2866976552571421,0.3597635073847542,0.0006244878289576565,-0.0036812383837406997,0.0051573240733431246
wands,minilm,canonical_hybrid_lexical_descending,BM25,20,308,21299,0.29864880379608894,0.2598370565206488,0.339298299705234,0.0632341654567916,0.05095320418482014,0.07769821416400828,0.04854974502914674,0.0392170521444985,0.05908528543195206,0.5895672857179726,0.5489296249364907,0.6278772517149385,0.014684420427644854,-0.0011195365219107557,0.03164904009338783
wands,minilm,canonical_hybrid_lexical_descending,BM25,100,308,21299,0.5924239880349335,0.5512003388760914,0.6329197164218026,0.06044696028309653,0.048489923125696506,0.07395002366868293,0.03990123734417495,0.03133740741206637,0.04966067703941579,0.3072278143377951,0.27121284083100294,0.34417586845544734,0.020545722938921582,0.005164244007803309,0.03660783952909376
wands,minilm,canonical_hybrid_lexical_descending,lexical_descending,20,308,21299,0.265517957161415,0.22927033566054184,0.30296590535703294,0.0963650120914655,0.07834006043307913,0.11678551613441653,0.03004214610774947,0.023895408818217567,0.036999316463368306,0.60807488463937,0.568231889897962,0.6456914202812504,0.06632286598371605,0.04587146040688888,0.08886846857313378
wands,minilm,canonical_hybrid_lexical_descending,lexical_descending,100,308,21299,0.5381848774734255,0.4979217120620882,0.5783999603489198,0.11468607084460446,0.0968638854869611,0.13427928546087095,0.02343076814717119,0.0185980094414204,0.02880623852210145,0.3236982835347988,0.2871005651483375,0.360521886596751,0.09125530269743327,0.0719142491071668,0.11190365583264188
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C0,20,308,21299,0.330305596121993,0.291765610213058,0.37017304247892463,0.03157737313088754,0.023261554128051223,0.042000576705092885,0.0282815188944927,0.02151438466947096,0.037135241941178766,0.6098355118526267,0.5698523102788449,0.6482120666268033,0.003295854236394848,-0.008794099587831911,0.015929282020159394
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C0,100,308,21299,0.6288413951047399,0.5887863993950317,0.6678715992266787,0.024029553213290047,0.01721393664152101,0.03338413798312761,0.024383401276401713,0.019581762729734997,0.029780775719013077,0.3227456504055683,0.2860418917777298,0.35986778128611696,-0.0003538480631116705,-0.008246647541989055,0.009364218919100317
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C1,20,308,21299,0.32850575937964577,0.29039595439643606,0.3681159700038303,0.033377209873234746,0.02474784292011323,0.04354072830831893,0.0239308445278236,0.01956272772401514,0.028608225968743087,0.6141861862192959,0.5746410445398352,0.6517952345323751,0.009446365345411148,-0.0001544753849992698,0.0202241855248627
wands,minilm,canonical_hybrid_lexical_descending,raw_hybrid_C1,100,308,21299,0.6289245732666148,0.5891149339401538,0.667821468520124,0.023946375051415142,0.017687852390149365,0.03243966388620278,0.025082876498367785,0.019912597424997576,0.03106440369621458,0.32204617518360223,0.2855217604572913,0.35871625766674764,-0.001136501446952637,-0.009629110946001057,0.008477752540162406
