query_id,persistent_inclusion,VI,persistent_omission,n_highest,dataset,model,support,K
372,0,0,0,1,wands,bge_base,full,100
376,0,0,0,3,wands,bge_base,full,100
382,0,0,0,4,wands,bge_base,full,100
396,0,0,0,1,wands,bge_base,full,100
402,0,0,0,7,wands,bge_base,full,100
407,0,0,0,11,wands,bge_base,full,100
415,0,0,0,75,wands,bge_base,full,100
417,0,0,0,188,wands,bge_base,full,100
425,0,0,0,56,wands,bge_base,full,100
429,-0.010638297872340441,0.010638297872340441,0,94,wands,bge_base,full,100
433,0,0,0,113,wands,bge_base,full,100
435,0,0,0,47,wands,bge_base,full,100
438,0,0,0,101,wands,bge_base,full,100
441,0,0,0,78,wands,bge_base,full,100
445,0,0,0,170,wands,bge_base,full,100
447,0,0,0,3,wands,bge_base,full,100
455,0,0,0,2,wands,bge_base,full,100
459,0,0,0,19,wands,bge_base,full,100
460,0,0,0,7,wands,bge_base,full,100
461,0,0,0,4,wands,bge_base,full,100
464,0,0.011764705882352941,-0.011764705882352941,85,wands,bge_base,full,100
465,0,0,0,1,wands,bge_base,full,100
466,0,0,0,1,wands,bge_base,full,100
476,0,0,0,639,wands,bge_base,full,100
481,0,0,0,1,wands,bge_base,full,100
1,0,0,0,1,wands,bge_base,common_all_fitting,20
2,0,0.01136363636363636,-0.011363636363636354,88,wands,bge_base,common_all_fitting,20
6,0,0,0,18,wands,bge_base,common_all_fitting,20
7,0,0,0,17,wands,bge_base,common_all_fitting,20
11,0,0,0,14,wands,bge_base,common_all_fitting,20
13,0.02777777777777779,-0.027777777777777762,0,36,wands,bge_base,common_all_fitting,20
14,0,0,0,2,wands,bge_base,common_all_fitting,20
17,0,0,0,11,wands,bge_base,common_all_fitting,20
26,0,0,0,116,wands,bge_base,common_all_fitting,20
27,0,0,0,86,wands,bge_base,common_all_fitting,20
36,0,0,0,29,wands,bge_base,common_all_fitting,20
37,0,0,0,11,wands,bge_base,common_all_fitting,20
39,0,0,0,10,wands,bge_base,common_all_fitting,20
59,0,0,0,28,wands,bge_base,common_all_fitting,20
65,0,0,0,38,wands,bge_base,common_all_fitting,20
68,0,0,0,89,wands,bge_base,common_all_fitting,20
76,0,0,0,1,wands,bge_base,common_all_fitting,20
86,0,0,0,15,wands,bge_base,common_all_fitting,20
89,-0.047619047619047616,0.047619047619047616,0,21,wands,bge_base,common_all_fitting,20
91,0,0,0,7,wands,bge_base,common_all_fitting,20
93,0,0,0,4,wands,bge_base,common_all_fitting,20
94,0,0,0,1,wands,bge_base,common_all_fitting,20
102,0,0,0,16,wands,bge_base,common_all_fitting,20
111,0,0,0,39,wands,bge_base,common_all_fitting,20
122,0,0,0,14,wands,bge_base,common_all_fitting,20
123,0,0,0,47,wands,bge_base,common_all_fitting,20
126,0,0,0,67,wands,bge_base,common_all_fitting,20
129,0,0,0,27,wands,bge_base,common_all_fitting,20
130,0,0,0,7,wands,bge_base,common_all_fitting,20
132,0,0,0,4,wands,bge_base,common_all_fitting,20
137,0,0,0,4,wands,bge_base,common_all_fitting,20
140,0,0,0,3,wands,bge_base,common_all_fitting,20
142,0,0,0,2,wands,bge_base,common_all_fitting,20
146,0,0,0,2,wands,bge_base,common_all_fitting,20
147,0,0,0,2,wands,bge_base,common_all_fitting,20
148,0,-0.011235955056179775,0.011235955056179803,89,wands,bge_base,common_all_fitting,20
150,0,0,0,5,wands,bge_base,common_all_fitting,20
160,0,0,0,99,wands,bge_base,common_all_fitting,20
164,0,0,0,1,wands,bge_base,common_all_fitting,20
165,0,0,0,14,wands,bge_base,common_all_fitting,20
176,0,0,0,8,wands,bge_base,common_all_fitting,20
177,0,0,0,2,wands,bge_base,common_all_fitting,20
180,0,0,0,44,wands,bge_base,common_all_fitting,20
182,0,0,0,8,wands,bge_base,common_all_fitting,20
184,0,0,0,51,wands,bge_base,common_all_fitting,20
185,0,0,0,31,wands,bge_base,common_all_fitting,20
200,0,0,0,3,wands,bge_base,common_all_fitting,20
202,0,0,0,9,wands,bge_base,common_all_fitting,20
226,0,0,0,1,wands,bge_base,common_all_fitting,20
235,0,-0.007874015748031496,0.0078740157480314821,127,wands,bge_base,common_all_fitting,20
241,0,0,0,126,wands,bge_base,common_all_fitting,20
242,0,0,0,12,wands,bge_base,common_all_fitting,20
246,0,0,0,10,wands,bge_base,common_all_fitting,20
251,0,0,0,77,wands,bge_base,common_all_fitting,20
260,0,0,0,23,wands,bge_base,common_all_fitting,20
270,0,0,0,37,wands,bge_base,common_all_fitting,20
271,0,0,0,1,wands,bge_base,common_all_fitting,20
273,0,0,0,3,wands,bge_base,common_all_fitting,20
275,0,0,0,1,wands,bge_base,common_all_fitting,20
281,0,0,0,1,wands,bge_base,common_all_fitting,20
297,0,0,0,5,wands,bge_base,common_all_fitting,20
302,0,0,0,4,wands,bge_base,common_all_fitting,20
308,0,0,0,1,wands,bge_base,common_all_fitting,20
310,0,0,0,1,wands,bge_base,common_all_fitting,20
313,0,0,0,2,wands,bge_base,common_all_fitting,20
323,0,0,0,1,wands,bge_base,common_all_fitting,20
327,0,0,0,6,wands,bge_base,common_all_fitting,20
346,0,0,0,19,wands,bge_base,common_all_fitting,20
352,0,0,0,14,wands,bge_base,common_all_fitting,20
359,0,0,0,8,wands,bge_base,common_all_fitting,20
367,0,0,0,12,wands,bge_base,common_all_fitting,20
368,0,0,0,69,wands,bge_base,common_all_fitting,20
370,0,0,0,1,wands,bge_base,common_all_fitting,20
382,0,0,0,1,wands,bge_base,common_all_fitting,20
407,0,0,0,2,wands,bge_base,common_all_fitting,20
415,0,0,0,68,wands,bge_base,common_all_fitting,20
417,0,0,0,47,wands,bge_base,common_all_fitting,20
425,0,0,0,10,wands,bge_base,common_all_fitting,20
429,0,0,0,6,wands,bge_base,common_all_fitting,20
433,0,0,0,19,wands,bge_base,common_all_fitting,20
435,0,0,0,24,wands,bge_base,common_all_fitting,20
438,0,0,0,52,wands,bge_base,common_all_fitting,20
441,0,0,0,4,wands,bge_base,common_all_fitting,20
445,0,0,0,34,wands,bge_base,common_all_fitting,20
447,0,0,0,1,wands,bge_base,common_all_fitting,20
455,0,0,0,2,wands,bge_base,common_all_fitting,20
459,0,0,0,2,wands,bge_base,common_all_fitting,20
460,0,0,0,1,wands,bge_base,common_all_fitting,20
461,0,0,0,4,wands,bge_base,common_all_fitting,20
464,0,0,0,70,wands,bge_base,common_all_fitting,20
466,0,0,0,1,wands,bge_base,common_all_fitting,20
476,0,0,0,35,wands,bge_base,common_all_fitting,20
1,0,0,0,1,wands,bge_base,common_all_fitting,100
2,0,0,0,88,wands,bge_base,common_all_fitting,100
6,0,0,0,18,wands,bge_base,common_all_fitting,100
7,0,0,0,17,wands,bge_base,common_all_fitting,100
11,0,0,0,14,wands,bge_base,common_all_fitting,100
13,0,0,0,36,wands,bge_base,common_all_fitting,100
14,0,0,0,2,wands,bge_base,common_all_fitting,100
17,0,0,0,11,wands,bge_base,common_all_fitting,100
26,0,0,0,116,wands,bge_base,common_all_fitting,100
27,0,0,0,86,wands,bge_base,common_all_fitting,100
36,0,0,0,29,wands,bge_base,common_all_fitting,100
37,0,0,0,11,wands,bge_base,common_all_fitting,100
39,0,0,0,10,wands,bge_base,common_all_fitting,100
59,0,0,0,28,wands,bge_base,common_all_fitting,100
65,0,0,0,38,wands,bge_base,common_all_fitting,100
68,0,0,0,89,wands,bge_base,common_all_fitting,100
76,0,0,0,1,wands,bge_base,common_all_fitting,100
86,0,0,0,15,wands,bge_base,common_all_fitting,100
89,0,0,0,21,wands,bge_base,common_all_fitting,100
91,0,0,0,7,wands,bge_base,common_all_fitting,100
93,0,0,0,4,wands,bge_base,common_all_fitting,100
94,0,0,0,1,wands,bge_base,common_all_fitting,100
102,0,0,0,16,wands,bge_base,common_all_fitting,100
111,0,0,0,39,wands,bge_base,common_all_fitting,100
122,0,0,0,14,wands,bge_base,common_all_fitting,100
123,0,0,0,47,wands,bge_base,common_all_fitting,100
126,0,0,0,67,wands,bge_base,common_all_fitting,100
129,0,0,0,27,wands,bge_base,common_all_fitting,100
130,0,0,0,7,wands,bge_base,common_all_fitting,100
132,0,0,0,4,wands,bge_base,common_all_fitting,100
137,0,0,0,4,wands,bge_base,common_all_fitting,100
140,0,0,0,3,wands,bge_base,common_all_fitting,100
142,0,0,0,2,wands,bge_base,common_all_fitting,100
146,0,0,0,2,wands,bge_base,common_all_fitting,100
147,0,0,0,2,wands,bge_base,common_all_fitting,100
148,0,0.011235955056179775,-0.011235955056179803,89,wands,bge_base,common_all_fitting,100
150,0,0,0,5,wands,bge_base,common_all_fitting,100
160,0,0,0,99,wands,bge_base,common_all_fitting,100
164,0,0,0,1,wands,bge_base,common_all_fitting,100
165,0,0,0,14,wands,bge_base,common_all_fitting,100
176,0,0,0,8,wands,bge_base,common_all_fitting,100
177,0,0,0,2,wands,bge_base,common_all_fitting,100
180,0,0,0,44,wands,bge_base,common_all_fitting,100
182,0,0,0,8,wands,bge_base,common_all_fitting,100
184,0,0,0,51,wands,bge_base,common_all_fitting,100
185,0,0,0,31,wands,bge_base,common_all_fitting,100
200,0,0,0,3,wands,bge_base,common_all_fitting,100
202,0,0,0,9,wands,bge_base,common_all_fitting,100
226,0,0,0,1,wands,bge_base,common_all_fitting,100
235,0,-0.007874015748031496,0.0078740157480315376,127,wands,bge_base,common_all_fitting,100
241,-0.0079365079365079083,0.0079365079365079638,0,126,wands,bge_base,common_all_fitting,100
242,0,0,0,12,wands,bge_base,common_all_fitting,100
246,0,0,0,10,wands,bge_base,common_all_fitting,100
251,0,0,0,77,wands,bge_base,common_all_fitting,100
260,0,0,0,23,wands,bge_base,common_all_fitting,100
270,0,0,0,37,wands,bge_base,common_all_fitting,100
271,0,0,0,1,wands,bge_base,common_all_fitting,100
273,0,0,0,3,wands,bge_base,common_all_fitting,100
275,0,0,0,1,wands,bge_base,common_all_fitting,100
281,0,0,0,1,wands,bge_base,common_all_fitting,100
297,0,0,0,5,wands,bge_base,common_all_fitting,100
302,0,0,0,4,wands,bge_base,common_all_fitting,100
308,0,0,0,1,wands,bge_base,common_all_fitting,100
310,0,0,0,1,wands,bge_base,common_all_fitting,100
313,0,0,0,2,wands,bge_base,common_all_fitting,100
323,0,0,0,1,wands,bge_base,common_all_fitting,100
327,0,0,0,6,wands,bge_base,common_all_fitting,100
346,0,0,0,19,wands,bge_base,common_all_fitting,100
352,0,0,0,14,wands,bge_base,common_all_fitting,100
359,0,0,0,8,wands,bge_base,common_all_fitting,100
367,0,0,0,12,wands,bge_base,common_all_fitting,100
368,0,0,0,69,wands,bge_base,common_all_fitting,100
370,0,0,0,1,wands,bge_base,common_all_fitting,100
382,0,0,0,1,wands,bge_base,common_all_fitting,100
407,0,0,0,2,wands,bge_base,common_all_fitting,100
415,0,0,0,68,wands,bge_base,common_all_fitting,100
417,0,0,0,47,wands,bge_base,common_all_fitting,100
425,0,0,0,10,wands,bge_base,common_all_fitting,100
429,0,0,0,6,wands,bge_base,common_all_fitting,100
433,0,0,0,19,wands,bge_base,common_all_fitting,100
435,0,0,0,24,wands,bge_base,common_all_fitting,100
438,0,0,0,52,wands,bge_base,common_all_fitting,100
441,0,0,0,4,wands,bge_base,common_all_fitting,100
445,0,0,0,34,wands,bge_base,common_all_fitting,100
447,0,0,0,1,wands,bge_base,common_all_fitting,100
455,0,0,0,2,wands,bge_base,common_all_fitting,100
459,0,0,0,2,wands,bge_base,common_all_fitting,100
460,0,0,0,1,wands,bge_base,common_all_fitting,100
461,0,0,0,4,wands,bge_base,common_all_fitting,100
464,0,0.014285714285714284,-0.014285714285714287,70,wands,bge_base,common_all_fitting,100
466,0,0,0,1,wands,bge_base,common_all_fitting,100
476,0,0,0,35,wands,bge_base,common_all_fitting,100
165,0,0,0,6,esci,bge_base,full,20
433,0,0,0,7,esci,bge_base,full,20
500,0,0,0,22,esci,bge_base,full,20
541,0,0,0,7,esci,bge_base,full,20
598,0,0,0,14,esci,bge_base,full,20
600,0,0,0,26,esci,bge_base,full,20
602,0,0,0,3,esci,bge_base,full,20
622,0,0,0,26,esci,bge_base,full,20
637,0,0,0,13,esci,bge_base,full,20
861,0,0,0,24,esci,bge_base,full,20
933,0,0,0,4,esci,bge_base,full,20
978,0,0,0,12,esci,bge_base,full,20
1210,0,0,0,2,esci,bge_base,full,20
1293,0,0,0,10,esci,bge_base,full,20
1310,0,0,0,1,esci,bge_base,full,20
1458,0,0,0,15,esci,bge_base,full,20
1476,0,0,0,17,esci,bge_base,full,20
1530,0,0,0,17,esci,bge_base,full,20
1659,0,0,0,5,esci,bge_base,full,20
1816,0,0,0,4,esci,bge_base,full,20
2286,0,0,0,13,esci,bge_base,full,20
2390,0,0,0,2,esci,bge_base,full,20
2692,0,0,0,7,esci,bge_base,full,20
2855,0,0,0,7,esci,bge_base,full,20
3012,0,0,0,5,esci,bge_base,full,20
3492,0,0,0,1,esci,bge_base,full,20
3494,0,0,0,11,esci,bge_base,full,20
3986,0,0,0,14,esci,bge_base,full,20
4299,0,0,0,1,esci,bge_base,full,20
4321,0,0,0,5,esci,bge_base,full,20
4860,0,0,0,2,esci,bge_base,full,20
4956,0,0,0,7,esci,bge_base,full,20
5079,0,0,0,10,esci,bge_base,full,20
5094,0.090909090909090939,-0.090909090909090939,0,11,esci,bge_base,full,20
5419,0,0,0,5,esci,bge_base,full,20
5787,0,0,0,2,esci,bge_base,full,20
5921,0,0,0,2,esci,bge_base,full,20
6138,0,0,0,3,esci,bge_base,full,20
6685,0,0,0,8,esci,bge_base,full,20
7034,0,0,0,1,esci,bge_base,full,20
7126,0,0,0,7,esci,bge_base,full,20
7303,0,0,0,12,esci,bge_base,full,20
7340,0,0,0,2,esci,bge_base,full,20
7545,0,0,0,12,esci,bge_base,full,20
7581,0,0,0,10,esci,bge_base,full,20
8063,0,0,0,12,esci,bge_base,full,20
8519,0,0,0,8,esci,bge_base,full,20
8605,0,0,0,6,esci,bge_base,full,20
8740,0,0,0,1,esci,bge_base,full,20
9096,0,0,0,11,esci,bge_base,full,20
9695,0,0,0,9,esci,bge_base,full,20
9776,0,0,0,9,esci,bge_base,full,20
9967,0,0,0,3,esci,bge_base,full,20
10312,0,0,0,20,esci,bge_base,full,20
10370,0,0,0,10,esci,bge_base,full,20
11509,0,0,0,5,esci,bge_base,full,20
11621,0,0,0,1,esci,bge_base,full,20
11875,0,0,0,5,esci,bge_base,full,20
11925,0,0,0,28,esci,bge_base,full,20
12176,0,0,0,27,esci,bge_base,full,20
12432,0,0,0,12,esci,bge_base,full,20
12557,0,0,0,8,esci,bge_base,full,20
12664,0,0,0,5,esci,bge_base,full,20
12809,0,0,0,4,esci,bge_base,full,20
13089,0,0,0,32,esci,bge_base,full,20
13169,0,0,0,11,esci,bge_base,full,20
13471,0,0,0,21,esci,bge_base,full,20
13639,0,0,0,15,esci,bge_base,full,20
13785,0,0,0,8,esci,bge_base,full,20
13954,0,0,0,13,esci,bge_base,full,20
14346,0,0,0,10,esci,bge_base,full,20
14880,0,0,0,4,esci,bge_base,full,20
14882,0,0,0,11,esci,bge_base,full,20
15154,0,0,0,28,esci,bge_base,full,20
15164,0,0,0,7,esci,bge_base,full,20
15311,0,0,0,10,esci,bge_base,full,20
15647,0,0,0,21,esci,bge_base,full,20
15716,0,0,0,14,esci,bge_base,full,20
15777,0,0,0,12,esci,bge_base,full,20
15807,0,0,0,15,esci,bge_base,full,20
16613,0,0,0,9,esci,bge_base,full,20
16684,0,0,0,13,esci,bge_base,full,20
17384,0,0,0,11,esci,bge_base,full,20
17607,0,0,0,17,esci,bge_base,full,20
17689,0,0,0,3,esci,bge_base,full,20
17742,0,0,0,12,esci,bge_base,full,20
18356,0,0,0,7,esci,bge_base,full,20
18553,0,0,0,21,esci,bge_base,full,20
18679,0,0,0,8,esci,bge_base,full,20
18682,0,0,0,8,esci,bge_base,full,20
18932,0,0,0,10,esci,bge_base,full,20
19053,0,0,0,14,esci,bge_base,full,20
19134,0,0,0,2,esci,bge_base,full,20
19268,0,0,0,21,esci,bge_base,full,20
19369,0,0,0,11,esci,bge_base,full,20
19372,0,0,0,15,esci,bge_base,full,20
19380,0,0,0,2,esci,bge_base,full,20
19619,0,0,0,2,esci,bge_base,full,20
19694,0,0,0,7,esci,bge_base,full,20
19953,0,0,0,3,esci,bge_base,full,20
20037,0,0,0,32,esci,bge_base,full,20
20185,0,0,0,4,esci,bge_base,full,20
20307,0,0,0,5,esci,bge_base,full,20
20315,0,0,0,10,esci,bge_base,full,20
20385,0,0,0,2,esci,bge_base,full,20
20500,0,0,0,5,esci,bge_base,full,20
20523,0,0,0,3,esci,bge_base,full,20
20788,0,0,0,5,esci,bge_base,full,20
21481,0,0,0,17,esci,bge_base,full,20
21645,0,0,0,13,esci,bge_base,full,20
22173,0,0,0,9,esci,bge_base,full,20
22211,0,0,0,3,esci,bge_base,full,20
22441,0,0,0,7,esci,bge_base,full,20
22639,0,0,0,9,esci,bge_base,full,20
23148,0,0,0,4,esci,bge_base,full,20
23260,0,0,0,15,esci,bge_base,full,20
23744,0,0,0,1,esci,bge_base,full,20
24082,0,0,0,5,esci,bge_base,full,20
24402,0,0,0,6,esci,bge_base,full,20
24504,0,0,0,4,esci,bge_base,full,20
24668,0,0,0,8,esci,bge_base,full,20
24697,0,0,0,2,esci,bge_base,full,20
24831,0,0,0,19,esci,bge_base,full,20
25132,0,0,0,12,esci,bge_base,full,20
25426,0,0,0,5,esci,bge_base,full,20
25497,0,0,0,1,esci,bge_base,full,20
25516,0,0,0,5,esci,bge_base,full,20
25591,0,0,0,3,esci,bge_base,full,20
26321,0,0,0,9,esci,bge_base,full,20
26642,0,0,0,10,esci,bge_base,full,20
26872,0,0,0,5,esci,bge_base,full,20
27927,0,0,0,8,esci,bge_base,full,20
28198,0,0,0,15,esci,bge_base,full,20
28637,0,0,0,4,esci,bge_base,full,20
29049,0,0,0,4,esci,bge_base,full,20
29123,0,0,0,11,esci,bge_base,full,20
29488,0,0,0,7,esci,bge_base,full,20
29596,0,0,0,12,esci,bge_base,full,20
29729,0,0,0,9,esci,bge_base,full,20
29868,0,0,0,10,esci,bge_base,full,20
29928,0,0,0,5,esci,bge_base,full,20
29941,0,0,0,2,esci,bge_base,full,20
29945,0,0,0,5,esci,bge_base,full,20
29952,0,0,0,4,esci,bge_base,full,20
30020,0,0,0,1,esci,bge_base,full,20
30318,0,0,0,12,esci,bge_base,full,20
31573,0,0,0,2,esci,bge_base,full,20
31659,0,0,0,7,esci,bge_base,full,20
31724,0,0,0,6,esci,bge_base,full,20
31889,0,0,0,2,esci,bge_base,full,20
32142,0,0,0,10,esci,bge_base,full,20
32164,0,0,0,13,esci,bge_base,full,20
32311,0,0,0,11,esci,bge_base,full,20
32350,0,0,0,9,esci,bge_base,full,20
32351,0,0,0,4,esci,bge_base,full,20
32430,0,0,0,19,esci,bge_base,full,20
32612,0,0,0,2,esci,bge_base,full,20
32812,0,0,0,4,esci,bge_base,full,20
32917,0,0,0,7,esci,bge_base,full,20
33004,0,0,0,10,esci,bge_base,full,20
33735,0,0,0,20,esci,bge_base,full,20
34128,0,0,0,26,esci,bge_base,full,20
34229,0,0,0,6,esci,bge_base,full,20
34443,0,0,0,7,esci,bge_base,full,20
34775,0,0,0,3,esci,bge_base,full,20
34817,0,0,0,10,esci,bge_base,full,20
35117,0,0,0,8,esci,bge_base,full,20
35242,0,0,0,2,esci,bge_base,full,20
35755,0,0,0,15,esci,bge_base,full,20
36669,0,0,0,2,esci,bge_base,full,20
36678,0,0,0,2,esci,bge_base,full,20
36753,0,0,0,12,esci,bge_base,full,20
36912,0,0,0,1,esci,bge_base,full,20
36960,0,0,0,2,esci,bge_base,full,20
37451,0,0,0,1,esci,bge_base,full,20
37466,0,0,0,24,esci,bge_base,full,20
37498,0,0,0,2,esci,bge_base,full,20
37670,0,0,0,13,esci,bge_base,full,20
37789,0,0,0,1,esci,bge_base,full,20
38679,0,0,0,2,esci,bge_base,full,20
39022,0,0,0,3,esci,bge_base,full,20
39107,0,0,0,12,esci,bge_base,full,20
39157,0,0,0,2,esci,bge_base,full,20
39263,0,0,0,2,esci,bge_base,full,20
40165,0,0,0,1,esci,bge_base,full,20
40292,0,0,0,7,esci,bge_base,full,20
40356,0,0,0,1,esci,bge_base,full,20
40483,0,0,0,29,esci,bge_base,full,20
40528,0,0,0,3,esci,bge_base,full,20
40573,0,0,0,23,esci,bge_base,full,20
40615,0,0,0,1,esci,bge_base,full,20
40834,0,0,0,7,esci,bge_base,full,20
41423,0,0,0,24,esci,bge_base,full,20
41492,0,0,0,13,esci,bge_base,full,20
41502,0,0,0,11,esci,bge_base,full,20
41795,0,0,0,11,esci,bge_base,full,20
42118,0,0,0,3,esci,bge_base,full,20
42332,0,0,0,13,esci,bge_base,full,20
42405,0,0,0,1,esci,bge_base,full,20
42445,0,0,0,6,esci,bge_base,full,20
42964,0,0,0,12,esci,bge_base,full,20
42968,0,0,0,4,esci,bge_base,full,20
43579,0,0,0,11,esci,bge_base,full,20
43948,0,0,0,2,esci,bge_base,full,20
43961,0,0,0,1,esci,bge_base,full,20
43983,0,0,0,4,esci,bge_base,full,20
44424,0,0,0,4,esci,bge_base,full,20
44706,0,0,0,3,esci,bge_base,full,20
44816,0,0,0,12,esci,bge_base,full,20
44845,0,0,0,7,esci,bge_base,full,20
44960,0,0,0,12,esci,bge_base,full,20
45294,0,0,0,1,esci,bge_base,full,20
45464,0,0,0,16,esci,bge_base,full,20
45588,0,0,0,4,esci,bge_base,full,20
45713,0,0,0,12,esci,bge_base,full,20
45745,0,0,0,10,esci,bge_base,full,20
45843,0,0,0,3,esci,bge_base,full,20
45990,0,0,0,9,esci,bge_base,full,20
46008,0,0,0,8,esci,bge_base,full,20
46089,0,0,0,7,esci,bge_base,full,20
46097,0,0,0,6,esci,bge_base,full,20
46149,0,0,0,15,esci,bge_base,full,20
46177,0,0,0,9,esci,bge_base,full,20
46471,0,0,0,10,esci,bge_base,full,20
46910,0,0,0,7,esci,bge_base,full,20
47106,0,0,0,9,esci,bge_base,full,20
47213,0,0,0,8,esci,bge_base,full,20
47217,0,0,0,15,esci,bge_base,full,20
47526,0,0,0,24,esci,bge_base,full,20
47631,0,0,0,28,esci,bge_base,full,20
47857,0,0,0,26,esci,bge_base,full,20
47892,0,0,0,9,esci,bge_base,full,20
48397,0,0,0,12,esci,bge_base,full,20
48914,0,0,0,22,esci,bge_base,full,20
48929,0,0,0,19,esci,bge_base,full,20
49077,0,0,0,11,esci,bge_base,full,20
49201,0,0,0,10,esci,bge_base,full,20
49481,0,0,0,1,esci,bge_base,full,20
49972,0,0,0,6,esci,bge_base,full,20
50118,0,0,0,13,esci,bge_base,full,20
50311,0,0,0,18,esci,bge_base,full,20
50356,0,0,0,5,esci,bge_base,full,20
50494,0,0,0,7,esci,bge_base,full,20
51056,0,0,0,1,esci,bge_base,full,20
51227,0,0,0,13,esci,bge_base,full,20
51454,0,0,0,11,esci,bge_base,full,20
52230,0,0,0,13,esci,bge_base,full,20
52255,0,0,0,9,esci,bge_base,full,20
52348,0,0,0,1,esci,bge_base,full,20
52482,0,0,0,1,esci,bge_base,full,20
52830,0,0,0,3,esci,bge_base,full,20
53042,0,0,0,8,esci,bge_base,full,20
53114,0,0,0,2,esci,bge_base,full,20
53284,0,0,0,6,esci,bge_base,full,20
53328,0,0,0,13,esci,bge_base,full,20
53451,0,0,0,3,esci,bge_base,full,20
54039,0,0,0,13,esci,bge_base,full,20
54044,0,0,0,2,esci,bge_base,full,20
54558,0,0,0,7,esci,bge_base,full,20
54634,0,0,0,5,esci,bge_base,full,20
54889,0,0,0,1,esci,bge_base,full,20
55280,0,0,0,5,esci,bge_base,full,20
55365,0,0,0,3,esci,bge_base,full,20
55531,0,0,0,5,esci,bge_base,full,20
55677,0,0,0,12,esci,bge_base,full,20
56281,0,0,0,5,esci,bge_base,full,20
56758,0,0,0,3,esci,bge_base,full,20
57100,0,0,0,14,esci,bge_base,full,20
57276,0,0,0,24,esci,bge_base,full,20
57921,0,0,0,29,esci,bge_base,full,20
58044,0,0,0,3,esci,bge_base,full,20
58233,0,0,0,13,esci,bge_base,full,20
58514,0,0,0,11,esci,bge_base,full,20
58597,0,0,0,15,esci,bge_base,full,20
59963,0,0,0,11,esci,bge_base,full,20
60628,0,0,0,4,esci,bge_base,full,20
61329,0,0,0,14,esci,bge_base,full,20
61522,0,0,0,9,esci,bge_base,full,20
61574,0,0,0,10,esci,bge_base,full,20
61598,0,0,0,3,esci,bge_base,full,20
61723,0,0,0,2,esci,bge_base,full,20
61798,0,0,0,11,esci,bge_base,full,20
61830,0,0,0,3,esci,bge_base,full,20
61961,0,0,0,8,esci,bge_base,full,20
62478,0,0,0,8,esci,bge_base,full,20
62513,0,0,0,13,esci,bge_base,full,20
62558,0,0,0,3,esci,bge_base,full,20
62858,0,0,0,10,esci,bge_base,full,20
62937,0,0,0,2,esci,bge_base,full,20
62954,0,0,0,34,esci,bge_base,full,20
63291,0,0,0,5,esci,bge_base,full,20
63701,0,0,0,3,esci,bge_base,full,20
63917,0,0,0,28,esci,bge_base,full,20
63927,0,0,0,7,esci,bge_base,full,20
64191,0,0,0,1,esci,bge_base,full,20
64212,0,0,0,8,esci,bge_base,full,20
64296,0,0,0,2,esci,bge_base,full,20
64880,0,0,0,2,esci,bge_base,full,20
65197,0,0,0,7,esci,bge_base,full,20
65347,0,0,0,4,esci,bge_base,full,20
65397,0,0,0,13,esci,bge_base,full,20
65683,0,0,0,21,esci,bge_base,full,20
65798,0,0,0,6,esci,bge_base,full,20
66004,0,0,0,14,esci,bge_base,full,20
66062,0,0,0,1,esci,bge_base,full,20
66396,0,0,0,23,esci,bge_base,full,20
66421,0,0,0,11,esci,bge_base,full,20
66476,0,0,0,13,esci,bge_base,full,20
66494,0,0,0,10,esci,bge_base,full,20
67075,0,0,0,10,esci,bge_base,full,20
67189,0,0,0,1,esci,bge_base,full,20
67570,0,0,0,3,esci,bge_base,full,20
67637,0,0,0,8,esci,bge_base,full,20
67712,0,0,0,7,esci,bge_base,full,20
67844,0,0,0,1,esci,bge_base,full,20
67894,0,0,0,15,esci,bge_base,full,20
68340,0,0,0,19,esci,bge_base,full,20
68572,0,0,0,7,esci,bge_base,full,20
69025,0,0,0,2,esci,bge_base,full,20
69269,0,0,0,5,esci,bge_base,full,20
69657,0,0,0,13,esci,bge_base,full,20
69695,0,0,0,9,esci,bge_base,full,20
69739,0,0,0,13,esci,bge_base,full,20
70263,0,0,0,11,esci,bge_base,full,20
70625,0,0,0,3,esci,bge_base,full,20
70787,0,0,0,5,esci,bge_base,full,20
71186,0,0,0,8,esci,bge_base,full,20
71356,0,0,0,7,esci,bge_base,full,20
71655,0,0,0,20,esci,bge_base,full,20
71902,0,0,0,1,esci,bge_base,full,20
72088,0,0,0,11,esci,bge_base,full,20
72127,0,0,0,3,esci,bge_base,full,20
72915,0,0,0,15,esci,bge_base,full,20
73215,0,0,0,3,esci,bge_base,full,20
73282,0,0,0,7,esci,bge_base,full,20
73400,0,0,0,13,esci,bge_base,full,20
73401,0,0,0,13,esci,bge_base,full,20
73522,0,0,0,7,esci,bge_base,full,20
73746,0,0,0,3,esci,bge_base,full,20
73944,0,0,0,9,esci,bge_base,full,20
74270,0,0,0,3,esci,bge_base,full,20
74336,0,0,0,4,esci,bge_base,full,20
74620,0,0,0,7,esci,bge_base,full,20
74628,0,0,0,24,esci,bge_base,full,20
74654,0,0,0,16,esci,bge_base,full,20
74782,0,0,0,6,esci,bge_base,full,20
75417,0,0,0,6,esci,bge_base,full,20
75512,0,0,0,28,esci,bge_base,full,20
75831,0,0,0,6,esci,bge_base,full,20
75925,0,0,0,5,esci,bge_base,full,20
76144,0,0,0,12,esci,bge_base,full,20
