query_id,persistent_inclusion,VI,persistent_omission,source_order_inclusion,seven_schedule_mean_inclusion,n_highest,dataset,model,intervention,target_support,K,status,schedule_family,catalog_size
12176,0.3888888888888889,0.055555555555555552,0.55555555555555558,0.44444444444444442,0.43650793650793651,18,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
12432,0.5,0.16666666666666666,0.33333333333333331,0.66666666666666663,0.6428571428571429,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
12557,0.75,0,0.25,0.75,0.75,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
12664,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13089,1,0,0,1,1,21,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13169,0.875,0,0.125,0.875,0.875,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13471,1,0,0,1,1,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13639,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13785,1,0,0,1,1,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
13954,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
14346,0.40000000000000002,0,0.59999999999999998,0.40000000000000002,0.40000000000000002,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
14880,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
14882,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15154,0.041666666666666664,0.083333333333333329,0.875,0.041666666666666664,0.077380952380952384,24,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15311,0.88888888888888884,0,0.1111111111111111,0.88888888888888884,0.88888888888888884,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15647,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15716,0.90909090909090906,0,0.090909090909090912,0.90909090909090906,0.90909090909090906,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15777,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
15807,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
16613,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
16684,1,0,0,1,1,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
17384,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
17607,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
17689,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
17742,0.375,0,0.625,0.375,0.375,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
18356,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
18553,1,0,0,1,1,17,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
18679,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
18682,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
18932,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19053,1,0,0,1,1,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19134,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19268,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.46153846153846156,0.43956043956043955,13,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19369,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19372,1,0,0,1,1,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19380,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19619,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19694,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
19953,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20037,1,0,0,1,1,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20185,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20307,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20315,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20500,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20523,0.33333333333333331,0,0.66666666666666663,0.33333333333333331,0.33333333333333331,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
20788,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
21481,1,0,0,1,1,15,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
21645,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
22173,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
22211,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
22441,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
22639,0.75,0,0.25,0.75,0.75,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
23148,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
23260,0.076923076923076927,0.076923076923076927,0.84615384615384615,0.15384615384615385,0.13186813186813187,13,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
23744,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
24082,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
24402,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
24504,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
24668,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
24831,0.94117647058823528,0,0.058823529411764705,0.94117647058823528,0.94117647058823528,17,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
25132,0.5,0.083333333333333329,0.41666666666666669,0.5,0.5357142857142857,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
25426,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
25497,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
25516,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
25591,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
26321,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
26642,0.69999999999999996,0,0.29999999999999999,0.69999999999999996,0.69999999999999996,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
26872,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
27927,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
28198,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
28637,0.33333333333333331,0,0.66666666666666663,0.33333333333333331,0.33333333333333331,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29123,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29488,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29596,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29729,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29868,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29941,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
29952,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
30020,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
30318,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
31573,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
31659,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
31724,0.5,0,0.5,0.5,0.5,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
31889,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32142,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32164,0.125,0,0.875,0.125,0.125,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32311,0.29999999999999999,0,0.69999999999999996,0.29999999999999999,0.29999999999999999,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32350,0,0.33333333333333331,0.66666666666666663,0.33333333333333331,0.23809523809523811,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32351,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32430,0.72222222222222221,0,0.27777777777777779,0.72222222222222221,0.72222222222222221,18,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32812,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
32917,0.5,0,0.5,0.5,0.5,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
33004,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
33735,1,0,0,1,1,14,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
34128,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
34229,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
34443,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
34775,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
34817,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
35117,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
35242,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
35755,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
36669,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
36678,0,0,1,0,0,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
36753,0.75,0.083333333333333329,0.16666666666666666,0.75,0.7857142857142857,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
36912,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
37451,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
37466,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
37670,0.2857142857142857,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
38679,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
39022,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
39107,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
39157,0.5,0.5,0,0.5,0.7142857142857143,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40165,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40292,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40483,1,0,0,1,1,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40528,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40573,1,0,0,1,1,17,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40615,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
40834,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
41423,0.625,0.125,0.25,0.625,0.6607142857142857,8,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
41492,0.90909090909090906,0,0.090909090909090912,0.90909090909090906,0.90909090909090906,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
41502,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
41795,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42118,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42332,1,0,0,1,1,13,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42405,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42445,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42964,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
42968,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
43579,0.33333333333333331,0.33333333333333331,0.33333333333333331,0.66666666666666663,0.61904761904761907,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
43961,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
43983,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
44424,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
44816,0.22222222222222221,0,0.77777777777777779,0.22222222222222221,0.22222222222222221,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
44845,0.5714285714285714,0,0.42857142857142855,0.5714285714285714,0.5714285714285714,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
44960,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45464,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45588,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45713,0,0,1,0,0,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45745,1,0,0,1,1,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45843,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
45990,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46008,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46089,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46097,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46149,1,0,0,1,1,15,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46177,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46471,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
46910,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47106,0.77777777777777779,0,0.22222222222222221,0.77777777777777779,0.77777777777777779,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47213,0.66666666666666663,0.33333333333333331,0,1,0.80952380952380942,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47217,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47526,1,0,0,1,1,18,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47631,0.54166666666666663,0.083333333333333329,0.375,0.58333333333333337,0.5892857142857143,24,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47857,1,0,0,1,1,25,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
47892,0,0,1,0,0,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
48397,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
48914,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
48929,0.75,0,0.25,0.75,0.75,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
49077,0.83333333333333337,0,0.16666666666666666,0.83333333333333337,0.83333333333333337,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
49201,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
49481,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
49972,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
50118,0.91666666666666663,0,0.083333333333333329,0.91666666666666663,0.91666666666666663,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
50311,1,0,0,1,1,14,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
50356,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
50494,0.8571428571428571,0,0.14285714285714285,0.8571428571428571,0.8571428571428571,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
51056,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
51227,1,0,0,1,1,13,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
51454,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
52230,0.90000000000000002,0,0.10000000000000001,0.90000000000000002,0.90000000000000002,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
52255,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
52482,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
52830,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
53042,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
53114,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
53284,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
53328,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
53451,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
54039,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
54044,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
54558,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
54634,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
55280,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
55365,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
55531,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
55677,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
56281,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
56758,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
57100,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
57276,1,0,0,1,1,23,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
57921,1,0,0,1,1,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
58044,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
58233,0,0,1,0,0,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
58514,1,0,0,1,1,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
58597,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
59963,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
60628,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61329,1,0,0,1,1,14,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61522,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61574,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61598,0.5,0.5,0,0.5,0.5714285714285714,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61723,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61798,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61830,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
61961,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62478,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62513,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62558,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62858,0.88888888888888884,0,0.1111111111111111,0.88888888888888884,0.88888888888888884,9,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62937,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
62954,0.90909090909090906,0,0.090909090909090912,0.90909090909090906,0.90909090909090906,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
63291,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
63701,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
63917,0.95999999999999996,0,0.040000000000000001,0.95999999999999996,0.95999999999999996,25,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
63927,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
64191,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
64212,1,0,0,1,1,6,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
64296,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
64880,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
65197,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
65347,0.5,0,0.5,0.5,0.5,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
65397,0.36363636363636365,0,0.63636363636363635,0.36363636363636365,0.36363636363636365,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
65683,1,0,0,1,1,20,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
65798,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66004,1,0,0,1,1,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66062,0,0,1,0,0,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66396,0.95652173913043481,0,0.043478260869565216,0.95652173913043481,0.95652173913043481,23,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66421,0.66666666666666663,0,0.33333333333333331,0.66666666666666663,0.66666666666666663,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66476,0.5,0,0.5,0.5,0.5,10,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
66494,0.80000000000000004,0,0.20000000000000001,0.80000000000000004,0.80000000000000004,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67075,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67189,1,0,0,1,1,1,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67570,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67637,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67712,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
67894,0.41666666666666669,0.33333333333333331,0.25,0.66666666666666663,0.59523809523809523,12,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
68340,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
68572,1,0,0,1,1,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
69025,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
69269,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
69657,1,0,0,1,1,13,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
69695,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
69739,0,0,1,0,0,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
70263,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
70625,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
70787,1,0,0,1,1,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
71356,0.59999999999999998,0,0.40000000000000002,0.59999999999999998,0.59999999999999998,5,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
72088,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
72127,0.5,0,0.5,0.5,0.5,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
72915,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73215,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73282,0.7142857142857143,0,0.2857142857142857,0.7142857142857143,0.7142857142857143,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73400,1,0,0,1,1,11,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73401,1,0,0,1,1,2,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73522,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73746,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
73944,1,0,0,1,1,3,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
74336,0.75,0.25,0,1,0.8571428571428571,4,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
74620,1,0,0,1,1,7,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
74628,0.8666666666666667,0,0.13333333333333333,0.8666666666666667,0.8666666666666667,15,esci,minilm,catalog_wide,fully_fitting,100,available,original seven,10076
