query_id,persistent_inclusion,VI,persistent_omission,n_highest,dataset,model,support,family,K,profile
60,0.66666666666666663,0.33333333333333331,0,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
65,0.078947368421052627,0.15789473684210525,0.76315789473684215,38,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
66,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
68,0.06741573033707865,0.1348314606741573,0.797752808988764,89,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
74,1,0,0,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
76,0,0,1,2,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
77,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
78,0,0,1,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
82,0.018867924528301886,0.056603773584905662,0.92452830188679247,53,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
86,0.33333333333333331,0.33333333333333331,0.33333333333333331,15,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
88,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
89,0.088235294117647065,0.10294117647058823,0.80882352941176472,68,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
91,0.25,0.125,0.625,8,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
93,0.034482758620689655,0.086206896551724144,0.87931034482758619,58,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
94,0.25,0,0.75,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
102,0.17543859649122806,0.42105263157894735,0.40350877192982454,57,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
107,0.046511627906976744,0.23255813953488372,0.72093023255813948,43,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
111,0.17391304347826086,0.27536231884057971,0.55072463768115942,69,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
122,0.021333333333333333,0.032000000000000001,0.94666666666666666,375,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
123,0.042780748663101602,0.053475935828877004,0.90374331550802134,187,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
125,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
126,0.037344398340248962,0.087136929460580909,0.87551867219917012,241,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
129,0.14285714285714285,0.6428571428571429,0.21428571428571427,28,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
130,0.0053475935828877002,0.021390374331550801,0.9732620320855615,187,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
132,0.11904761904761904,0.26190476190476192,0.61904761904761907,42,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
137,0.012500000000000001,0.1125,0.875,80,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
140,0.33333333333333331,0.33333333333333331,0.33333333333333331,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
141,0.66666666666666663,0,0.33333333333333331,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
142,0.20000000000000001,0,0.80000000000000004,5,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
146,0,0,1,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
147,0.83333333333333337,0.083333333333333329,0.083333333333333329,12,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
148,0.046391752577319589,0.12886597938144329,0.82474226804123707,194,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
150,0.80952380952380953,0.095238095238095233,0.095238095238095233,21,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
155,0.375,0.125,0.5,8,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
160,0.039823008849557522,0.070796460176991149,0.88938053097345138,226,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
164,0.015625,0.109375,0.875,128,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
165,0.13043478260869565,0.10144927536231885,0.76811594202898548,69,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
176,0.52173913043478259,0.2608695652173913,0.21739130434782608,23,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
177,0,0.375,0.625,16,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
180,0.125,0.1111111111111111,0.76388888888888884,72,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
182,0.22413793103448276,0.22413793103448276,0.55172413793103448,58,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
184,0.15254237288135594,0.10169491525423729,0.74576271186440679,59,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
185,0.55882352941176472,0.058823529411764705,0.38235294117647056,34,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
195,0.66666666666666663,0.33333333333333331,0,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
200,1,0,0,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
202,0.088888888888888892,0.28888888888888886,0.62222222222222223,45,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
203,0.20000000000000001,0.80000000000000004,0,5,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
210,0.55555555555555558,0.44444444444444442,0,9,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
213,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
226,0.045685279187817257,0.096446700507614211,0.85786802030456855,197,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
235,0.097744360902255634,0.12030075187969924,0.78195488721804507,133,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
241,0.040540540540540543,0.19594594594594594,0.76351351351351349,148,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
242,0.022857142857142857,0.12,0.8571428571428571,175,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
244,0.1111111111111111,0.22222222222222221,0.66666666666666663,9,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
246,0.33333333333333331,0.25,0.41666666666666669,12,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
251,0.15555555555555556,0.13333333333333333,0.71111111111111114,90,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
260,0.61538461538461542,0.11538461538461539,0.26923076923076922,26,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
266,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
267,1,0,0,2,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
270,0.16666666666666666,0.5,0.33333333333333331,42,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
271,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
273,0.75,0,0.25,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
275,0.53846153846153844,0.23076923076923078,0.23076923076923078,13,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
279,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
281,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
295,0,0.16666666666666666,0.83333333333333337,6,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
297,0.375,0.5,0.125,8,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
302,0.067796610169491525,0.2711864406779661,0.66101694915254239,59,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
308,0.5,0.5,0,2,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
310,1,0,0,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
313,0.66666666666666663,0,0.33333333333333331,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
316,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
317,1,0,0,2,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
323,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
326,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
327,0.125,0.25,0.625,8,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
330,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
346,0.63157894736842102,0.26315789473684209,0.10526315789473684,19,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
352,0.51724137931034486,0.31034482758620691,0.17241379310344829,29,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
359,0.375,0.375,0.25,8,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
367,0.047619047619047616,0.16666666666666666,0.7857142857142857,42,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
368,0.1728395061728395,0.13580246913580246,0.69135802469135799,81,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
370,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
372,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
376,0.66666666666666663,0,0.33333333333333331,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
382,0,0,1,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
396,1,0,0,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
402,0,0.14285714285714285,0.8571428571428571,7,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
407,0,0.18181818181818182,0.81818181818181823,11,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
415,0.20000000000000001,0.10666666666666667,0.69333333333333336,75,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
417,0.026595744680851064,0.063829787234042548,0.90957446808510634,188,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
425,0.017857142857142856,0.125,0.8571428571428571,56,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
429,0.010638297872340425,0.11702127659574468,0.87234042553191493,94,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
433,0.053097345132743362,0.18584070796460178,0.76106194690265483,113,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
435,0.042553191489361701,0.042553191489361701,0.91489361702127658,47,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
438,0.14851485148514851,0.13861386138613863,0.71287128712871284,101,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
441,0.038461538461538464,0.21794871794871795,0.74358974358974361,78,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
445,0.035294117647058823,0.12941176470588237,0.83529411764705885,170,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
447,0,0.33333333333333331,0.66666666666666663,3,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
455,1,0,0,2,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
459,0.15789473684210525,0.42105263157894735,0.42105263157894735,19,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
460,0,0.14285714285714285,0.8571428571428571,7,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
461,1,0,0,4,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
464,0.17647058823529413,0.16470588235294117,0.6588235294117647,85,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
465,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
466,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
476,0.0062597809076682318,0.059467918622848198,0.93427230046948362,639,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
481,0,0,1,1,wands,bge_base,full,16,20,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
1,0.125,0.375,0.5,8,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
2,0.54304635761589404,0.19867549668874171,0.25827814569536423,151,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
6,0.093023255813953487,0.23255813953488372,0.67441860465116277,43,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
7,0.56521739130434778,0.21739130434782608,0.21739130434782608,23,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
11,0.87692307692307692,0.1076923076923077,0.015384615384615385,65,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
13,0.82608695652173914,0.086956521739130432,0.086956521739130432,46,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
14,0.55000000000000004,0.20000000000000001,0.25,20,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
17,0.76190476190476186,0.19047619047619047,0.047619047619047616,21,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
26,0.039954337899543377,0.1004566210045662,0.8595890410958904,876,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
27,0.46000000000000002,0.23000000000000001,0.31,100,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
31,0,0,1,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
36,0.83783783783783783,0.054054054054054057,0.10810810810810811,37,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
37,0.18181818181818182,0.10000000000000001,0.71818181818181814,110,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
39,0.70967741935483875,0.25806451612903225,0.032258064516129031,31,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
40,0.52500000000000002,0.25,0.22500000000000001,40,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
42,1,0,0,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
48,1,0,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
54,0.80000000000000004,0,0.20000000000000001,5,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
55,1,0,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
59,0.97674418604651159,0.023255813953488372,0,43,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
60,1,0,0,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
65,0.76315789473684215,0.078947368421052627,0.15789473684210525,38,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
66,1,0,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
68,0.449438202247191,0.29213483146067415,0.25842696629213485,89,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
74,1,0,0,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
76,0,0.5,0.5,2,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
77,0,1,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
78,0,0,1,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
82,0.11320754716981132,0.35849056603773582,0.52830188679245282,53,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
86,0.80000000000000004,0.20000000000000001,0,15,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
88,1,0,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
89,0.3235294117647059,0.23529411764705882,0.44117647058823528,68,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
91,0.625,0,0.375,8,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
93,0.1206896551724138,0.29310344827586204,0.58620689655172409,58,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
94,1,0,0,4,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
102,0.98245614035087714,0.017543859649122806,0,57,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
107,0.13953488372093023,0.30232558139534882,0.55813953488372092,43,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
111,0.91304347826086951,0.043478260869565216,0.043478260869565216,69,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
122,0.034666666666666665,0.15466666666666667,0.81066666666666665,375,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
123,0.12299465240641712,0.11229946524064172,0.76470588235294112,187,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
125,0,1,0,1,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
126,0.14522821576763487,0.29875518672199169,0.55601659751037347,241,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
129,0.8571428571428571,0,0.14285714285714285,28,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
130,0.016042780748663103,0.069518716577540107,0.91443850267379678,187,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
132,0.45238095238095238,0.14285714285714285,0.40476190476190477,42,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
137,0.16250000000000001,0.25,0.58750000000000002,80,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
140,0.66666666666666663,0,0.33333333333333331,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
141,0.66666666666666663,0,0.33333333333333331,3,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
142,0.40000000000000002,0.20000000000000001,0.40000000000000002,5,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
146,0,0,1,4,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
147,0.91666666666666663,0.083333333333333329,0,12,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
148,0.25773195876288657,0.20103092783505155,0.54123711340206182,194,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
150,0.95238095238095233,0,0.047619047619047616,21,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
155,0.375,0.25,0.375,8,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
160,0.21238938053097345,0.26991150442477874,0.51769911504424782,226,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
164,0.1171875,0.15625,0.7265625,128,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
165,0.37681159420289856,0.3188405797101449,0.30434782608695654,69,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
176,0.82608695652173914,0.13043478260869565,0.043478260869565216,23,wands,bge_base,full,16,100,bf60963c170ae3b0459e7e2e9f1734d0d8a6ab6eae5cceeb374a2799592ed00a
