dataset,model,method,K,aggregation,metric,estimate,ci_low,ci_high,bootstrap_seed,bootstrap_draws
esci,minilm,reconstructed_raw_seven,20,query_macro,delta_persistent_inclusion_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,query_macro,delta_VI_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,query_macro,delta_persistent_omission_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,query_macro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,query_macro,delta_mean_recall_vs_raw_C0,-0.003758201382873,-0.0082794343474067,0.0007886033061865,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,source_order_recall,0.6312584573748309,0.5995585192847642,0.6637154173874329,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,seven_schedule_mean_recall,0.6286487531413106,0.5970714559429253,0.6607324116700187,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,persistent_inclusion,0.603743797925124,0.5717539672585713,0.636532219153622,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,VI,0.0466847090663058,0.0391332720566061,0.0544994413709837,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,persistent_omission,0.3495714930085701,0.317841015977253,0.3809427923082978,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C0,0.6312584573748309,0.5995585192847642,0.6637154173874329,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C1,0.6276499774470005,0.5959745263459835,0.6596049901512733,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C2s1,0.6292286874154263,0.5976266137653751,0.6613726215433218,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C2s2,0.627424447451511,0.5959697468328733,0.6593037401637659,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C2s3,0.6294542174109157,0.597827338042804,0.6618471485847927,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C2s4,0.6281010374379793,0.5964369536496914,0.6606319335491228,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,recall_C2s5,0.627424447451511,0.5957016480952696,0.6593533285213212,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_VI_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_persistent_omission_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,reconstructed_raw_seven,20,pair_micro,delta_mean_recall_vs_raw_C0,-0.0026097042335202,-0.0054037433463768,0.0001669766948215,2026091701,10000
esci,minilm,raw_seven,100,query_macro,source_order_recall,0.8613586583093018,0.8371598645791339,0.8845142225667798,2026091701,10000
esci,minilm,raw_seven,100,query_macro,seven_schedule_mean_recall,0.8619282922438799,0.8382256768141895,0.8846662886007763,2026091701,10000
esci,minilm,raw_seven,100,query_macro,persistent_inclusion,0.8552837328080235,0.8309691418355329,0.8787066219058487,2026091701,10000
esci,minilm,raw_seven,100,query_macro,VI,0.0141291819773783,0.00857561786169,0.0208154825185762,2026091701,10000
esci,minilm,raw_seven,100,query_macro,persistent_omission,0.130587085214598,0.108147957885847,0.1539021672139991,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C0,0.8613586583093018,0.8371598645791339,0.8845142225667798,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C1,0.8636918656274791,0.8401189453942629,0.8863210102645712,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C2s1,0.8628158267253879,0.839188189086441,0.8856644218595708,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C2s2,0.8638172384732927,0.8404241842346043,0.8863918718174997,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C2s3,0.8616492578233481,0.8378240264070047,0.8845692041972658,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C2s4,0.8613625844655325,0.8374152935188025,0.8841735391270995,2026091701,10000
esci,minilm,raw_seven,100,query_macro,recall_C2s5,0.8588026142828169,0.8349800686481411,0.8818601009778149,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_VI_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,query_macro,delta_mean_recall_vs_raw_C0,0.0005696339345781,-0.0024181145761359,0.0043182263899591,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,source_order_recall,0.8721244925575101,0.8447389504807559,0.897580296634237,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,seven_schedule_mean_recall,0.8720278368451573,0.8449514590580963,0.8972476822273887,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,persistent_inclusion,0.8664862426702752,0.8385916140127254,0.8924434988375342,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,VI,0.012404149751917,0.0084632516703786,0.0168935914463485,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,persistent_omission,0.1211096075778078,0.0967219597277196,0.1472156175098431,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C0,0.8721244925575101,0.8447389504807559,0.897580296634237,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C1,0.8737032025259359,0.8471053952138277,0.8984984576060878,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C2s1,0.8721244925575101,0.8449499571200015,0.8977085757633595,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C2s2,0.8721244925575101,0.8448904318840214,0.897487855107784,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C2s3,0.8716734325665314,0.8446599148669937,0.8969474027980557,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C2s4,0.871447902571042,0.8443292514735344,0.8969262497114385,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,recall_C2s5,0.8709968425800632,0.8437557087276878,0.8960550241172882,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_VI_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_seven,100,pair_micro,delta_mean_recall_vs_raw_C0,-9.66557123526007e-05,-0.0014524056769943,0.0011666117832023,2026091701,10000
esci,minilm,raw_C0,100,query_macro,source_order_recall,0.8613586583093018,0.8371598645791339,0.8845142225667798,2026091701,10000
esci,minilm,raw_C0,100,query_macro,recall_C0,0.8613586583093018,0.8371598645791339,0.8845142225667798,2026091701,10000
esci,minilm,raw_C0,100,query_macro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,raw_C0,100,pair_micro,source_order_recall,0.8721244925575101,0.8447389504807559,0.897580296634237,2026091701,10000
esci,minilm,raw_C0,100,pair_micro,recall_C0,0.8721244925575101,0.8447389504807559,0.897580296634237,2026091701,10000
esci,minilm,raw_C0,100,pair_micro,delta_source_recall_vs_raw_C0,0.0,0.0,0.0,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,source_order_recall,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,seven_schedule_mean_recall,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,persistent_inclusion,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,persistent_omission,0.1358829944934733,0.1131401937306185,0.1594979763515153,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C0,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C1,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C2s1,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C2s2,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C2s3,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C2s4,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,recall_C2s5,0.8641170055065267,0.8405020236484846,0.8868598062693815,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0021887132626468,3.194523829543863e-05,0.0046753859867587,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.0088332726985031,0.0043992602462667,0.0147093065028936,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_VI_vs_raw_seven,-0.0141291819773783,-0.0208154825185762,-0.00857561786169,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0052959092788752,0.0026035602951935,0.0085262191048764,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_source_recall_vs_raw_C0,0.0027583471972249,-0.0004525809861481,0.0075713389816596,2026091701,10000
esci,minilm,lexical_ascending,100,query_macro,delta_mean_recall_vs_raw_C0,0.0027583471972249,-0.0004525809861481,0.0075713389816596,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,source_order_recall,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,seven_schedule_mean_recall,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,persistent_inclusion,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,persistent_omission,0.1260712674785746,0.100803250386384,0.1532297025726136,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C0,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C1,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C2s1,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C2s2,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C2s3,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C2s4,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,recall_C2s5,0.8739287325214253,0.8467702974273863,0.899196749613616,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0019008956762678,0.0003905624450737,0.0035967925841066,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.0074424898511502,0.0046583850931677,0.0105833211885866,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_VI_vs_raw_seven,-0.012404149751917,-0.0168935914463485,-0.0084632516703786,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.0049616599007668,0.0028254906499419,0.0073743428824018,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_source_recall_vs_raw_C0,0.0018042399639152,0.0002193920656181,0.0036782545762576,2026091701,10000
esci,minilm,lexical_ascending,100,pair_micro,delta_mean_recall_vs_raw_C0,0.0018042399639152,0.0002193920656181,0.0036782545762576,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,source_order_recall,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,seven_schedule_mean_recall,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,persistent_inclusion,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,persistent_omission,0.1361853724762119,0.113449128713945,0.1598189543850438,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C0,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C1,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C2s1,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C2s2,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C2s3,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C2s4,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,recall_C2s5,0.863814627523788,0.840181045614956,0.8865508712860548,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0018863352799081,-0.0004275139211977,0.0045514905886094,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.0085308947157644,0.003916378748543,0.0143409288815726,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_VI_vs_raw_seven,-0.0141291819773783,-0.0208154825185762,-0.00857561786169,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0055982872616139,0.0024169890452455,0.0092549031351636,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_source_recall_vs_raw_C0,0.0024559692144862,-0.0022252721532531,0.0081216075730103,2026091701,10000
esci,minilm,lexical_descending,100,query_macro,delta_mean_recall_vs_raw_C0,0.0024559692144862,-0.0022252721532531,0.0081216075730103,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,source_order_recall,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,seven_schedule_mean_recall,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,persistent_inclusion,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,persistent_omission,0.127424447451511,0.1023935222655539,0.1544293105008184,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C0,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C1,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C2s1,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C2s2,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C2s3,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C2s4,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,recall_C2s5,0.872575552548489,0.8455706894991816,0.8976064777344461,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0005477157033314,-0.0009875630638976,0.0021773214960203,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.0060893098782138,0.0036939884085629,0.0089058606852557,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_VI_vs_raw_seven,-0.012404149751917,-0.0168935914463485,-0.0084632516703786,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.0063148398737032,0.0036338598591957,0.0093543288583943,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_source_recall_vs_raw_C0,0.0004510599909788,-0.0018107741059302,0.0027112211244469,2026091701,10000
esci,minilm,lexical_descending,100,pair_micro,delta_mean_recall_vs_raw_C0,0.0004510599909788,-0.0018107741059302,0.0027112211244469,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,source_order_recall,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,seven_schedule_mean_recall,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,persistent_inclusion,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,persistent_omission,0.1364295421342093,0.1137357492147904,0.1600569596126942,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C0,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C1,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C2s1,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C2s2,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C2s3,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C2s4,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,recall_C2s5,0.8635704578657907,0.8399430403873056,0.8862642507852094,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0016421656219108,-0.0004607891363098,0.0040379647096205,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_persistent_inclusion_vs_raw_seven,0.0082867250577671,0.0039450752107315,0.014003750542766,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_VI_vs_raw_seven,-0.0141291819773783,-0.0208154825185762,-0.00857561786169,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0058424569196112,0.0030036696770163,0.0091824829312304,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_source_recall_vs_raw_C0,0.0022117995564889,-0.0009239716529295,0.0070276462849108,2026091701,10000
esci,minilm,field_priority_type,100,query_macro,delta_mean_recall_vs_raw_C0,0.0022117995564889,-0.0009239716529295,0.0070276462849108,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,source_order_recall,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,seven_schedule_mean_recall,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,persistent_inclusion,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,persistent_omission,0.1267478574650428,0.1015647379886834,0.1538461538461538,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C0,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C1,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C2s1,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C2s2,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C2s3,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C2s4,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,recall_C2s5,0.8732521425349572,0.8461538461538461,0.8984352620113165,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,0.0012243056897996,-0.0001966127730424,0.0027287419811625,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,0.006765899864682,0.0041979621473938,0.0096725034652301,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_VI_vs_raw_seven,-0.012404149751917,-0.0168935914463485,-0.0084632516703786,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.005638249887235,0.0033170613403837,0.0082997105255073,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_source_recall_vs_raw_C0,0.001127649977447,-0.0004483501069452,0.0027542044687912,2026091701,10000
esci,minilm,field_priority_type,100,pair_micro,delta_mean_recall_vs_raw_C0,0.001127649977447,-0.0004483501069452,0.0027542044687912,2026091701,10000
esci,minilm,set_mean,100,query_macro,source_order_recall,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,seven_schedule_mean_recall,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,persistent_inclusion,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,set_mean,100,query_macro,persistent_omission,0.1549843402436752,0.1302880619292603,0.1803046753703888,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C0,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C1,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C2s1,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C2s2,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C2s3,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C2s4,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,recall_C2s5,0.8450156597563249,0.8196953246296111,0.8697119380707397,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.016912632487555,-0.0290307026255253,-0.005131032561245,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_persistent_inclusion_vs_raw_seven,-0.0102680730516987,-0.0233246590723694,0.002677231103219,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_VI_vs_raw_seven,-0.0141291819773783,-0.0208154825185762,-0.00857561786169,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_persistent_omission_vs_raw_seven,0.0243972550290771,0.0128071077941639,0.0364312497611933,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_source_recall_vs_raw_C0,-0.0163429985529769,-0.0291236856052028,-0.0037490517639389,2026091701,10000
esci,minilm,set_mean,100,query_macro,delta_mean_recall_vs_raw_C0,-0.0163429985529769,-0.0291236856052028,-0.0037490517639389,2026091701,10000
esci,minilm,set_mean,100,pair_micro,source_order_recall,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,seven_schedule_mean_recall,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,persistent_inclusion,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,VI,0.0,0.0,0.0,2026091701,10000
esci,minilm,set_mean,100,pair_micro,persistent_omission,0.1389264772214704,0.1137151578464492,0.1659589819833345,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C0,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C1,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C2s1,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C2s2,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C2s3,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C2s4,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,recall_C2s5,0.8610735227785296,0.8340410180166655,0.8862848421535507,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_seven_schedule_mean_recall_vs_raw_seven,-0.010954314066628,-0.0187223224874304,-0.0027471875847113,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_persistent_inclusion_vs_raw_seven,-0.0054127198917456,-0.0135894156624342,0.0032561021208731,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_VI_vs_raw_seven,-0.012404149751917,-0.0168935914463485,-0.0084632516703786,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_persistent_omission_vs_raw_seven,0.0178168696436626,0.0097132233868975,0.0255962042747438,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_source_recall_vs_raw_C0,-0.0110509697789806,-0.019102653893395,-0.0026826136385567,2026091701,10000
esci,minilm,set_mean,100,pair_micro,delta_mean_recall_vs_raw_C0,-0.0110509697789806,-0.019102653893395,-0.0026826136385567,2026091701,10000
esci,minilm,centroid_2,100,query_macro,source_order_recall,0.8632655857172312,0.8395062969148681,0.8858998700675751,2026091701,10000
