product_id,C0,C1,C2s1,C2s2,C2s3,C2s4,C2s5,fully_fits
21530,614,614,614,614,614,614,614,False
21531,625,625,625,625,625,625,625,False
21532,691,691,691,691,691,691,691,False
21533,587,587,587,587,587,587,587,False
21534,559,559,559,559,559,559,559,False
21535,541,541,541,541,541,541,541,False
21536,522,522,522,522,522,522,522,False
21537,472,472,472,472,472,472,472,True
21538,456,456,456,456,456,456,456,True
21539,488,488,488,488,488,488,488,True
21540,468,468,468,468,468,468,468,True
21541,455,455,455,455,455,455,455,True
21542,1131,1131,1131,1131,1131,1131,1131,False
21543,1024,1024,1024,1024,1024,1024,1024,False
21544,972,972,972,972,972,972,972,False
21545,691,691,691,691,691,691,691,False
21546,1127,1127,1127,1127,1127,1127,1127,False
21547,1073,1073,1073,1073,1073,1073,1073,False
21548,1215,1215,1215,1215,1215,1215,1215,False
21549,1189,1189,1189,1189,1189,1189,1189,False
21550,1133,1133,1133,1133,1133,1133,1133,False
21551,1133,1133,1133,1133,1133,1133,1133,False
21552,1015,1015,1015,1015,1015,1015,1015,False
21553,1100,1100,1100,1100,1100,1100,1100,False
21554,639,639,639,639,639,639,639,False
21555,407,407,407,407,407,407,407,True
21556,385,385,385,385,385,385,385,True
21557,907,907,907,907,907,907,907,False
21558,791,791,791,791,791,791,791,False
21559,970,970,970,970,970,970,970,False
21560,778,778,778,778,778,778,778,False
21561,381,381,381,381,381,381,381,True
21562,839,839,839,839,839,839,839,False
21563,793,793,793,793,793,793,793,False
21564,406,406,406,406,406,406,406,True
21565,409,409,409,409,409,409,409,True
21566,921,921,921,921,921,921,921,False
21567,764,764,764,764,764,764,764,False
21568,673,673,673,673,673,673,673,False
21569,871,871,871,871,871,871,871,False
21570,571,571,571,571,571,571,571,False
21571,580,580,580,580,580,580,580,False
21572,900,900,900,900,900,900,900,False
21573,700,700,700,700,700,700,700,False
21574,563,563,563,563,563,563,563,False
21575,526,526,526,526,526,526,526,False
21576,574,574,574,574,574,574,574,False
21577,530,530,530,530,530,530,530,False
21578,552,552,552,552,552,552,552,False
21579,281,281,281,281,281,281,281,True
21580,600,600,600,600,600,600,600,False
21581,605,605,605,605,605,605,605,False
21582,578,578,578,578,578,578,578,False
21583,733,733,733,733,733,733,733,False
21584,739,739,739,739,739,739,739,False
21585,182,182,182,182,182,182,182,True
21586,228,228,228,228,228,228,228,True
21587,391,391,391,391,391,391,391,True
21588,307,307,307,307,307,307,307,True
21589,280,280,280,280,280,280,280,True
21590,666,666,666,666,666,666,666,False
21591,712,712,712,712,712,712,712,False
21592,530,530,530,530,530,530,530,False
21593,823,823,823,823,823,823,823,False
21594,1082,1082,1082,1082,1082,1082,1082,False
21595,662,662,662,662,662,662,662,False
21596,680,680,680,680,680,680,680,False
21597,804,804,804,804,804,804,804,False
21598,987,987,987,987,987,987,987,False
21599,697,697,697,697,697,697,697,False
21600,1083,1083,1083,1083,1083,1083,1083,False
21601,699,699,699,699,699,699,699,False
21602,979,979,979,979,979,979,979,False
21603,476,476,476,476,476,476,476,True
21604,711,711,711,711,711,711,711,False
21605,519,519,519,519,519,519,519,False
21606,894,894,894,894,894,894,894,False
21607,1241,1241,1241,1241,1241,1241,1241,False
21608,937,937,937,937,937,937,937,False
21609,851,851,851,851,851,851,851,False
21610,1525,1525,1525,1525,1525,1525,1525,False
21611,1034,1034,1034,1034,1034,1034,1034,False
21612,991,991,991,991,991,991,991,False
21613,683,683,683,683,683,683,683,False
21614,400,400,400,400,400,400,400,True
21615,699,699,699,699,699,699,699,False
21616,666,666,666,666,666,666,666,False
21617,1040,1040,1040,1040,1040,1040,1040,False
21618,1085,1085,1085,1085,1085,1085,1085,False
21619,986,986,986,986,986,986,986,False
21620,797,797,797,797,797,797,797,False
21621,925,925,925,925,925,925,925,False
21622,917,917,917,917,917,917,917,False
21623,827,827,827,827,827,827,827,False
21624,807,807,807,807,807,807,807,False
21625,738,738,738,738,738,738,738,False
21626,883,883,883,883,883,883,883,False
21627,862,862,862,862,862,862,862,False
21628,715,715,715,715,715,715,715,False
21629,699,699,699,699,699,699,699,False
21630,695,695,695,695,695,695,695,False
21631,728,728,728,728,728,728,728,False
21632,769,769,769,769,769,769,769,False
21633,663,663,663,663,663,663,663,False
21634,775,775,775,775,775,775,775,False
21635,715,715,715,715,715,715,715,False
21636,829,829,829,829,829,829,829,False
21637,769,769,769,769,769,769,769,False
21638,543,543,543,543,543,543,543,False
21639,538,538,538,538,538,538,538,False
21640,313,313,313,313,313,313,313,True
21641,463,463,463,463,463,463,463,True
21642,492,492,492,492,492,492,492,True
21643,170,170,170,170,170,170,170,True
21644,661,661,661,661,661,661,661,False
21645,681,681,681,681,681,681,681,False
21646,706,706,706,706,706,706,706,False
21647,702,702,702,702,702,702,702,False
21648,537,537,537,537,537,537,537,False
21649,814,814,814,814,814,814,814,False
21650,594,594,594,594,594,594,594,False
21651,906,906,906,906,906,906,906,False
21652,668,668,668,668,668,668,668,False
21653,528,528,528,528,528,528,528,False
21654,330,330,330,330,330,330,330,True
21655,740,740,740,740,740,740,740,False
21656,904,904,904,904,904,904,904,False
21657,543,543,543,543,543,543,543,False
21658,555,555,555,555,555,555,555,False
21659,928,928,928,928,928,928,928,False
21660,339,339,339,339,339,339,339,True
21661,301,301,301,301,301,301,301,True
21662,565,565,565,565,565,565,565,False
21663,498,498,498,498,498,498,498,True
21664,586,586,586,586,586,586,586,False
21665,804,804,804,804,804,804,804,False
21666,657,657,657,657,657,657,657,False
21667,870,870,870,870,870,870,870,False
21668,536,536,536,536,536,536,536,False
21669,579,579,579,579,579,579,579,False
21670,602,602,602,602,602,602,602,False
21671,303,303,303,303,303,303,303,True
21672,407,407,407,407,407,407,407,True
21673,267,267,267,267,267,267,267,True
21674,280,280,280,280,280,280,280,True
21675,914,914,914,914,914,914,914,False
21676,981,981,981,981,981,981,981,False
21677,1056,1056,1056,1056,1056,1056,1056,False
21678,1044,1044,1044,1044,1044,1044,1044,False
21679,1045,1045,1045,1045,1045,1045,1045,False
21680,988,988,988,988,988,988,988,False
21681,1076,1076,1076,1076,1076,1076,1076,False
21682,1070,1070,1070,1070,1070,1070,1070,False
21683,1088,1088,1088,1088,1088,1088,1088,False
21684,1001,1001,1001,1001,1001,1001,1001,False
21685,983,983,983,983,983,983,983,False
21686,1042,1042,1042,1042,1042,1042,1042,False
21687,1088,1088,1088,1088,1088,1088,1088,False
21688,1061,1061,1061,1061,1061,1061,1061,False
21689,1011,1011,1011,1011,1011,1011,1011,False
21690,1213,1213,1213,1213,1213,1213,1213,False
21691,334,334,334,334,334,334,334,True
21692,300,300,300,300,300,300,300,True
21693,504,504,504,504,504,504,504,True
21694,475,475,475,475,475,475,475,True
21695,378,378,378,378,378,378,378,True
21696,631,631,631,631,631,631,631,False
21697,292,292,292,292,292,292,292,True
21698,340,340,340,340,340,340,340,True
21699,270,270,270,270,270,270,270,True
21700,267,267,267,267,267,267,267,True
21701,142,142,142,142,142,142,142,True
21702,348,348,348,348,348,348,348,True
21703,597,597,597,597,597,597,597,False
21704,800,800,800,800,800,800,800,False
21705,782,782,782,782,782,782,782,False
21706,322,322,322,322,322,322,322,True
21707,695,695,695,695,695,695,695,False
21708,514,514,514,514,514,514,514,False
21709,499,499,499,499,499,499,499,True
21710,511,511,511,511,511,511,511,True
21711,513,513,513,513,513,513,513,False
21712,665,665,665,665,665,665,665,False
21713,627,627,627,627,627,627,627,False
21714,290,290,290,290,290,290,290,True
21715,996,996,996,996,996,996,996,False
21716,1036,1036,1036,1036,1036,1036,1036,False
21717,640,640,640,640,640,640,640,False
21718,579,579,579,579,579,579,579,False
21719,801,801,801,801,801,801,801,False
21720,207,207,207,207,207,207,207,True
21721,207,207,207,207,207,207,207,True
21722,391,391,391,391,391,391,391,True
21723,581,581,581,581,581,581,581,False
21724,799,799,799,799,799,799,799,False
21725,989,989,989,989,989,989,989,False
21726,1058,1058,1058,1058,1058,1058,1058,False
21727,364,364,364,364,364,364,364,True
21728,302,302,302,302,302,302,302,True
21729,344,344,344,344,344,344,344,True
21730,274,274,274,274,274,274,274,True
21731,287,287,287,287,287,287,287,True
21732,364,364,364,364,364,364,364,True
21733,296,296,296,296,296,296,296,True
21734,287,287,287,287,287,287,287,True
21735,288,288,288,288,288,288,288,True
21736,729,729,729,729,729,729,729,False
21737,423,423,423,423,423,423,423,True
21738,588,588,588,588,588,588,588,False
21739,999,999,999,999,999,999,999,False
21740,694,694,694,694,694,694,694,False
21741,122,122,122,122,122,122,122,True
21742,262,262,262,262,262,262,262,True
21743,328,328,328,328,328,328,328,True
21744,348,348,348,348,348,348,348,True
21745,444,444,444,444,444,444,444,True
21746,414,414,414,414,414,414,414,True
21747,456,456,456,456,456,456,456,True
21748,454,454,454,454,454,454,454,True
21749,365,365,365,365,365,365,365,True
21750,454,454,454,454,454,454,454,True
21751,423,423,423,423,423,423,423,True
21752,504,504,504,504,504,504,504,True
21753,484,484,484,484,484,484,484,True
21754,687,687,687,687,687,687,687,False
21755,1041,1041,1041,1041,1041,1041,1041,False
21756,702,702,702,702,702,702,702,False
21757,307,307,307,307,307,307,307,True
21758,714,714,714,714,714,714,714,False
21759,809,809,809,809,809,809,809,False
21760,792,792,792,792,792,792,792,False
21761,738,738,738,738,738,738,738,False
21762,786,786,786,786,786,786,786,False
21763,1015,1015,1015,1015,1015,1015,1015,False
21764,666,666,666,666,666,666,666,False
21765,598,598,598,598,598,598,598,False
21766,483,483,483,483,483,483,483,True
21767,961,961,961,961,961,961,961,False
21768,996,996,996,996,996,996,996,False
21769,954,954,954,954,954,954,954,False
21770,997,997,997,997,997,997,997,False
21771,917,917,917,917,917,917,917,False
21772,1026,1026,1026,1026,1026,1026,1026,False
21773,623,623,623,623,623,623,623,False
21774,430,430,430,430,430,430,430,True
21775,437,437,437,437,437,437,437,True
21776,887,887,887,887,887,887,887,False
21777,890,890,890,890,890,890,890,False
21778,697,697,697,697,697,697,697,False
21779,1188,1188,1188,1188,1188,1188,1188,False
21780,895,895,895,895,895,895,895,False
21781,793,793,793,793,793,793,793,False
21782,897,897,897,897,897,897,897,False
21783,878,878,878,878,878,878,878,False
21784,832,832,832,832,832,832,832,False
21785,683,683,683,683,683,683,683,False
21786,661,661,661,661,661,661,661,False
21787,705,705,705,705,705,705,705,False
21788,376,376,376,376,376,376,376,True
21789,183,183,183,183,183,183,183,True
21790,397,397,397,397,397,397,397,True
21791,773,773,773,773,773,773,773,False
21792,1180,1180,1180,1180,1180,1180,1180,False
21793,739,739,739,739,739,739,739,False
21794,518,518,518,518,518,518,518,False
21795,457,457,457,457,457,457,457,True
21796,897,897,897,897,897,897,897,False
21797,799,799,799,799,799,799,799,False
21798,885,885,885,885,885,885,885,False
21799,409,409,409,409,409,409,409,True
21800,940,940,940,940,940,940,940,False
21801,915,915,915,915,915,915,915,False
21802,893,893,893,893,893,893,893,False
21803,616,616,616,616,616,616,616,False
21804,373,373,373,373,373,373,373,True
21805,664,664,664,664,664,664,664,False
21806,754,754,754,754,754,754,754,False
21807,708,708,708,708,708,708,708,False
21808,750,750,750,750,750,750,750,False
21809,693,693,693,693,693,693,693,False
21810,166,166,166,166,166,166,166,True
21811,180,180,180,180,180,180,180,True
21812,395,395,395,395,395,395,395,True
21813,382,382,382,382,382,382,382,True
21814,508,508,508,508,508,508,508,True
21815,660,660,660,660,660,660,660,False
21816,204,204,204,204,204,204,204,True
21817,748,748,748,748,748,748,748,False
21818,884,884,884,884,884,884,884,False
21819,685,685,685,685,685,685,685,False
21820,760,760,760,760,760,760,760,False
21821,672,672,672,672,672,672,672,False
21822,647,647,647,647,647,647,647,False
21823,727,727,727,727,727,727,727,False
21824,711,711,711,711,711,711,711,False
21825,755,755,755,755,755,755,755,False
21826,706,706,706,706,706,706,706,False
21827,580,580,580,580,580,580,580,False
21828,354,354,354,354,354,354,354,True
21829,755,755,755,755,755,755,755,False
21830,327,327,327,327,327,327,327,True
21831,576,576,576,576,576,576,576,False
21832,687,687,687,687,687,687,687,False
21833,636,636,636,636,636,636,636,False
21834,578,578,578,578,578,578,578,False
21835,595,595,595,595,595,595,595,False
21836,655,655,655,655,655,655,655,False
21837,846,846,846,846,846,846,846,False
21838,866,866,866,866,866,866,866,False
21839,508,508,508,508,508,508,508,True
21840,415,415,415,415,415,415,415,True
21841,315,315,315,315,315,315,315,True
21842,307,307,307,307,307,307,307,True
21843,339,339,339,339,339,339,339,True
21844,197,197,197,197,197,197,197,True
21845,320,320,320,320,320,320,320,True
21846,311,311,311,311,311,311,311,True
21847,315,315,315,315,315,315,315,True
21848,293,293,293,293,293,293,293,True
21849,258,258,258,258,258,258,258,True
21850,502,502,502,502,502,502,502,True
21851,792,792,792,792,792,792,792,False
21852,546,546,546,546,546,546,546,False
21853,1112,1112,1112,1112,1112,1112,1112,False
21854,1074,1074,1074,1074,1074,1074,1074,False
21855,995,995,995,995,995,995,995,False
21856,1027,1027,1027,1027,1027,1027,1027,False
21857,1181,1181,1181,1181,1181,1181,1181,False
21858,1005,1005,1005,1005,1005,1005,1005,False
21859,1088,1088,1088,1088,1088,1088,1088,False
21860,1063,1063,1063,1063,1063,1063,1063,False
21861,1020,1020,1020,1020,1020,1020,1020,False
21862,792,792,792,792,792,792,792,False
21863,937,937,937,937,937,937,937,False
21864,992,992,992,992,992,992,992,False
21865,1204,1204,1204,1204,1204,1204,1204,False
21866,644,644,644,644,644,644,644,False
21867,321,321,321,321,321,321,321,True
21868,493,493,493,493,493,493,493,True
21869,499,499,499,499,499,499,499,True
21870,494,494,494,494,494,494,494,True
21871,890,890,890,890,890,890,890,False
21872,897,897,897,897,897,897,897,False
21873,855,855,855,855,855,855,855,False
21874,859,859,859,859,859,859,859,False
21875,806,806,806,806,806,806,806,False
21876,780,780,780,780,780,780,780,False
21877,708,708,708,708,708,708,708,False
21878,716,716,716,716,716,716,716,False
21879,996,996,996,996,996,996,996,False
21880,770,770,770,770,770,770,770,False
21881,857,857,857,857,857,857,857,False
21882,499,499,499,499,499,499,499,True
21883,843,843,843,843,843,843,843,False
21884,690,690,690,690,690,690,690,False
21885,699,699,699,699,699,699,699,False
21886,763,763,763,763,763,763,763,False
21887,324,324,324,324,324,324,324,True
21888,957,957,957,957,957,957,957,False
21889,983,983,983,983,983,983,983,False
21890,486,486,486,486,486,486,486,True
21891,582,582,582,582,582,582,582,False
21892,594,594,594,594,594,594,594,False
21893,561,561,561,561,561,561,561,False
21894,675,675,675,675,675,675,675,False
21895,950,950,950,950,950,950,950,False
21896,738,738,738,738,738,738,738,False
21897,406,406,406,406,406,406,406,True
21898,597,597,597,597,597,597,597,False
21899,628,628,628,628,628,628,628,False
21900,468,468,468,468,468,468,468,True
21901,631,631,631,631,631,631,631,False
21902,715,715,715,715,715,715,715,False
21903,127,127,127,127,127,127,127,True
21904,155,155,155,155,155,155,155,True
21905,151,151,151,151,151,151,151,True
21906,208,208,208,208,208,208,208,True
21907,626,626,626,626,626,626,626,False
21908,679,679,679,679,679,679,679,False
21909,595,595,595,595,595,595,595,False
21910,642,642,642,642,642,642,642,False
21911,1511,1511,1511,1511,1511,1511,1511,False
21912,220,220,220,220,220,220,220,True
21913,465,465,465,465,465,465,465,True
21914,568,568,568,568,568,568,568,False
21915,397,397,397,397,397,397,397,True
21916,367,367,367,367,367,367,367,True
21917,358,358,358,358,358,358,358,True
21918,257,257,257,257,257,257,257,True
21919,237,237,237,237,237,237,237,True
21920,245,245,245,245,245,245,245,True
21921,258,258,258,258,258,258,258,True
21922,738,738,738,738,738,738,738,False
21923,738,738,738,738,738,738,738,False
21924,742,742,742,742,742,742,742,False
21925,764,764,764,764,764,764,764,False
21926,744,744,744,744,744,744,744,False
21927,616,616,616,616,616,616,616,False
21928,887,887,887,887,887,887,887,False
21929,980,980,980,980,980,980,980,False
21930,779,779,779,779,779,779,779,False
21931,755,755,755,755,755,755,755,False
21932,924,924,924,924,924,924,924,False
21933,575,575,575,575,575,575,575,False
21934,571,571,571,571,571,571,571,False
21935,678,678,678,678,678,678,678,False
21936,630,630,630,630,630,630,630,False
21937,884,884,884,884,884,884,884,False
21938,845,845,845,845,845,845,845,False
21939,842,842,842,842,842,842,842,False
21940,903,903,903,903,903,903,903,False
21941,816,816,816,816,816,816,816,False
21942,809,809,809,809,809,809,809,False
21943,642,642,642,642,642,642,642,False
21944,997,997,997,997,997,997,997,False
21945,991,991,991,991,991,991,991,False
21946,431,431,431,431,431,431,431,True
21947,572,572,572,572,572,572,572,False
21948,439,439,439,439,439,439,439,True
21949,561,561,561,561,561,561,561,False
21950,841,841,841,841,841,841,841,False
21951,782,782,782,782,782,782,782,False
21952,683,683,683,683,683,683,683,False
21953,786,786,786,786,786,786,786,False
21954,843,843,843,843,843,843,843,False
21955,839,839,839,839,839,839,839,False
21956,842,842,842,842,842,842,842,False
21957,672,672,672,672,672,672,672,False
21958,814,814,814,814,814,814,814,False
21959,548,548,548,548,548,548,548,False
21960,645,645,645,645,645,645,645,False
21961,908,908,908,908,908,908,908,False
21962,821,821,821,821,821,821,821,False
21963,1113,1113,1113,1113,1113,1113,1113,False
21964,870,870,870,870,870,870,870,False
21965,850,850,850,850,850,850,850,False
21966,647,647,647,647,647,647,647,False
21967,800,800,800,800,800,800,800,False
21968,518,518,518,518,518,518,518,False
21969,851,851,851,851,851,851,851,False
21970,846,846,846,846,846,846,846,False
21971,812,812,812,812,812,812,812,False
21972,808,808,808,808,808,808,808,False
21973,548,548,548,548,548,548,548,False
21974,574,574,574,574,574,574,574,False
21975,564,564,564,564,564,564,564,False
21976,516,516,516,516,516,516,516,False
21977,783,783,783,783,783,783,783,False
21978,513,513,513,513,513,513,513,False
21979,618,618,618,618,618,618,618,False
21980,587,587,587,587,587,587,587,False
21981,777,777,777,777,777,777,777,False
21982,682,682,682,682,682,682,682,False
21983,696,696,696,696,696,696,696,False
21984,699,699,699,699,699,699,699,False
21985,838,838,838,838,838,838,838,False
21986,694,694,694,694,694,694,694,False
21987,708,708,708,708,708,708,708,False
21988,700,700,700,700,700,700,700,False
21989,838,838,838,838,838,838,838,False
21990,535,535,535,535,535,535,535,False
21991,652,652,652,652,652,652,652,False
21992,502,502,502,502,502,502,502,True
21993,538,538,538,538,538,538,538,False
21994,297,297,297,297,297,297,297,True
21995,724,724,724,724,724,724,724,False
21996,1080,1080,1080,1080,1080,1080,1080,False
21997,524,524,524,524,524,524,524,False
21998,701,701,701,701,701,701,701,False
21999,704,704,704,704,704,704,704,False
22000,1095,1095,1095,1095,1095,1095,1095,False
22001,1100,1100,1100,1100,1100,1100,1100,False
22002,1195,1195,1195,1195,1195,1195,1195,False
22003,706,706,706,706,706,706,706,False
22004,698,698,698,698,698,698,698,False
22005,1128,1128,1128,1128,1128,1128,1128,False
22006,691,691,691,691,691,691,691,False
22007,550,550,550,550,550,550,550,False
22008,1209,1209,1209,1209,1209,1209,1209,False
22009,986,986,986,986,986,986,986,False
22010,821,821,821,821,821,821,821,False
22011,1000,1000,1000,1000,1000,1000,1000,False
22012,613,613,613,613,613,613,613,False
22013,547,547,547,547,547,547,547,False
22014,547,547,547,547,547,547,547,False
22015,300,300,300,300,300,300,300,True
22016,724,724,724,724,724,724,724,False
22017,1002,1002,1002,1002,1002,1002,1002,False
22018,835,835,835,835,835,835,835,False
22019,990,990,990,990,990,990,990,False
22020,898,898,898,898,898,898,898,False
22021,905,905,905,905,905,905,905,False
22022,512,512,512,512,512,512,512,True
22023,1005,1005,1005,1005,1005,1005,1005,False
22024,400,400,400,400,400,400,400,True
22025,817,817,817,817,817,817,817,False
22026,815,815,815,815,815,815,815,False
22027,687,687,687,687,687,687,687,False
22028,702,702,702,702,702,702,702,False
22029,527,527,527,527,527,527,527,False
22030,607,607,607,607,607,607,607,False
22031,925,925,925,925,925,925,925,False
22032,268,268,268,268,268,268,268,True
22033,499,499,499,499,499,499,499,True
22034,992,992,992,992,992,992,992,False
22035,684,684,684,684,684,684,684,False
22036,1056,1056,1056,1056,1056,1056,1056,False
22037,620,620,620,620,620,620,620,False
22038,686,686,686,686,686,686,686,False
22039,691,691,691,691,691,691,691,False
22040,672,672,672,672,672,672,672,False
22041,586,586,586,586,586,586,586,False
22042,936,936,936,936,936,936,936,False
22043,910,910,910,910,910,910,910,False
22044,575,575,575,575,575,575,575,False
22045,1288,1288,1288,1288,1288,1288,1288,False
22046,830,830,830,830,830,830,830,False
22047,827,827,827,827,827,827,827,False
22048,472,472,472,472,472,472,472,True
22049,877,877,877,877,877,877,877,False
22050,736,736,736,736,736,736,736,False
22051,595,595,595,595,595,595,595,False
22052,848,848,848,848,848,848,848,False
22053,849,849,849,849,849,849,849,False
22054,828,828,828,828,828,828,828,False
22055,880,880,880,880,880,880,880,False
22056,581,581,581,581,581,581,581,False
22057,840,840,840,840,840,840,840,False
22058,762,762,762,762,762,762,762,False
22059,846,846,846,846,846,846,846,False
22060,1115,1115,1115,1115,1115,1115,1115,False
22061,965,965,965,965,965,965,965,False
22062,1061,1061,1061,1061,1061,1061,1061,False
22063,1021,1021,1021,1021,1021,1021,1021,False
22064,867,867,867,867,867,867,867,False
22065,915,915,915,915,915,915,915,False
22066,712,712,712,712,712,712,712,False
22067,674,674,674,674,674,674,674,False
22068,631,631,631,631,631,631,631,False
22069,872,872,872,872,872,872,872,False
22070,845,845,845,845,845,845,845,False
22071,898,898,898,898,898,898,898,False
22072,866,866,866,866,866,866,866,False
22073,1243,1243,1243,1243,1243,1243,1243,False
22074,1195,1195,1195,1195,1195,1195,1195,False
22075,678,678,678,678,678,678,678,False
22076,271,271,271,271,271,271,271,True
22077,308,308,308,308,308,308,308,True
22078,444,444,444,444,444,444,444,True
22079,748,748,748,748,748,748,748,False
22080,353,353,353,353,353,353,353,True
22081,618,618,618,618,618,618,618,False
22082,547,547,547,547,547,547,547,False
22083,596,596,596,596,596,596,596,False
22084,380,380,380,380,380,380,380,True
22085,365,365,365,365,365,365,365,True
22086,1040,1040,1040,1040,1040,1040,1040,False
22087,398,398,398,398,398,398,398,True
22088,562,562,562,562,562,562,562,False
22089,655,655,655,655,655,655,655,False
22090,558,558,558,558,558,558,558,False
22091,1135,1135,1135,1135,1135,1135,1135,False
22092,629,629,629,629,629,629,629,False
22093,649,649,649,649,649,649,649,False
22094,937,937,937,937,937,937,937,False
22095,796,796,796,796,796,796,796,False
22096,566,566,566,566,566,566,566,False
22097,1005,1005,1005,1005,1005,1005,1005,False
22098,961,961,961,961,961,961,961,False
22099,969,969,969,969,969,969,969,False
22100,528,528,528,528,528,528,528,False
22101,503,503,503,503,503,503,503,True
22102,647,647,647,647,647,647,647,False
22103,568,568,568,568,568,568,568,False
22104,816,816,816,816,816,816,816,False
22105,469,469,469,469,469,469,469,True
22106,872,872,872,872,872,872,872,False
22107,733,733,733,733,733,733,733,False
22108,917,917,917,917,917,917,917,False
22109,755,755,755,755,755,755,755,False
22110,718,718,718,718,718,718,718,False
22111,614,614,614,614,614,614,614,False
22112,549,549,549,549,549,549,549,False
22113,497,497,497,497,497,497,497,True
22114,738,738,738,738,738,738,738,False
22115,641,641,641,641,641,641,641,False
22116,1006,1006,1006,1006,1006,1006,1006,False
22117,1045,1045,1045,1045,1045,1045,1045,False
22118,565,565,565,565,565,565,565,False
22119,887,887,887,887,887,887,887,False
22120,871,871,871,871,871,871,871,False
22121,1185,1185,1185,1185,1185,1185,1185,False
22122,773,773,773,773,773,773,773,False
22123,530,530,530,530,530,530,530,False
22124,717,717,717,717,717,717,717,False
22125,850,850,850,850,850,850,850,False
22126,1014,1014,1014,1014,1014,1014,1014,False
22127,830,830,830,830,830,830,830,False
22128,753,753,753,753,753,753,753,False
22129,924,924,924,924,924,924,924,False
22130,766,766,766,766,766,766,766,False
22131,1098,1098,1098,1098,1098,1098,1098,False
22132,543,543,543,543,543,543,543,False
22133,684,684,684,684,684,684,684,False
22134,720,720,720,720,720,720,720,False
22135,628,628,628,628,628,628,628,False
22136,472,472,472,472,472,472,472,True
22137,761,761,761,761,761,761,761,False
22138,587,587,587,587,587,587,587,False
22139,568,568,568,568,568,568,568,False
22140,1039,1039,1039,1039,1039,1039,1039,False
22141,701,701,701,701,701,701,701,False
22142,562,562,562,562,562,562,562,False
22143,576,576,576,576,576,576,576,False
22144,462,462,462,462,462,462,462,True
22145,498,498,498,498,498,498,498,True
22146,462,462,462,462,462,462,462,True
22147,742,742,742,742,742,742,742,False
22148,770,770,770,770,770,770,770,False
22149,775,775,775,775,775,775,775,False
22150,91,91,91,91,91,91,91,True
22151,666,666,666,666,666,666,666,False
22152,702,702,702,702,702,702,702,False
22153,390,390,390,390,390,390,390,True
22154,1203,1203,1203,1203,1203,1203,1203,False
22155,227,227,227,227,227,227,227,True
22156,251,251,251,251,251,251,251,True
22157,606,606,606,606,606,606,606,False
22158,431,431,431,431,431,431,431,True
22159,461,461,461,461,461,461,461,True
22160,104,104,104,104,104,104,104,True
22161,391,391,391,391,391,391,391,True
22162,439,439,439,439,439,439,439,True
22163,260,260,260,260,260,260,260,True
22164,961,961,961,961,961,961,961,False
22165,740,740,740,740,740,740,740,False
22166,262,262,262,262,262,262,262,True
22167,240,240,240,240,240,240,240,True
22168,553,553,553,553,553,553,553,False
22169,441,441,441,441,441,441,441,True
22170,409,409,409,409,409,409,409,True
22171,435,435,435,435,435,435,435,True
22172,393,393,393,393,393,393,393,True
22173,268,268,268,268,268,268,268,True
22174,174,174,174,174,174,174,174,True
22175,109,109,109,109,109,109,109,True
22176,394,394,394,394,394,394,394,True
22177,386,386,386,386,386,386,386,True
22178,313,313,313,313,313,313,313,True
22179,503,503,503,503,503,503,503,True
22180,582,582,582,582,582,582,582,False
22181,778,778,778,778,778,778,778,False
22182,1025,1025,1025,1025,1025,1025,1025,False
22183,484,484,484,484,484,484,484,True
22184,627,627,627,627,627,627,627,False
22185,288,288,288,288,288,288,288,True
22186,379,379,379,379,379,379,379,True
22187,720,720,720,720,720,720,720,False
22188,175,175,175,175,175,175,175,True
22189,594,594,594,594,594,594,594,False
22190,228,228,228,228,228,228,228,True
22191,419,419,419,419,419,419,419,True
22192,547,547,547,547,547,547,547,False
22193,240,240,240,240,240,240,240,True
22194,228,228,228,228,228,228,228,True
22195,559,559,559,559,559,559,559,False
22196,350,350,350,350,350,350,350,True
22197,328,328,328,328,328,328,328,True
22198,607,607,607,607,607,607,607,False
22199,367,367,367,367,367,367,367,True
22200,665,665,665,665,665,665,665,False
22201,701,701,701,701,701,701,701,False
22202,885,885,885,885,885,885,885,False
22203,812,812,812,812,812,812,812,False
22204,207,207,207,207,207,207,207,True
22205,637,637,637,637,637,637,637,False
22206,313,313,313,313,313,313,313,True
22207,370,370,370,370,370,370,370,True
22208,339,339,339,339,339,339,339,True
22209,319,319,319,319,319,319,319,True
22210,917,917,917,917,917,917,917,False
22211,786,786,786,786,786,786,786,False
22212,169,169,169,169,169,169,169,True
22213,616,616,616,616,616,616,616,False
22214,251,251,251,251,251,251,251,True
22215,699,699,699,699,699,699,699,False
22216,727,727,727,727,727,727,727,False
22217,1094,1094,1094,1094,1094,1094,1094,False
22218,663,663,663,663,663,663,663,False
22219,553,553,553,553,553,553,553,False
22220,302,302,302,302,302,302,302,True
22221,1114,1114,1114,1114,1114,1114,1114,False
22222,457,457,457,457,457,457,457,True
22223,616,616,616,616,616,616,616,False
22224,674,674,674,674,674,674,674,False
22225,750,750,750,750,750,750,750,False
22226,553,553,553,553,553,553,553,False
22227,727,727,727,727,727,727,727,False
22228,310,310,310,310,310,310,310,True
22229,808,808,808,808,808,808,808,False
22230,660,660,660,660,660,660,660,False
22231,328,328,328,328,328,328,328,True
22232,799,799,799,799,799,799,799,False
22233,742,742,742,742,742,742,742,False
22234,1071,1071,1071,1071,1071,1071,1071,False
22235,596,596,596,596,596,596,596,False
