query_id,Delta_R100_pp,Recall@100,query,query_type,Method,Split
177,12.5,50.0,rustic storage cabinet,style,C3,test
178,0.0,100.0,almost heaven sauna,product_type,C3,test
180,0.46296296296295947,49.07407407407407,outdoor lounge cushions,product_type,C3,test
182,0.0,100.0,penny round tile,attribute_constraint,C3,test
183,0.0,100.0,farmhouse bread box,style,C3,test
184,-1.6949152542372947,64.40677966101694,sugar canister,brand_entity_proxy,C3,test
185,0.0,100.0,lunch bag,brand_entity_proxy,C3,test
186,0.0,75.0,board game storage cabinet,product_type,C3,test
189,0.0,54.83870967741935,big basket for dirty cloths,multi_constraint,C3,test
190,0.0,0.0,benjiamino faux leather power lift chair,multi_constraint,C3,test
195,0.0,100.0,black freestanding tub  with faucet,multi_constraint,C3,test
197,1.1102230246251565e-14,95.6521739130435,desk for kids tjat ate 10 year old,long_descriptive,C3,test
198,-1.1102230246251565e-14,69.99999999999999,cake plates with tops,product_type,C3,test
200,0.0,100.0,ceramic tile sea shell,product_type,C3,test
202,2.9629629629629783,60.74074074074075,full mattress padded liner,product_type,C3,test
203,0.0,100.0,ge top loading washer 4.5,multi_constraint,C3,test
204,9.523809523809534,95.23809523809524,fleur de lis living candle wall sconce bronze,long_descriptive,C3,test
206,0.0,100.0,grill cover 73,attribute_constraint,C3,test
210,0.0,100.0,love seat wide faux leather tuxedo arm sofa,long_descriptive,C3,test
212,0.0,100.0,nettie 5 pc bar set,multi_constraint,C3,test
213,0.0,100.0,kraus kitchen sink faucet oletto kpf 2820 sfs,long_descriptive,C3,test
215,2.2222222222222254,48.88888888888889,king adjustable bed including mattress,multi_constraint,C3,test
216,0.0,87.5,music plug wall plate,product_type,C3,test
220,1.9230769230769051,94.23076923076921,sheets for twinxl,product_type,C3,test
221,-0.9132420091324145,41.55251141552512,small space dining table and chairs sets,multi_constraint,C3,test
222,1.0752688172043008,4.301075268817204,small loving roomtables,attribute_constraint,C3,test
223,0.0,100.0,wisdom stone river 3-3/4,multi_constraint,C3,test
226,0.3384094754653122,32.82571912013536,power lift chair,product_type,C3,test
227,0.0,56.81818181818182,owl,brand_entity_proxy,C3,test
229,-1.0025062656641603,69.67418546365914,waterfall faucet,brand_entity_proxy,C3,test
230,-0.43859649122806876,24.12280701754386,gold,attribute_constraint,C3,test
231,0.0,32.24755700325733,anti fatigue mat,product_type,C3,test
232,0.4728132387706835,16.548463356973993,storage dresser,product_type,C3,test
233,5.551115123125783e-15,46.91358024691358,kelly clarkson light fixtures,product_type,C3,test
234,0.31152647975078995,80.68535825545172,artificial orchid arrangement,product_type,C3,test
235,1.503759398496235,46.616541353383454,bathroom wastebasket,brand_entity_proxy,C3,test
236,-3.4482758620689613,51.724137931034484,3 piece rug set with runners,multi_constraint,C3,test
238,0.0,59.25925925925925,outdoor seat/back cushion,product_type,C3,test
239,0.6849315068493178,52.73972602739726,bathroom single faucet,product_type,C3,test
241,0.9009009009008917,52.92792792792792,decorative wall clocks,product_type,C3,test
242,1.1428571428571428,24.0,accent leather chair,attribute_constraint,C3,test
243,0.987654320987652,58.76543209876542,indoor multi tiered plant stand,multi_constraint,C3,test
244,0.0,44.44444444444444,pull out sleeper loveseat,product_type,C3,test
245,0.0,87.71929824561403,anchor decor,brand_entity_proxy,C3,test
246,0.0,75.0,clear shower curtain,attribute_constraint,C3,test
247,1.1102230246251565e-14,92.50000000000001,beaded curtains,brand_entity_proxy,C3,test
248,0.0,97.43589743589743,surge protector,brand_entity_proxy,C3,test
249,3.4946236559139754,68.81720430107526,bistro table and chairs,product_type,C3,test
250,-7.986111111111116,38.888888888888886,multi color rug,product_type,C3,test
251,2.2222222222222254,74.44444444444444,coffee container,brand_entity_proxy,C3,test
252,0.0,13.0,accent chairs living room,product_type,C3,test
253,5.551115123125783e-15,40.00000000000001,antique brass faucet,product_type,C3,test
254,-1.2722646310432573,10.94147582697201,comfortable accent chair,product_type,C3,test
255,0.6230529595015577,68.84735202492212,desk and chair set,product_type,C3,test
257,0.0,50.75757575757576,living room coffee table sets,multi_constraint,C3,test
260,0.0,100.0,retractable side awning,product_type,C3,test
263,3.5555555555555562,70.22222222222221,small curtain rods,attribute_constraint,C3,test
264,0.0,100.0,cortez pillow,brand_entity_proxy,C3,test
266,0.0,0.0,champagne velvet desk chair,product_type,C3,test
267,0.0,100.0,dolomite subway tile,product_type,C3,test
268,0.0,100.0,betty resin free standing umbrella,multi_constraint,C3,test
270,0.0,100.0,edge chair mat,product_type,C3,test
271,-66.66666666666667,33.33333333333333,chinese flower stand,product_type,C3,test
273,0.0,75.0,stainless steel free standing shower caddy,multi_constraint,C3,test
274,0.0,100.0,gowdy height adjustable standing desk,multi_constraint,C3,test
275,0.0,100.0,hinged square ottoman,attribute_constraint,C3,test
277,-2.2727272727272734,6.8181818181818175,barstool patio sets,product_type,C3,test
278,0.0,85.71428571428571,parakeet toy,product_type,C3,test
279,0.0,100.0,marlon tufted queen bed,attribute_constraint,C3,test
281,0.0,100.0,brunk ship wheel,product_type,C3,test
282,0.0,100.0,grantola wall mirror,product_type,C3,test
285,0.0,85.71428571428571,"48"" sliding single track , barn door for laundry",long_descriptive,C3,test
289,0.0,96.29629629629629,coma inducer comforter king set,multi_constraint,C3,test
291,4.4444444444444455,24.444444444444446,front door cabinet with doors,multi_constraint,C3,test
292,0.0,16.666666666666664,decorative white pillow,attribute_constraint,C3,test
295,0.0,33.33333333333333,end table between recliners,product_type,C3,test
296,0.0,100.0,zakariyah twin platform,attribute_constraint,C3,test
297,4.1666666666666625,54.166666666666664,seat cushions desk,product_type,C3,test
298,0.0,100.0,small woven pouf,attribute_constraint,C3,test
300,0.0,0.0,animal print handmade tufted wool beige/black area rug by allmodern,long_descriptive,C3,test
301,-16.666666666666664,83.33333333333334,circle cabinet pulls,product_type,C3,test
302,0.0,77.96610169491525,mattress foam topper queen,attribute_constraint,C3,test
303,0.0,100.0,hawaii vintage art,style,C3,test
305,-0.17271157167529916,48.531951640759935,ligth bulb,brand_entity_proxy,C3,test
306,0.0,100.0,mobley zero gravity adjustable bed with wireless remote,long_descriptive,C3,test
307,0.0,100.0,real touch roses floral arrangements in glass vase,long_descriptive,C3,test
308,0.0,100.0,led 60,attribute_constraint,C3,test
310,0.0,100.0,meade mirror,product_type,C3,test
311,0.0,50.0,odum velvet,brand_entity_proxy,C3,test
313,0.0,100.0,malachi sled,brand_entity_proxy,C3,test
315,0.0,100.0,medium clips,brand_entity_proxy,C3,test
316,0.0,100.0,rolande heavy duty power lift assist recliner,multi_constraint,C3,test
317,0.0,100.0,hulmeville writing desk with hutch,multi_constraint,C3,test
319,0.0,100.0,landis wall mounted bathroom shelves,multi_constraint,C3,test
320,0.0,100.0,blaylock bookcase headboard,product_type,C3,test
323,0.0,100.0,hub leaning full length mirror,multi_constraint,C3,test
325,1.4492753623188401,12.318840579710145,outdoor waterproof chest,product_type,C3,test
326,0.0,100.0,bowersville ladder writing desk,product_type,C3,test
327,0.0,50.0,kohler purist brushed bronze,product_type,C3,test
328,0.0,100.0,golub dining table,product_type,C3,test
329,0.0,100.0,wayfair tension rod,product_type,C3,test
330,0.0,100.0,kari 2 piece,attribute_constraint,C3,test
331,-1.9230769230769218,19.230769230769234,upholstered girls bed,product_type,C3,test
332,0.0,100.0,attleboro drum coffee table,product_type,C3,test
333,0.0,100.0,stainless steel colander set,product_type,C3,test
334,0.0,100.0,itchington butterfly,brand_entity_proxy,C3,test
335,1.1102230246251565e-14,80.95238095238096,canadian,brand_entity_proxy,C3,test
337,-2.564102564102566,87.17948717948718,iittala bowl,brand_entity_proxy,C3,test
339,0.0,100.0,ruckus chair,product_type,C3,test
341,4.545454545454552,81.81818181818183,canvas map art,product_type,C3,test
342,0.0,100.0,brendon counter stool,product_type,C3,test
346,1.7543859649122862,91.2280701754386,nesting tray set,product_type,C3,test
349,1.1102230246251565e-14,80.00000000000001,mud room sign,product_type,C3,test
352,0.0,96.55172413793103,amarillo,brand_entity_proxy,C3,test
353,0.0,100.0,pennfield playhouse,brand_entity_proxy,C3,test
355,0.0,100.0,argenteuil,brand_entity_proxy,C3,test
357,0.0,100.0,tall free standing pet gate,multi_constraint,C3,test
358,0.0,100.0,sliding closet mirror,product_type,C3,test
359,0.0,100.0,french molding,brand_entity_proxy,C3,test
367,4.761904761904767,54.761904761904766,wooden chair outdoor,attribute_constraint,C3,test
368,2.4691358024691246,83.9506172839506,pasta tools,brand_entity_proxy,C3,test
369,0.0,0.0,wrought tv stand,product_type,C3,test
370,0.0,0.0,rug for teen room,product_type,C3,test
371,0.0,50.0,milk cow chair,product_type,C3,test
372,0.0,100.0,verden callan,brand_entity_proxy,C3,test
376,0.0,66.66666666666666,island estate coffee table,product_type,C3,test
380,0.0,100.0,gravity feeder,brand_entity_proxy,C3,test
382,0.0,50.0,counter top one cup hot water dispenser,multi_constraint,C3,test
389,-2.1231422505307824,24.628450106157114,brush nickel faucet bathroom,product_type,C3,test
396,0.0,100.0,alyse 8 light,attribute_constraint,C3,test
398,0.0,63.1578947368421,super bright lights,product_type,C3,test
402,-14.28571428571429,85.71428571428571,modern farmhouse lighting semi flush mount,style,C3,test
403,3.225806451612903,22.58064516129032,wood rack wide,attribute_constraint,C3,test
404,0.0,25.0,large cushion outdoor chair,attribute_constraint,C3,test
406,0.0,100.0,refrigerator with ice an water in door,multi_constraint,C3,test
407,0.0,45.45454545454545,huge bookcase,product_type,C3,test
408,0.0,100.0,girl reading statue,product_type,C3,test
409,2.500000000000002,10.000000000000002,teal chair,product_type,C3,test
410,-1.1494252873563315,90.22988505747126,pool floats,brand_entity_proxy,C3,test
412,0.0,100.0,jennie tufted upholstered low profile platform bed,multi_constraint,C3,test
415,0.4444444444444473,92.44444444444446,toilet paper stand,product_type,C3,test
417,0.5319148936170248,30.319148936170215,twin bed frame,attribute_constraint,C3,test
418,0.10964912280701788,15.570175438596493,writing desk,product_type,C3,test
419,0.0,31.25,living room ideas,product_type,C3,test
420,0.0,12.793733681462141,tile backsplash,brand_entity_proxy,C3,test
421,0.15408320493066202,12.01848998459168,dining room tables,product_type,C3,test
422,0.0,20.5607476635514,ergonomic chair,product_type,C3,test
423,-0.35087719298245723,31.57894736842105,wall shelves,brand_entity_proxy,C3,test
425,2.9761904761904767,24.404761904761905,side table with storage,product_type,C3,test
426,-0.14947683109118315,37.96711509715994,outdoor storage,product_type,C3,test
428,-1.0101010101010055,29.292929292929298,kitchen storage cabinet,product_type,C3,test
429,-1.7730496453900706,23.75886524822695,gray dresser,attribute_constraint,C3,test
431,1.333333333333353,80.00000000000001,shoe bench entryway,product_type,C3,test
432,0.0,90.47619047619048,butcher block island,product_type,C3,test
433,0.5899705014749235,82.89085545722713,trundle daybed,brand_entity_proxy,C3,test
434,0.0,43.36283185840708,bathroom lighting,brand_entity_proxy,C3,test
435,2.127659574468088,42.5531914893617,shoe closet,brand_entity_proxy,C3,test
436,0.0,54.347826086956516,full bed with trundle,product_type,C3,test
437,4.964539007092195,77.30496453900709,kitchen islands with seating,product_type,C3,test
438,0.330033003300334,71.61716171617162,indoor water fountain,product_type,C3,test
439,0.46296296296297057,44.90740740740741,parsons chairs,brand_entity_proxy,C3,test
440,0.2614379084967339,23.790849673202615,wood bar stools,attribute_constraint,C3,test
441,-0.42735042735042583,79.05982905982906,desk for kids,product_type,C3,test
442,1.4285714285714124,94.28571428571428,above toilet cabinet,product_type,C3,test
443,-0.18939393939393923,9.18560606060606,patio design,brand_entity_proxy,C3,test
444,-0.29239766081871343,22.514619883040936,outdoor lounge chair,product_type,C3,test
445,-1.5686274509803866,40.196078431372555,chaise lounge couch,product_type,C3,test
446,1.1102230246251565e-14,92.98245614035089,card table,product_type,C3,test
447,33.33333333333333,66.66666666666666,tall buffet cabinet,attribute_constraint,C3,test
448,0.8230452674897116,3.2921810699588474,bed side table,product_type,C3,test
453,-3.9999999999999982,44.0,midcentury tv unit,product_type,C3,test
455,0.0,100.0,deer coat hooks,product_type,C3,test
456,-1.3157894736842146,53.94736842105263,wall design shelf,product_type,C3,test
459,-1.1102230246251565e-14,78.94736842105262,tye dye duvet cover,product_type,C3,test
460,0.0,14.285714285714285,small wardrobe grey,attribute_constraint,C3,test
461,0.0,100.0,luau string lights,product_type,C3,test
464,1.1102230246251565e-14,82.3529411764706,cake cutlery,brand_entity_proxy,C3,test
465,0.0,0.0,white abstract,attribute_constraint,C3,test
466,0.0,0.0,rock climbing wall kids,product_type,C3,test
468,0.0,100.0,glow in the dark silent wall clock,multi_constraint,C3,test
469,0.520833333333337,83.33333333333334,garage sports storage rack,product_type,C3,test
470,0.0,97.77777777777777,elephant framed,brand_entity_proxy,C3,test
471,0.0,100.0,adjustable height artist stool,product_type,C3,test
472,0.7092198581560183,92.19858156028367,window wall accent,product_type,C3,test
473,-2.910052910052907,52.64550264550265,chair pillow cushion,product_type,C3,test
476,0.31298904538341193,11.580594679186229,hardwood beds,brand_entity_proxy,C3,test
481,0.0,0.0,emma headboard,brand_entity_proxy,C3,test
482,0.0,83.33333333333334,48 inch kitchen hood,attribute_constraint,C3,test
483,0.0,50.0,rustic twig,style,C3,test
0,1.1102230246251565e-14,82.05128205128206,salon chair,product_type,C4,test
1,0.0,25.0,smart coffee table,product_type,C4,test
2,0.0,63.576158940397356,dinosaur,brand_entity_proxy,C4,test
3,-3.6363636363636376,16.363636363636363,turquoise pillows,brand_entity_proxy,C4,test
4,0.0,26.08695652173913,chair and a half recliner,multi_constraint,C4,test
5,0.0,44.6927374301676,sofa with ottoman,product_type,C4,test
6,0.0,30.23255813953488,acrylic clear chair,attribute_constraint,C4,test
7,0.0,69.56521739130434,driftwood mirror,product_type,C4,test
9,0.0,93.24324324324324,coffee table fire pit,product_type,C4,test
10,-1.1102230246251565e-14,95.23809523809523,king poster bed,attribute_constraint,C4,test
11,0.0,96.92307692307692,ombre rug,product_type,C4,test
13,0.0,82.6086956521739,outdoor privacy wall,product_type,C4,test
14,1.1102230246251565e-14,80.00000000000001,beds that have leds,product_type,C4,test
16,0.0,50.0,blk 18x18 seat cushions,attribute_constraint,C4,test
17,0.0,66.66666666666666,closet storage with zipper,product_type,C4,test
20,0.0,0.0,foutains with brick look,product_type,C4,test
22,-2.7755575615628914e-15,18.18181818181818,light and navy blue decorative pillow,multi_constraint,C4,test
26,-1.3877787807814457e-15,8.904109589041093,leather chairs,attribute_constraint,C4,test
27,0.0,43.0,outdoor welcome rug,product_type,C4,test
28,0.0,56.00000000000001,rooster decor,brand_entity_proxy,C4,test
31,0.0,0.0,burnt orange curtains,product_type,C4,test
35,0.0,49.01960784313725,enclosed shoe rack,product_type,C4,test
36,-2.7027027027027084,83.78378378378379,laundry basket with wheels,product_type,C4,test
37,0.0,21.818181818181817,bar stool 24 inches height,multi_constraint,C4,test
38,0.0,100.0,calvin patio chair,product_type,C4,test
39,-1.1102230246251565e-14,70.96774193548386,door jewelry organizer,product_type,C4,test
40,0.0,77.5,elegant executive chair,product_type,C4,test
41,0.0,89.47368421052632,closet pull out valet rod,multi_constraint,C4,test
42,0.0,100.0,toddler couch fold out,product_type,C4,test
44,0.0,54.54545454545454,chrome shower head and valve,multi_constraint,C4,test
45,-5.551115123125783e-15,34.99999999999999,70s inspired furniture,attribute_constraint,C4,test
46,1.1102230246251565e-14,80.00000000000001,beach blue headboard,attribute_constraint,C4,test
48,0.0,100.0,arwen table lamp,product_type,C4,test
50,0.0,57.14285714285714,tufted chair with gold legs,multi_constraint,C4,test
51,0.0,100.0,kohen 5 drawer dresser,attribute_constraint,C4,test
54,0.0,60.0,wayfair sleep zippered,product_type,C4,test
55,0.0,100.0,tollette teal outdoor rug,product_type,C4,test
59,0.0,100.0,broadway lever,brand_entity_proxy,C4,test
60,0.0,100.0,capricorn chest,brand_entity_proxy,C4,test
62,0.0,88.88888888888889,7qt slow cooker,attribute_constraint,C4,test
63,-1.388888888888884,90.27777777777779,monthly calendar,brand_entity_proxy,C4,test
64,0.0,100.0,zachary 72.5,attribute_constraint,C4,test
65,0.0,65.78947368421053,gnome fairy garden,product_type,C4,test
66,0.0,100.0,novara pergola,brand_entity_proxy,C4,test
68,-1.1102230246251565e-14,73.03370786516852,nautical platters,brand_entity_proxy,C4,test
69,-1.1102230246251565e-14,69.23076923076921,wall sconce with usb port,multi_constraint,C4,test
70,0.0,100.0,annex dresser,product_type,C4,test
71,0.0,85.1063829787234,infant girl crib bedding,product_type,C4,test
72,-1.17647058823529,77.64705882352942,fold in half table,product_type,C4,test
74,0.0,100.0,serta kleinmon,brand_entity_proxy,C4,test
75,0.0,50.0,sheffield home bath set,product_type,C4,test
76,0.0,0.0,46 inch closet door,attribute_constraint,C4,test
77,0.0,0.0,sancroft armchair,brand_entity_proxy,C4,test
78,0.0,0.0,dorel vanity,brand_entity_proxy,C4,test
81,0.0,32.0,orren ellis l shape desk,multi_constraint,C4,test
82,0.0,32.075471698113205,bathroom vanity with counter space,multi_constraint,C4,test
84,0.0,0.0,full metal bed rose gold,multi_constraint,C4,test
86,0.0,100.0,aloe vera plant pot,product_type,C4,test
88,0.0,100.0,rose gold lounge,attribute_constraint,C4,test
89,0.0,27.941176470588236,whimsical solar lights,product_type,C4,test
91,0.0,62.5,industrial pipe dining  table,style,C4,test
93,1.7241379310344835,12.068965517241379,outdoor sectional dining,product_type,C4,test
94,0.0,100.0,kohler whitehaven farmhouse kitchen sink,style,C4,test
95,0.0,0.0,entertainment stand end table,product_type,C4,test
97,0.0,0.0,regner power loom red,attribute_constraint,C4,test
101,0.0,50.0,48 in entry table with side by side drawer,long_descriptive,C4,test
102,0.0,100.0,flamingo,brand_entity_proxy,C4,test
104,-8.333333333333337,50.0,flour and sugar containers,product_type,C4,test
107,0.0,13.953488372093023,front porch furniture sets,product_type,C4,test
108,1.2345679012345734,90.12345679012346,ayesha curry kitchen,product_type,C4,test
109,-1.1102230246251565e-14,94.87179487179486,hillsby oriental rug,product_type,C4,test
111,-1.1102230246251565e-14,84.05797101449274,delta trinsic,brand_entity_proxy,C4,test
112,0.0,37.21804511278196,pineapple,brand_entity_proxy,C4,test
114,0.0,33.33333333333333,geralyn upholstered storage platform bed,multi_constraint,C4,test
115,0.0,48.01980198019802,peacock,brand_entity_proxy,C4,test
119,0.6329113924050611,37.34177215189873,welcome sign,brand_entity_proxy,C4,test
120,0.0,100.0,zodiac pillow,brand_entity_proxy,C4,test
121,0.0,11.707988980716253,upholstered bed,product_type,C4,test
122,-0.26666666666666783,13.866666666666665,king size bed,attribute_constraint,C4,test
123,0.0,14.973262032085561,entrance table,product_type,C4,test
124,-0.30864197530864196,4.012345679012346,unique coffee tables,product_type,C4,test
125,0.0,100.0,boho bed frame,product_type,C4,test
126,-0.4149377593360981,29.460580912863072,leather dining chairs,attribute_constraint,C4,test
127,-0.6289308176100628,52.20125786163522,wine bar,brand_entity_proxy,C4,test
128,-0.8849557522123908,51.32743362831859,block coffee table,product_type,C4,test
129,-3.5714285714285725,14.285714285714285,wainscoting ideas,brand_entity_proxy,C4,test
130,-0.5347593582887709,9.62566844919786,entertainment console,brand_entity_proxy,C4,test
131,0.5780346820809246,49.13294797687861,kids chair,product_type,C4,test
132,-2.3809523809523836,57.14285714285714,farmhouse cabinet,style,C4,test
137,0.0,37.5,orren ellis l shaped desk,multi_constraint,C4,test
138,-0.7042253521126751,64.7887323943662,glass doors for bath,product_type,C4,test
140,0.0,66.66666666666666,wire basket with dividers,product_type,C4,test
141,0.0,33.33333333333333,podium with locking cabinet,product_type,C4,test
142,2.7755575615628914e-15,20.000000000000004,kitchen wooden stand,attribute_constraint,C4,test
143,0.0,33.33333333333333,queen wingback chair,attribute_constraint,C4,test
144,0.0,85.34482758620689,rug plum,product_type,C4,test
145,0.0,46.875,liberty hardware francisco,product_type,C4,test
146,0.0,0.0,laundry vanity cabinet,product_type,C4,test
147,0.0,83.33333333333334,drum picture,brand_entity_proxy,C4,test
148,1.0309278350515427,33.50515463917525,industrial,style,C4,test
150,-1.1102230246251565e-14,95.23809523809523,dumbbells,brand_entity_proxy,C4,test
151,0.15873015873015955,8.095238095238095,leather chair,attribute_constraint,C4,test
153,0.6896551724137889,29.655172413793103,bohemian,style,C4,test
155,0.0,50.0,floating bed,product_type,C4,test
158,-2.2727272727272596,77.27272727272728,led nightstand,brand_entity_proxy,C4,test
159,-1.1102230246251565e-14,80.64516129032256,meditation,brand_entity_proxy,C4,test
160,-0.4424778761061954,35.84070796460177,marble,brand_entity_proxy,C4,test
161,0.0,7.894736842105263,accent chair recliner,product_type,C4,test
163,0.0,97.87234042553192,dual monitor stand,product_type,C4,test
164,-0.78125,6.25,modern outdoor furniture,style,C4,test
165,-2.898550724637683,27.536231884057973,kitchen storage shelves,product_type,C4,test
166,0.0,88.46153846153845,feather wall art,product_type,C4,test
167,1.1494252873563204,58.620689655172406,camper,brand_entity_proxy,C4,test
169,0.0,7.4074074074074066,coffee bar buffet,product_type,C4,test
170,0.0,62.62626262626263,zen,brand_entity_proxy,C4,test
172,0.0,90.47619047619048,picasso,brand_entity_proxy,C4,test
173,0.0,0.0,bedroom accessories,brand_entity_proxy,C4,test
175,0.0,65.71428571428571,basket planter,brand_entity_proxy,C4,test
176,0.0,78.26086956521739,mexican art,brand_entity_proxy,C4,test
177,0.0,37.5,rustic storage cabinet,style,C4,test
178,0.0,100.0,almost heaven sauna,product_type,C4,test
180,1.3888888888888895,50.0,outdoor lounge cushions,product_type,C4,test
182,0.0,100.0,penny round tile,attribute_constraint,C4,test
183,0.0,100.0,farmhouse bread box,style,C4,test
184,1.6949152542372836,67.79661016949152,sugar canister,brand_entity_proxy,C4,test
185,0.0,100.0,lunch bag,brand_entity_proxy,C4,test
186,0.0,75.0,board game storage cabinet,product_type,C4,test
189,0.0,54.83870967741935,big basket for dirty cloths,multi_constraint,C4,test
190,0.0,0.0,benjiamino faux leather power lift chair,multi_constraint,C4,test
195,0.0,100.0,black freestanding tub  with faucet,multi_constraint,C4,test
197,1.1102230246251565e-14,95.6521739130435,desk for kids tjat ate 10 year old,long_descriptive,C4,test
198,-1.1102230246251565e-14,69.99999999999999,cake plates with tops,product_type,C4,test
200,0.0,100.0,ceramic tile sea shell,product_type,C4,test
202,0.0,57.77777777777777,full mattress padded liner,product_type,C4,test
203,0.0,100.0,ge top loading washer 4.5,multi_constraint,C4,test
204,0.0,85.71428571428571,fleur de lis living candle wall sconce bronze,long_descriptive,C4,test
206,0.0,100.0,grill cover 73,attribute_constraint,C4,test
210,0.0,100.0,love seat wide faux leather tuxedo arm sofa,long_descriptive,C4,test
212,0.0,100.0,nettie 5 pc bar set,multi_constraint,C4,test
213,0.0,100.0,kraus kitchen sink faucet oletto kpf 2820 sfs,long_descriptive,C4,test
215,-5.551115123125783e-15,46.666666666666664,king adjustable bed including mattress,multi_constraint,C4,test
216,0.0,87.5,music plug wall plate,product_type,C4,test
220,-1.1102230246251565e-14,92.3076923076923,sheets for twinxl,product_type,C4,test
221,-1.3698630136986245,41.09589041095891,small space dining table and chairs sets,multi_constraint,C4,test
222,0.0,3.225806451612903,small loving roomtables,attribute_constraint,C4,test
223,0.0,100.0,wisdom stone river 3-3/4,multi_constraint,C4,test
226,0.0,32.48730964467005,power lift chair,product_type,C4,test
227,0.0,56.81818181818182,owl,brand_entity_proxy,C4,test
229,-0.7518796992481147,69.92481203007519,waterfall faucet,brand_entity_proxy,C4,test
230,-0.43859649122806876,24.12280701754386,gold,attribute_constraint,C4,test
231,0.0,32.24755700325733,anti fatigue mat,product_type,C4,test
232,0.0,16.07565011820331,storage dresser,product_type,C4,test
233,-1.2345679012345678,45.67901234567901,kelly clarkson light fixtures,product_type,C4,test
234,0.0,80.37383177570094,artificial orchid arrangement,product_type,C4,test
235,0.0,45.11278195488722,bathroom wastebasket,brand_entity_proxy,C4,test
236,0.0,55.172413793103445,3 piece rug set with runners,multi_constraint,C4,test
238,-1.851851851851849,57.407407407407405,outdoor seat/back cushion,product_type,C4,test
239,0.0,52.054794520547944,bathroom single faucet,product_type,C4,test
241,0.0,52.02702702702703,decorative wall clocks,product_type,C4,test
242,0.5714285714285727,23.42857142857143,accent leather chair,attribute_constraint,C4,test
243,0.7407407407407418,58.51851851851851,indoor multi tiered plant stand,multi_constraint,C4,test
244,0.0,44.44444444444444,pull out sleeper loveseat,product_type,C4,test
245,0.0,87.71929824561403,anchor decor,brand_entity_proxy,C4,test
246,0.0,75.0,clear shower curtain,attribute_constraint,C4,test
247,1.1102230246251565e-14,92.50000000000001,beaded curtains,brand_entity_proxy,C4,test
248,0.0,97.43589743589743,surge protector,brand_entity_proxy,C4,test
249,0.0,65.32258064516128,bistro table and chairs,product_type,C4,test
250,-1.0416666666666685,45.83333333333333,multi color rug,product_type,C4,test
251,0.0,72.22222222222221,coffee container,brand_entity_proxy,C4,test
252,1.0000000000000009,14.000000000000002,accent chairs living room,product_type,C4,test
253,5.551115123125783e-15,40.00000000000001,antique brass faucet,product_type,C4,test
254,-0.7633587786259527,11.450381679389315,comfortable accent chair,product_type,C4,test
255,-0.9345794392523366,67.28971962616822,desk and chair set,product_type,C4,test
257,0.0,50.75757575757576,living room coffee table sets,multi_constraint,C4,test
260,0.0,100.0,retractable side awning,product_type,C4,test
263,1.333333333333342,68.0,small curtain rods,attribute_constraint,C4,test
264,0.0,100.0,cortez pillow,brand_entity_proxy,C4,test
266,0.0,0.0,champagne velvet desk chair,product_type,C4,test
267,0.0,100.0,dolomite subway tile,product_type,C4,test
268,0.0,100.0,betty resin free standing umbrella,multi_constraint,C4,test
270,0.0,100.0,edge chair mat,product_type,C4,test
271,0.0,100.0,chinese flower stand,product_type,C4,test
273,0.0,75.0,stainless steel free standing shower caddy,multi_constraint,C4,test
274,0.0,100.0,gowdy height adjustable standing desk,multi_constraint,C4,test
275,0.0,100.0,hinged square ottoman,attribute_constraint,C4,test
277,-1.3877787807814457e-15,9.09090909090909,barstool patio sets,product_type,C4,test
278,0.0,85.71428571428571,parakeet toy,product_type,C4,test
279,0.0,100.0,marlon tufted queen bed,attribute_constraint,C4,test
281,0.0,100.0,brunk ship wheel,product_type,C4,test
282,0.0,100.0,grantola wall mirror,product_type,C4,test
285,0.0,85.71428571428571,"48"" sliding single track , barn door for laundry",long_descriptive,C4,test
289,0.0,96.29629629629629,coma inducer comforter king set,multi_constraint,C4,test
291,2.7755575615628914e-15,20.000000000000004,front door cabinet with doors,multi_constraint,C4,test
292,0.0,16.666666666666664,decorative white pillow,attribute_constraint,C4,test
295,0.0,33.33333333333333,end table between recliners,product_type,C4,test
296,0.0,100.0,zakariyah twin platform,attribute_constraint,C4,test
297,0.0,50.0,seat cushions desk,product_type,C4,test
298,0.0,100.0,small woven pouf,attribute_constraint,C4,test
300,0.0,0.0,animal print handmade tufted wool beige/black area rug by allmodern,long_descriptive,C4,test
301,-50.0,50.0,circle cabinet pulls,product_type,C4,test
302,1.1299435028248483,79.09604519774011,mattress foam topper queen,attribute_constraint,C4,test
303,0.0,100.0,hawaii vintage art,style,C4,test
305,-1.0362694300518172,47.66839378238342,ligth bulb,brand_entity_proxy,C4,test
306,0.0,100.0,mobley zero gravity adjustable bed with wireless remote,long_descriptive,C4,test
307,0.0,100.0,real touch roses floral arrangements in glass vase,long_descriptive,C4,test
308,0.0,100.0,led 60,attribute_constraint,C4,test
310,0.0,100.0,meade mirror,product_type,C4,test
311,0.0,50.0,odum velvet,brand_entity_proxy,C4,test
313,0.0,100.0,malachi sled,brand_entity_proxy,C4,test
315,0.0,100.0,medium clips,brand_entity_proxy,C4,test
316,0.0,100.0,rolande heavy duty power lift assist recliner,multi_constraint,C4,test
317,0.0,100.0,hulmeville writing desk with hutch,multi_constraint,C4,test
319,0.0,100.0,landis wall mounted bathroom shelves,multi_constraint,C4,test
