dataset,model,product_id,tokens_C0,tokens_C1,tokens_C2s1,tokens_C2s2,tokens_C2s3,tokens_C2s4,tokens_C2s5,max_tokens_seven,tokenizer_cap,fully_fits,special_token_overhead
wands,bge_base,38794,818,818,818,818,818,818,818,818,512,False,2
wands,bge_base,38795,851,851,851,851,851,851,851,851,512,False,2
wands,bge_base,38796,852,852,852,852,852,852,852,852,512,False,2
wands,bge_base,38797,763,763,763,763,763,763,763,763,512,False,2
wands,bge_base,38798,889,889,889,889,889,889,889,889,512,False,2
wands,bge_base,38799,868,868,868,868,868,868,868,868,512,False,2
wands,bge_base,38800,1036,1036,1036,1036,1036,1036,1036,1036,512,False,2
wands,bge_base,38801,746,746,746,746,746,746,746,746,512,False,2
wands,bge_base,38802,858,858,858,858,858,858,858,858,512,False,2
wands,bge_base,38803,1016,1016,1016,1016,1016,1016,1016,1016,512,False,2
wands,bge_base,38804,984,984,984,984,984,984,984,984,512,False,2
wands,bge_base,38805,1138,1138,1138,1138,1138,1138,1138,1138,512,False,2
wands,bge_base,38806,1054,1054,1054,1054,1054,1054,1054,1054,512,False,2
wands,bge_base,38807,315,315,315,315,315,315,315,315,512,True,2
wands,bge_base,38808,316,316,316,316,316,316,316,316,512,True,2
wands,bge_base,38809,453,453,453,453,453,453,453,453,512,True,2
wands,bge_base,38810,439,439,439,439,439,439,439,439,512,True,2
wands,bge_base,38811,447,447,447,447,447,447,447,447,512,True,2
wands,bge_base,38812,383,383,383,383,383,383,383,383,512,True,2
wands,bge_base,38813,379,379,379,379,379,379,379,379,512,True,2
wands,bge_base,38814,484,484,484,484,484,484,484,484,512,True,2
wands,bge_base,38815,611,611,611,611,611,611,611,611,512,False,2
wands,bge_base,38816,542,542,542,542,542,542,542,542,512,False,2
wands,bge_base,38817,589,589,589,589,589,589,589,589,512,False,2
wands,bge_base,38818,633,633,633,633,633,633,633,633,512,False,2
wands,bge_base,38819,709,709,709,709,709,709,709,709,512,False,2
wands,bge_base,38820,481,481,481,481,481,481,481,481,512,True,2
wands,bge_base,38821,553,553,553,553,553,553,553,553,512,False,2
wands,bge_base,38822,291,291,291,291,291,291,291,291,512,True,2
wands,bge_base,38823,641,641,641,641,641,641,641,641,512,False,2
wands,bge_base,38824,864,864,864,864,864,864,864,864,512,False,2
wands,bge_base,38825,673,673,673,673,673,673,673,673,512,False,2
wands,bge_base,38826,501,501,501,501,501,501,501,501,512,True,2
wands,bge_base,38827,817,817,817,817,817,817,817,817,512,False,2
wands,bge_base,38828,723,723,723,723,723,723,723,723,512,False,2
wands,bge_base,38829,759,759,759,759,759,759,759,759,512,False,2
wands,bge_base,38830,620,620,620,620,620,620,620,620,512,False,2
wands,bge_base,38831,444,444,444,444,444,444,444,444,512,True,2
wands,bge_base,38832,510,510,510,510,510,510,510,510,512,True,2
wands,bge_base,38833,673,673,673,673,673,673,673,673,512,False,2
wands,bge_base,38834,549,549,549,549,549,549,549,549,512,False,2
wands,bge_base,38835,532,532,532,532,532,532,532,532,512,False,2
wands,bge_base,38836,652,652,652,652,652,652,652,652,512,False,2
wands,bge_base,38837,762,762,762,762,762,762,762,762,512,False,2
wands,bge_base,38838,981,981,981,981,981,981,981,981,512,False,2
wands,bge_base,38839,870,870,870,870,870,870,870,870,512,False,2
wands,bge_base,38840,496,496,496,496,496,496,496,496,512,True,2
wands,bge_base,38841,1041,1041,1041,1041,1041,1041,1041,1041,512,False,2
wands,bge_base,38842,664,664,664,664,664,664,664,664,512,False,2
wands,bge_base,38843,458,458,458,458,458,458,458,458,512,True,2
wands,bge_base,38844,746,746,746,746,746,746,746,746,512,False,2
wands,bge_base,38845,598,598,598,598,598,598,598,598,512,False,2
wands,bge_base,38846,994,994,994,994,994,994,994,994,512,False,2
wands,bge_base,38847,665,665,665,665,665,665,665,665,512,False,2
wands,bge_base,38848,546,546,546,546,546,546,546,546,512,False,2
wands,bge_base,38849,678,678,678,678,678,678,678,678,512,False,2
wands,bge_base,38850,636,636,636,636,636,636,636,636,512,False,2
wands,bge_base,38851,826,826,826,826,826,826,826,826,512,False,2
wands,bge_base,38852,801,801,801,801,801,801,801,801,512,False,2
wands,bge_base,38853,628,628,628,628,628,628,628,628,512,False,2
wands,bge_base,38854,479,479,479,479,479,479,479,479,512,True,2
wands,bge_base,38855,599,599,599,599,599,599,599,599,512,False,2
wands,bge_base,38856,393,393,393,393,393,393,393,393,512,True,2
wands,bge_base,38857,496,496,496,496,496,496,496,496,512,True,2
wands,bge_base,38858,684,684,684,684,684,684,684,684,512,False,2
wands,bge_base,38859,650,650,650,650,650,650,650,650,512,False,2
wands,bge_base,38860,1134,1134,1134,1134,1134,1134,1134,1134,512,False,2
wands,bge_base,38861,981,981,981,981,981,981,981,981,512,False,2
wands,bge_base,38862,949,949,949,949,949,949,949,949,512,False,2
wands,bge_base,38863,1001,1001,1001,1001,1001,1001,1001,1001,512,False,2
wands,bge_base,38864,461,461,461,461,461,461,461,461,512,True,2
wands,bge_base,38865,745,745,745,745,745,745,745,745,512,False,2
wands,bge_base,38866,489,489,489,489,489,489,489,489,512,True,2
wands,bge_base,38867,761,761,761,761,761,761,761,761,512,False,2
wands,bge_base,38868,897,897,897,897,897,897,897,897,512,False,2
wands,bge_base,38869,1111,1111,1111,1111,1111,1111,1111,1111,512,False,2
wands,bge_base,38870,769,769,769,769,769,769,769,769,512,False,2
wands,bge_base,38871,540,540,540,540,540,540,540,540,512,False,2
wands,bge_base,38872,553,553,553,553,553,553,553,553,512,False,2
wands,bge_base,38873,448,448,448,448,448,448,448,448,512,True,2
wands,bge_base,38874,365,365,365,365,365,365,365,365,512,True,2
wands,bge_base,38875,526,526,526,526,526,526,526,526,512,False,2
wands,bge_base,38876,598,598,598,598,598,598,598,598,512,False,2
wands,bge_base,38877,773,773,773,773,773,773,773,773,512,False,2
wands,bge_base,38878,885,885,885,885,885,885,885,885,512,False,2
wands,bge_base,38879,771,771,771,771,771,771,771,771,512,False,2
wands,bge_base,38880,577,577,577,577,577,577,577,577,512,False,2
wands,bge_base,38881,448,448,448,448,448,448,448,448,512,True,2
wands,bge_base,38882,783,783,783,783,783,783,783,783,512,False,2
wands,bge_base,38883,904,904,904,904,904,904,904,904,512,False,2
wands,bge_base,38884,926,926,926,926,926,926,926,926,512,False,2
wands,bge_base,38885,910,910,910,910,910,910,910,910,512,False,2
wands,bge_base,38886,621,621,621,621,621,621,621,621,512,False,2
wands,bge_base,38887,1096,1096,1096,1096,1096,1096,1096,1096,512,False,2
wands,bge_base,38888,1142,1142,1142,1142,1142,1142,1142,1142,512,False,2
wands,bge_base,38889,712,712,712,712,712,712,712,712,512,False,2
wands,bge_base,38890,853,853,853,853,853,853,853,853,512,False,2
wands,bge_base,38891,1638,1638,1638,1638,1638,1638,1638,1638,512,False,2
wands,bge_base,38892,755,755,755,755,755,755,755,755,512,False,2
wands,bge_base,38893,726,726,726,726,726,726,726,726,512,False,2
wands,bge_base,38894,993,993,993,993,993,993,993,993,512,False,2
wands,bge_base,38895,404,404,404,404,404,404,404,404,512,True,2
wands,bge_base,38896,1335,1335,1335,1335,1335,1335,1335,1335,512,False,2
wands,bge_base,38897,493,493,493,493,493,493,493,493,512,True,2
wands,bge_base,38898,901,901,901,901,901,901,901,901,512,False,2
wands,bge_base,38899,1076,1076,1076,1076,1076,1076,1076,1076,512,False,2
wands,bge_base,38900,1079,1079,1079,1079,1079,1079,1079,1079,512,False,2
wands,bge_base,38901,597,597,597,597,597,597,597,597,512,False,2
wands,bge_base,38902,661,661,661,661,661,661,661,661,512,False,2
wands,bge_base,38903,503,503,503,503,503,503,503,503,512,True,2
wands,bge_base,38904,709,709,709,709,709,709,709,709,512,False,2
wands,bge_base,38905,854,854,854,854,854,854,854,854,512,False,2
wands,bge_base,38906,520,520,520,520,520,520,520,520,512,False,2
wands,bge_base,38907,611,611,611,611,611,611,611,611,512,False,2
wands,bge_base,38908,739,739,739,739,739,739,739,739,512,False,2
wands,bge_base,38909,477,477,477,477,477,477,477,477,512,True,2
wands,bge_base,38910,596,596,596,596,596,596,596,596,512,False,2
wands,bge_base,38911,1162,1162,1162,1162,1162,1162,1162,1162,512,False,2
wands,bge_base,38912,654,654,654,654,654,654,654,654,512,False,2
wands,bge_base,38913,690,690,690,690,690,690,690,690,512,False,2
wands,bge_base,38914,940,940,940,940,940,940,940,940,512,False,2
wands,bge_base,38915,821,821,821,821,821,821,821,821,512,False,2
wands,bge_base,38916,809,809,809,809,809,809,809,809,512,False,2
wands,bge_base,38917,624,624,624,624,624,624,624,624,512,False,2
wands,bge_base,38918,548,548,548,548,548,548,548,548,512,False,2
wands,bge_base,38919,384,384,384,384,384,384,384,384,512,True,2
wands,bge_base,38920,810,810,810,810,810,810,810,810,512,False,2
wands,bge_base,38921,414,414,414,414,414,414,414,414,512,True,2
wands,bge_base,38922,723,723,723,723,723,723,723,723,512,False,2
wands,bge_base,38923,872,872,872,872,872,872,872,872,512,False,2
wands,bge_base,38924,1015,1015,1015,1015,1015,1015,1015,1015,512,False,2
wands,bge_base,38925,467,467,467,467,467,467,467,467,512,True,2
wands,bge_base,38926,505,505,505,505,505,505,505,505,512,True,2
wands,bge_base,38927,1376,1376,1376,1376,1376,1376,1376,1376,512,False,2
wands,bge_base,38928,993,993,993,993,993,993,993,993,512,False,2
wands,bge_base,38929,1027,1027,1027,1027,1027,1027,1027,1027,512,False,2
wands,bge_base,38930,1216,1216,1216,1216,1216,1216,1216,1216,512,False,2
wands,bge_base,38931,847,847,847,847,847,847,847,847,512,False,2
wands,bge_base,38932,692,692,692,692,692,692,692,692,512,False,2
wands,bge_base,38933,590,590,590,590,590,590,590,590,512,False,2
wands,bge_base,38934,748,748,748,748,748,748,748,748,512,False,2
wands,bge_base,38935,1181,1181,1181,1181,1181,1181,1181,1181,512,False,2
wands,bge_base,38936,838,838,838,838,838,838,838,838,512,False,2
wands,bge_base,38937,608,608,608,608,608,608,608,608,512,False,2
wands,bge_base,38938,1016,1016,1016,1016,1016,1016,1016,1016,512,False,2
wands,bge_base,38939,806,806,806,806,806,806,806,806,512,False,2
wands,bge_base,38940,2164,2164,2164,2164,2164,2164,2164,2164,512,False,2
wands,bge_base,38941,652,652,652,652,652,652,652,652,512,False,2
wands,bge_base,38942,541,541,541,541,541,541,541,541,512,False,2
wands,bge_base,38943,955,955,955,955,955,955,955,955,512,False,2
wands,bge_base,38944,720,720,720,720,720,720,720,720,512,False,2
wands,bge_base,38945,708,708,708,708,708,708,708,708,512,False,2
wands,bge_base,38946,815,815,815,815,815,815,815,815,512,False,2
wands,bge_base,38947,891,891,891,891,891,891,891,891,512,False,2
wands,bge_base,38948,956,956,956,956,956,956,956,956,512,False,2
wands,bge_base,38949,841,841,841,841,841,841,841,841,512,False,2
wands,bge_base,38950,522,522,522,522,522,522,522,522,512,False,2
wands,bge_base,38951,430,430,430,430,430,430,430,430,512,True,2
wands,bge_base,38952,738,738,738,738,738,738,738,738,512,False,2
wands,bge_base,38953,668,668,668,668,668,668,668,668,512,False,2
wands,bge_base,38954,620,620,620,620,620,620,620,620,512,False,2
wands,bge_base,38955,707,707,707,707,707,707,707,707,512,False,2
wands,bge_base,38956,245,245,245,245,245,245,245,245,512,True,2
wands,bge_base,38957,864,864,864,864,864,864,864,864,512,False,2
wands,bge_base,38958,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,38959,855,855,855,855,855,855,855,855,512,False,2
wands,bge_base,38960,859,859,859,859,859,859,859,859,512,False,2
wands,bge_base,38961,955,955,955,955,955,955,955,955,512,False,2
wands,bge_base,38962,451,451,451,451,451,451,451,451,512,True,2
wands,bge_base,38963,400,400,400,400,400,400,400,400,512,True,2
wands,bge_base,38964,783,783,783,783,783,783,783,783,512,False,2
wands,bge_base,38965,747,747,747,747,747,747,747,747,512,False,2
wands,bge_base,38966,1414,1414,1414,1414,1414,1414,1414,1414,512,False,2
wands,bge_base,38967,1166,1166,1166,1166,1166,1166,1166,1166,512,False,2
wands,bge_base,38968,660,660,660,660,660,660,660,660,512,False,2
wands,bge_base,38969,902,902,902,902,902,902,902,902,512,False,2
wands,bge_base,38970,778,778,778,778,778,778,778,778,512,False,2
wands,bge_base,38971,1039,1039,1039,1039,1039,1039,1039,1039,512,False,2
wands,bge_base,38972,832,832,832,832,832,832,832,832,512,False,2
wands,bge_base,38973,535,535,535,535,535,535,535,535,512,False,2
wands,bge_base,38974,457,457,457,457,457,457,457,457,512,True,2
wands,bge_base,38975,716,716,716,716,716,716,716,716,512,False,2
wands,bge_base,38976,810,810,810,810,810,810,810,810,512,False,2
wands,bge_base,38977,1181,1181,1181,1181,1181,1181,1181,1181,512,False,2
wands,bge_base,38978,831,831,831,831,831,831,831,831,512,False,2
wands,bge_base,38979,739,739,739,739,739,739,739,739,512,False,2
wands,bge_base,38980,187,187,187,187,187,187,187,187,512,True,2
wands,bge_base,38981,423,423,423,423,423,423,423,423,512,True,2
wands,bge_base,38982,356,356,356,356,356,356,356,356,512,True,2
wands,bge_base,38983,497,497,497,497,497,497,497,497,512,True,2
wands,bge_base,38984,300,300,300,300,300,300,300,300,512,True,2
wands,bge_base,38985,296,296,296,296,296,296,296,296,512,True,2
wands,bge_base,38986,319,319,319,319,319,319,319,319,512,True,2
wands,bge_base,38987,78,78,78,78,78,78,78,78,512,True,2
wands,bge_base,38988,198,198,198,198,198,198,198,198,512,True,2
wands,bge_base,38989,427,427,427,427,427,427,427,427,512,True,2
wands,bge_base,38990,435,435,435,435,435,435,435,435,512,True,2
wands,bge_base,38991,332,332,332,332,332,332,332,332,512,True,2
wands,bge_base,38992,480,480,480,480,480,480,480,480,512,True,2
wands,bge_base,38993,481,481,481,481,481,481,481,481,512,True,2
wands,bge_base,38994,398,398,398,398,398,398,398,398,512,True,2
wands,bge_base,38995,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,38996,244,244,244,244,244,244,244,244,512,True,2
wands,bge_base,38997,917,917,917,917,917,917,917,917,512,False,2
wands,bge_base,38998,555,555,555,555,555,555,555,555,512,False,2
wands,bge_base,38999,522,522,522,522,522,522,522,522,512,False,2
wands,bge_base,39000,613,613,613,613,613,613,613,613,512,False,2
wands,bge_base,39001,610,610,610,610,610,610,610,610,512,False,2
wands,bge_base,39002,618,618,618,618,618,618,618,618,512,False,2
wands,bge_base,39003,582,582,582,582,582,582,582,582,512,False,2
wands,bge_base,39004,565,565,565,565,565,565,565,565,512,False,2
wands,bge_base,39005,568,568,568,568,568,568,568,568,512,False,2
wands,bge_base,39006,569,569,569,569,569,569,569,569,512,False,2
wands,bge_base,39007,833,833,833,833,833,833,833,833,512,False,2
wands,bge_base,39008,832,832,832,832,832,832,832,832,512,False,2
wands,bge_base,39009,606,606,606,606,606,606,606,606,512,False,2
wands,bge_base,39010,612,612,612,612,612,612,612,612,512,False,2
wands,bge_base,39011,610,610,610,610,610,610,610,610,512,False,2
wands,bge_base,39012,606,606,606,606,606,606,606,606,512,False,2
wands,bge_base,39013,582,582,582,582,582,582,582,582,512,False,2
wands,bge_base,39014,302,302,302,302,302,302,302,302,512,True,2
wands,bge_base,39015,625,625,625,625,625,625,625,625,512,False,2
wands,bge_base,39016,746,746,746,746,746,746,746,746,512,False,2
wands,bge_base,39017,479,479,479,479,479,479,479,479,512,True,2
wands,bge_base,39018,448,448,448,448,448,448,448,448,512,True,2
wands,bge_base,39019,584,584,584,584,584,584,584,584,512,False,2
wands,bge_base,39020,498,498,498,498,498,498,498,498,512,True,2
wands,bge_base,39021,632,632,632,632,632,632,632,632,512,False,2
wands,bge_base,39022,654,654,654,654,654,654,654,654,512,False,2
wands,bge_base,39023,810,810,810,810,810,810,810,810,512,False,2
wands,bge_base,39024,602,602,602,602,602,602,602,602,512,False,2
wands,bge_base,39025,654,654,654,654,654,654,654,654,512,False,2
wands,bge_base,39026,629,629,629,629,629,629,629,629,512,False,2
wands,bge_base,39027,630,630,630,630,630,630,630,630,512,False,2
wands,bge_base,39028,630,630,630,630,630,630,630,630,512,False,2
wands,bge_base,39029,658,658,658,658,658,658,658,658,512,False,2
wands,bge_base,39030,647,647,647,647,647,647,647,647,512,False,2
wands,bge_base,39031,1043,1043,1043,1043,1043,1043,1043,1043,512,False,2
wands,bge_base,39032,1033,1033,1033,1033,1033,1033,1033,1033,512,False,2
wands,bge_base,39033,429,429,429,429,429,429,429,429,512,True,2
wands,bge_base,39034,444,444,444,444,444,444,444,444,512,True,2
wands,bge_base,39035,425,425,425,425,425,425,425,425,512,True,2
wands,bge_base,39036,420,420,420,420,420,420,420,420,512,True,2
wands,bge_base,39037,604,604,604,604,604,604,604,604,512,False,2
wands,bge_base,39038,665,665,665,665,665,665,665,665,512,False,2
wands,bge_base,39039,633,633,633,633,633,633,633,633,512,False,2
wands,bge_base,39040,606,606,606,606,606,606,606,606,512,False,2
wands,bge_base,39041,686,686,686,686,686,686,686,686,512,False,2
wands,bge_base,39042,505,505,505,505,505,505,505,505,512,True,2
wands,bge_base,39043,476,476,476,476,476,476,476,476,512,True,2
wands,bge_base,39044,449,449,449,449,449,449,449,449,512,True,2
wands,bge_base,39045,528,528,528,528,528,528,528,528,512,False,2
wands,bge_base,39046,511,511,511,511,511,511,511,511,512,True,2
wands,bge_base,39047,623,623,623,623,623,623,623,623,512,False,2
wands,bge_base,39048,529,529,529,529,529,529,529,529,512,False,2
wands,bge_base,39049,520,520,520,520,520,520,520,520,512,False,2
wands,bge_base,39050,470,470,470,470,470,470,470,470,512,True,2
wands,bge_base,39051,448,448,448,448,448,448,448,448,512,True,2
wands,bge_base,39052,641,641,641,641,641,641,641,641,512,False,2
wands,bge_base,39053,707,707,707,707,707,707,707,707,512,False,2
wands,bge_base,39054,650,650,650,650,650,650,650,650,512,False,2
wands,bge_base,39055,645,645,645,645,645,645,645,645,512,False,2
wands,bge_base,39056,676,676,676,676,676,676,676,676,512,False,2
wands,bge_base,39057,536,536,536,536,536,536,536,536,512,False,2
wands,bge_base,39058,542,542,542,542,542,542,542,542,512,False,2
wands,bge_base,39059,563,563,563,563,563,563,563,563,512,False,2
wands,bge_base,39060,785,785,785,785,785,785,785,785,512,False,2
wands,bge_base,39061,519,519,519,519,519,519,519,519,512,False,2
wands,bge_base,39062,628,628,628,628,628,628,628,628,512,False,2
wands,bge_base,39063,726,726,726,726,726,726,726,726,512,False,2
wands,bge_base,39064,751,751,751,751,751,751,751,751,512,False,2
wands,bge_base,39065,598,598,598,598,598,598,598,598,512,False,2
wands,bge_base,39066,586,586,586,586,586,586,586,586,512,False,2
wands,bge_base,39067,593,593,593,593,593,593,593,593,512,False,2
wands,bge_base,39068,478,478,478,478,478,478,478,478,512,True,2
wands,bge_base,39069,921,921,921,921,921,921,921,921,512,False,2
wands,bge_base,39070,953,953,953,953,953,953,953,953,512,False,2
wands,bge_base,39071,745,745,745,745,745,745,745,745,512,False,2
wands,bge_base,39072,753,753,753,753,753,753,753,753,512,False,2
wands,bge_base,39073,762,762,762,762,762,762,762,762,512,False,2
wands,bge_base,39074,444,444,444,444,444,444,444,444,512,True,2
wands,bge_base,39075,543,543,543,543,543,543,543,543,512,False,2
wands,bge_base,39076,1099,1099,1099,1099,1099,1099,1099,1099,512,False,2
wands,bge_base,39077,1071,1071,1071,1071,1071,1071,1071,1071,512,False,2
wands,bge_base,39078,720,720,720,720,720,720,720,720,512,False,2
wands,bge_base,39079,423,423,423,423,423,423,423,423,512,True,2
wands,bge_base,39080,834,834,834,834,834,834,834,834,512,False,2
wands,bge_base,39081,507,507,507,507,507,507,507,507,512,True,2
wands,bge_base,39082,1013,1013,1013,1013,1013,1013,1013,1013,512,False,2
wands,bge_base,39083,422,422,422,422,422,422,422,422,512,True,2
wands,bge_base,39084,921,921,921,921,921,921,921,921,512,False,2
wands,bge_base,39085,643,643,643,643,643,643,643,643,512,False,2
wands,bge_base,39086,605,605,605,605,605,605,605,605,512,False,2
wands,bge_base,39087,582,582,582,582,582,582,582,582,512,False,2
wands,bge_base,39088,518,518,518,518,518,518,518,518,512,False,2
wands,bge_base,39089,540,540,540,540,540,540,540,540,512,False,2
wands,bge_base,39090,587,587,587,587,587,587,587,587,512,False,2
wands,bge_base,39091,507,507,507,507,507,507,507,507,512,True,2
wands,bge_base,39092,413,413,413,413,413,413,413,413,512,True,2
wands,bge_base,39093,389,389,389,389,389,389,389,389,512,True,2
wands,bge_base,39094,698,698,698,698,698,698,698,698,512,False,2
wands,bge_base,39095,648,648,648,648,648,648,648,648,512,False,2
wands,bge_base,39096,619,619,619,619,619,619,619,619,512,False,2
wands,bge_base,39097,778,778,778,778,778,778,778,778,512,False,2
wands,bge_base,39098,922,922,922,922,922,922,922,922,512,False,2
wands,bge_base,39099,726,726,726,726,726,726,726,726,512,False,2
wands,bge_base,39100,558,558,558,558,558,558,558,558,512,False,2
wands,bge_base,39101,673,673,673,673,673,673,673,673,512,False,2
wands,bge_base,39102,720,720,720,720,720,720,720,720,512,False,2
wands,bge_base,39103,678,678,678,678,678,678,678,678,512,False,2
wands,bge_base,39104,508,508,508,508,508,508,508,508,512,True,2
wands,bge_base,39105,507,507,507,507,507,507,507,507,512,True,2
wands,bge_base,39106,761,761,761,761,761,761,761,761,512,False,2
wands,bge_base,39107,1115,1115,1115,1115,1115,1115,1115,1115,512,False,2
wands,bge_base,39108,1075,1075,1075,1075,1075,1075,1075,1075,512,False,2
wands,bge_base,39109,872,872,872,872,872,872,872,872,512,False,2
wands,bge_base,39110,888,888,888,888,888,888,888,888,512,False,2
wands,bge_base,39111,976,976,976,976,976,976,976,976,512,False,2
wands,bge_base,39112,1028,1028,1028,1028,1028,1028,1028,1028,512,False,2
wands,bge_base,39113,867,867,867,867,867,867,867,867,512,False,2
wands,bge_base,39114,730,730,730,730,730,730,730,730,512,False,2
wands,bge_base,39115,679,679,679,679,679,679,679,679,512,False,2
wands,bge_base,39116,583,583,583,583,583,583,583,583,512,False,2
wands,bge_base,39117,612,612,612,612,612,612,612,612,512,False,2
wands,bge_base,39118,670,670,670,670,670,670,670,670,512,False,2
wands,bge_base,39119,628,628,628,628,628,628,628,628,512,False,2
wands,bge_base,39120,796,796,796,796,796,796,796,796,512,False,2
wands,bge_base,39121,561,561,561,561,561,561,561,561,512,False,2
wands,bge_base,39122,244,244,244,244,244,244,244,244,512,True,2
wands,bge_base,39123,947,947,947,947,947,947,947,947,512,False,2
wands,bge_base,39124,756,756,756,756,756,756,756,756,512,False,2
wands,bge_base,39125,798,798,798,798,798,798,798,798,512,False,2
wands,bge_base,39126,1395,1395,1395,1395,1395,1395,1395,1395,512,False,2
wands,bge_base,39127,909,909,909,909,909,909,909,909,512,False,2
wands,bge_base,39128,973,973,973,973,973,973,973,973,512,False,2
wands,bge_base,39129,1001,1001,1001,1001,1001,1001,1001,1001,512,False,2
wands,bge_base,39130,959,959,959,959,959,959,959,959,512,False,2
wands,bge_base,39131,990,990,990,990,990,990,990,990,512,False,2
wands,bge_base,39132,962,962,962,962,962,962,962,962,512,False,2
wands,bge_base,39133,887,887,887,887,887,887,887,887,512,False,2
wands,bge_base,39134,887,887,887,887,887,887,887,887,512,False,2
wands,bge_base,39135,728,728,728,728,728,728,728,728,512,False,2
wands,bge_base,39136,900,900,900,900,900,900,900,900,512,False,2
wands,bge_base,39137,727,727,727,727,727,727,727,727,512,False,2
wands,bge_base,39138,900,900,900,900,900,900,900,900,512,False,2
wands,bge_base,39139,916,916,916,916,916,916,916,916,512,False,2
wands,bge_base,39140,820,820,820,820,820,820,820,820,512,False,2
wands,bge_base,39141,377,377,377,377,377,377,377,377,512,True,2
wands,bge_base,39142,594,594,594,594,594,594,594,594,512,False,2
wands,bge_base,39143,269,269,269,269,269,269,269,269,512,True,2
wands,bge_base,39144,739,739,739,739,739,739,739,739,512,False,2
wands,bge_base,39145,605,605,605,605,605,605,605,605,512,False,2
wands,bge_base,39146,607,607,607,607,607,607,607,607,512,False,2
wands,bge_base,39147,625,625,625,625,625,625,625,625,512,False,2
wands,bge_base,39148,672,672,672,672,672,672,672,672,512,False,2
wands,bge_base,39149,712,712,712,712,712,712,712,712,512,False,2
wands,bge_base,39150,656,656,656,656,656,656,656,656,512,False,2
wands,bge_base,39151,395,395,395,395,395,395,395,395,512,True,2
wands,bge_base,39152,584,584,584,584,584,584,584,584,512,False,2
wands,bge_base,39153,391,391,391,391,391,391,391,391,512,True,2
wands,bge_base,39154,568,568,568,568,568,568,568,568,512,False,2
wands,bge_base,39155,579,579,579,579,579,579,579,579,512,False,2
wands,bge_base,39156,653,653,653,653,653,653,653,653,512,False,2
wands,bge_base,39157,353,353,353,353,353,353,353,353,512,True,2
wands,bge_base,39158,365,365,365,365,365,365,365,365,512,True,2
wands,bge_base,39159,253,253,253,253,253,253,253,253,512,True,2
wands,bge_base,39160,310,310,310,310,310,310,310,310,512,True,2
wands,bge_base,39161,449,449,449,449,449,449,449,449,512,True,2
wands,bge_base,39162,496,496,496,496,496,496,496,496,512,True,2
wands,bge_base,39163,430,430,430,430,430,430,430,430,512,True,2
wands,bge_base,39164,350,350,350,350,350,350,350,350,512,True,2
wands,bge_base,39165,336,336,336,336,336,336,336,336,512,True,2
wands,bge_base,39166,343,343,343,343,343,343,343,343,512,True,2
wands,bge_base,39167,477,477,477,477,477,477,477,477,512,True,2
wands,bge_base,39168,602,602,602,602,602,602,602,602,512,False,2
wands,bge_base,39169,703,703,703,703,703,703,703,703,512,False,2
wands,bge_base,39170,515,515,515,515,515,515,515,515,512,False,2
wands,bge_base,39171,662,662,662,662,662,662,662,662,512,False,2
wands,bge_base,39172,575,575,575,575,575,575,575,575,512,False,2
wands,bge_base,39173,568,568,568,568,568,568,568,568,512,False,2
wands,bge_base,39174,413,413,413,413,413,413,413,413,512,True,2
wands,bge_base,39175,467,467,467,467,467,467,467,467,512,True,2
wands,bge_base,39176,575,575,575,575,575,575,575,575,512,False,2
wands,bge_base,39177,479,479,479,479,479,479,479,479,512,True,2
wands,bge_base,39178,904,904,904,904,904,904,904,904,512,False,2
wands,bge_base,39179,483,483,483,483,483,483,483,483,512,True,2
wands,bge_base,39180,508,508,508,508,508,508,508,508,512,True,2
wands,bge_base,39181,953,953,953,953,953,953,953,953,512,False,2
wands,bge_base,39182,164,164,164,164,164,164,164,164,512,True,2
wands,bge_base,39183,688,688,688,688,688,688,688,688,512,False,2
wands,bge_base,39184,658,658,658,658,658,658,658,658,512,False,2
wands,bge_base,39185,628,628,628,628,628,628,628,628,512,False,2
wands,bge_base,39186,660,660,660,660,660,660,660,660,512,False,2
wands,bge_base,39187,645,645,645,645,645,645,645,645,512,False,2
wands,bge_base,39188,705,705,705,705,705,705,705,705,512,False,2
wands,bge_base,39189,950,950,950,950,950,950,950,950,512,False,2
wands,bge_base,39190,561,561,561,561,561,561,561,561,512,False,2
wands,bge_base,39191,397,397,397,397,397,397,397,397,512,True,2
wands,bge_base,39192,473,473,473,473,473,473,473,473,512,True,2
wands,bge_base,39193,546,546,546,546,546,546,546,546,512,False,2
wands,bge_base,39194,423,423,423,423,423,423,423,423,512,True,2
wands,bge_base,39195,445,445,445,445,445,445,445,445,512,True,2
wands,bge_base,39196,968,968,968,968,968,968,968,968,512,False,2
wands,bge_base,39197,222,222,222,222,222,222,222,222,512,True,2
wands,bge_base,39198,886,886,886,886,886,886,886,886,512,False,2
wands,bge_base,39199,603,603,603,603,603,603,603,603,512,False,2
wands,bge_base,39200,630,630,630,630,630,630,630,630,512,False,2
wands,bge_base,39201,585,585,585,585,585,585,585,585,512,False,2
wands,bge_base,39202,642,642,642,642,642,642,642,642,512,False,2
wands,bge_base,39203,685,685,685,685,685,685,685,685,512,False,2
wands,bge_base,39204,500,500,500,500,500,500,500,500,512,True,2
wands,bge_base,39205,300,300,300,300,300,300,300,300,512,True,2
